Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,CSV File Name,Date Reported
Channel Islands,United Kingdom,2020-03-11T20:00:00,2,0,0,49.372284,-2.364351,03-13-2020.csv,03-13-2020
,Philippines,2020-03-11T20:00:00,64,5,2,12.8797,121.774,03-13-2020.csv,03-13-2020
,Nepal,2020-03-11T20:00:00,1,0,1,28.3949,84.124,03-13-2020.csv,03-13-2020
,Sri Lanka,2020-03-11T20:00:00,6,0,1,7.8731,80.7718,03-13-2020.csv,03-13-2020
,United Arab Emirates,2020-03-11T20:00:00,85,0,17,23.4241,53.8478,03-13-2020.csv,03-13-2020
,Thailand,2020-03-11T20:00:00,75,1,35,15.87,100.9925,03-13-2020.csv,03-13-2020
,Cambodia,2020-03-11T20:00:00,5,0,1,12.5657,104.991,03-13-2020.csv,03-13-2020
,San Marino,2020-03-11T20:00:00,80,5,0,43.9424,12.4578,03-13-2020.csv,03-13-2020
Ontario,Canada,2020-03-11T20:00:00,74,0,4,51.2538,-85.3232,03-13-2020.csv,03-13-2020
Australian Capital Territory,Australia,2020-03-11T20:00:00,1,0,0,-35.4735,149.0124,03-13-2020.csv,03-13-2020
,Germany,2020-03-11T20:00:00,3675,7,46,51.1657,10.4515,03-13-2020.csv,03-13-2020
,Congo (Kinshasa),2020-03-11T20:00:00,2,0,0,-4.0383,21.7587,03-13-2020.csv,03-13-2020
,Honduras,2020-03-11T20:00:00,2,0,0,15.2,-86.2419,03-13-2020.csv,03-13-2020
Diamond Princess,US,2020-03-11T20:00:00,46,0,0,35.4437,139.638,03-13-2020.csv,03-13-2020
,Algeria,2020-03-11T20:00:00,26,2,8,28.0339,1.6596,03-13-2020.csv,03-13-2020
,Reunion,2020-03-11T20:00:00,5,0,0,-21.1151,55.5364,03-13-2020.csv,03-13-2020
,Oman,2020-03-11T20:00:00,19,0,9,21.4735,55.9754,03-13-2020.csv,03-13-2020
Diamond Princess,Cruise Ship,2020-03-11T20:00:00,696,7,325,35.4498,139.6649,03-13-2020.csv,03-13-2020
New Brunswick,Canada,2020-03-11T20:00:00,1,0,0,46.5653,-66.4619,03-13-2020.csv,03-13-2020
,Italy,2020-03-11T20:00:00,17660,1266,1439,41.8719,12.5674,03-13-2020.csv,03-13-2020
,Iraq,2020-03-11T20:00:00,101,9,24,33.2232,43.6793,03-13-2020.csv,03-13-2020
,Lebanon,2020-03-11T20:00:00,77,3,1,33.8547,35.8623,03-13-2020.csv,03-13-2020
From Diamond Princess,Australia,2020-03-11T20:00:00,0,0,0,35.4437,139.638,03-13-2020.csv,03-13-2020
,Ukraine,2020-03-11T20:00:00,3,1,0,48.3794,31.1656,03-13-2020.csv,03-13-2020
,Austria,2020-03-11T20:00:00,504,1,6,47.5162,14.5501,03-13-2020.csv,03-13-2020
,Switzerland,2020-03-11T20:00:00,1139,11,4,46.8182,8.2275,03-13-2020.csv,03-13-2020
,Ireland,2020-03-11T20:00:00,90,1,0,53.1424,-7.6921,03-13-2020.csv,03-13-2020
,Georgia,2020-03-11T20:00:00,25,0,0,42.3154,43.3569,03-13-2020.csv,03-13-2020
,Bangladesh,2020-03-11T20:00:00,3,0,0,23.685,90.3563,03-13-2020.csv,03-13-2020
,Kuwait,2020-03-11T20:00:00,80,0,5,29.3117,47.4818,03-13-2020.csv,03-13-2020
,North Macedonia,2020-03-11T20:00:00,14,0,1,41.6086,21.7453,03-13-2020.csv,03-13-2020
,Brazil,2020-03-11T20:00:00,151,0,0,-14.235,-51.9253,03-13-2020.csv,03-13-2020
,Greece,2020-03-11T20:00:00,190,1,0,39.0742,21.8243,03-13-2020.csv,03-13-2020
,Sweden,2020-03-11T20:00:00,814,1,1,60.1282,18.6435,03-13-2020.csv,03-13-2020
,Pakistan,2020-03-11T20:00:00,28,0,2,30.3753,69.3451,03-13-2020.csv,03-13-2020
,Norway,2020-03-11T20:00:00,996,0,1,60.472,8.4689,03-13-2020.csv,03-13-2020
France,France,2020-03-11T20:00:00,3661,79,12,46.2276,2.2137,03-13-2020.csv,03-13-2020
,Turkey,2020-03-11T20:00:00,5,0,0,38.9637,35.2433,03-13-2020.csv,03-13-2020
,Bahrain,2020-03-11T20:00:00,189,0,44,26.0667,50.5577,03-13-2020.csv,03-13-2020
,Iceland,2020-03-11T20:00:00,134,0,1,64.9631,-19.0208,03-13-2020.csv,03-13-2020
,Ecuador,2020-03-11T20:00:00,17,0,0,-1.8312,-78.1834,03-13-2020.csv,03-13-2020
,Estonia,2020-03-11T20:00:00,79,0,0,58.5953,25.0136,03-13-2020.csv,03-13-2020
Denmark,Denmark,2020-03-11T20:00:00,801,0,1,56.2639,9.5018,03-13-2020.csv,03-13-2020
United Kingdom,United Kingdom,2020-03-11T20:00:00,798,8,18,55.3781,-3.436,03-13-2020.csv,03-13-2020
,Netherlands,2020-03-11T20:00:00,804,10,0,52.1326,5.2913,03-13-2020.csv,03-13-2020
,Cuba,2020-03-11T20:00:00,4,0,0,21.5218,-77.7812,03-13-2020.csv,03-13-2020
Quebec,Canada,2020-03-11T20:00:00,17,0,0,52.9399,-73.5491,03-13-2020.csv,03-13-2020
,Nigeria,2020-03-11T20:00:00,2,0,0,9.082,8.6753,03-13-2020.csv,03-13-2020
,Lithuania,2020-03-11T20:00:00,6,0,0,55.1694,23.8813,03-13-2020.csv,03-13-2020
,New Zealand,2020-03-11T20:00:00,5,0,0,-40.9006,174.886,03-13-2020.csv,03-13-2020
,Belarus,2020-03-11T20:00:00,27,0,3,53.7098,27.9534,03-13-2020.csv,03-13-2020
,Azerbaijan,2020-03-11T20:00:00,15,1,3,40.1431,47.5769,03-13-2020.csv,03-13-2020
,Armenia,2020-03-11T20:00:00,8,0,0,40.0691,45.0382,03-13-2020.csv,03-13-2020
,Kazakhstan,2020-03-11T20:00:00,4,0,0,48.0196,66.9237,03-13-2020.csv,03-13-2020
,Iran,2020-03-11T20:00:00,11364,514,2959,32.4279,53.688,03-13-2020.csv,03-13-2020
,Israel,2020-03-11T20:00:00,161,0,4,31.0461,34.8516,03-13-2020.csv,03-13-2020
French Polynesia,France,2020-03-11T20:00:00,3,0,0,-17.6797,149.4068,03-13-2020.csv,03-13-2020
Western Australia,Australia,2020-03-11T20:00:00,14,1,0,-31.9505,115.8605,03-13-2020.csv,03-13-2020
,Cayman Islands,2020-03-11T20:00:00,1,0,0,19.3133,-81.2546,03-13-2020.csv,03-13-2020
,Japan,2020-03-11T20:00:00,701,19,118,36.2048,138.2529,03-13-2020.csv,03-13-2020
,Czechia,2020-03-11T20:00:00,141,0,0,49.8175,15.473,03-13-2020.csv,03-13-2020
,Qatar,2020-03-11T20:00:00,320,0,0,25.3548,51.1839,03-13-2020.csv,03-13-2020
,Singapore,2020-03-11T20:00:00,200,0,97,1.3521,103.8198,03-13-2020.csv,03-13-2020
,Guadeloupe,2020-03-11T20:00:00,1,0,0,16.265,-61.551,03-13-2020.csv,03-13-2020
,Dominican Republic,2020-03-11T20:00:00,5,0,0,18.7357,-70.1627,03-13-2020.csv,03-13-2020
,Egypt,2020-03-11T20:00:00,80,2,27,26.8206,30.8025,03-13-2020.csv,03-13-2020
,Bolivia,2020-03-11T20:00:00,3,0,0,-16.2902,-63.5887,03-13-2020.csv,03-13-2020
Manitoba,Canada,2020-03-11T20:00:00,4,0,0,53.7609,-98.8139,03-13-2020.csv,03-13-2020
Saskatchewan,Canada,2020-03-11T20:00:00,2,0,0,52.9399,-106.4509,03-13-2020.csv,03-13-2020
,Indonesia,2020-03-11T20:00:00,69,4,2,-0.7893,113.9213,03-13-2020.csv,03-13-2020
,"Korea, South",2020-03-11T20:00:00,7979,66,510,35.9078,127.7669,03-13-2020.csv,03-13-2020
,Latvia,2020-03-11T20:00:00,17,0,1,56.8796,24.6032,03-13-2020.csv,03-13-2020
,Senegal,2020-03-11T20:00:00,10,0,1,14.4974,-14.4524,03-13-2020.csv,03-13-2020
,Ethiopia,2020-03-11T20:00:00,1,0,0,9.145,40.4897,03-13-2020.csv,03-13-2020
,Sudan,2020-03-11T20:00:00,1,1,0,12.8628,30.2176,03-13-2020.csv,03-13-2020
,Portugal,2020-03-11T20:00:00,112,0,1,39.3999,-8.2245,03-13-2020.csv,03-13-2020
,Andorra,2020-03-11T20:00:00,1,0,0,42.5063,1.5218,03-13-2020.csv,03-13-2020
,Guinea,2020-03-11T20:00:00,1,0,0,9.9456,-9.6966,03-13-2020.csv,03-13-2020
,Antigua and Barbuda,2020-03-11T20:00:00,1,0,0,17.0608,-61.7964,03-13-2020.csv,03-13-2020
,Belgium,2020-03-11T20:00:00,559,3,1,50.5039,4.4699,03-13-2020.csv,03-13-2020
,Russia,2020-03-11T20:00:00,45,0,3,61.524,105.3188,03-13-2020.csv,03-13-2020
,India,2020-03-11T20:00:00,82,2,4,20.5937,78.9629,03-13-2020.csv,03-13-2020
,Morocco,2020-03-11T20:00:00,7,1,1,31.7917,-7.0926,03-13-2020.csv,03-13-2020
,Aruba,2020-03-11T20:00:00,2,0,0,12.5211,-69.9683,03-13-2020.csv,03-13-2020
Grand Princess,Canada,2020-03-11T20:00:00,2,0,0,37.6489,-122.6655,03-13-2020.csv,03-13-2020
,Argentina,2020-03-11T20:00:00,31,2,0,-38.4161,-63.6167,03-13-2020.csv,03-13-2020
,Chile,2020-03-11T20:00:00,43,0,0,-35.6751,-71.543,03-13-2020.csv,03-13-2020
,Jordan,2020-03-11T20:00:00,1,0,1,31.24,36.51,03-13-2020.csv,03-13-2020
,Kenya,2020-03-11T20:00:00,1,0,0,-0.0236,37.9062,03-13-2020.csv,03-13-2020
Saint Barthelemy,France,2020-03-11T20:00:00,1,0,0,17.9,-62.8333,03-13-2020.csv,03-13-2020
St Martin,France,2020-03-11T20:00:00,2,0,0,18.0708,-63.0501,03-13-2020.csv,03-13-2020
,Poland,2020-03-11T20:00:00,68,2,0,51.9194,19.1451,03-13-2020.csv,03-13-2020
Faroe Islands,Denmark,2020-03-11T20:00:00,3,0,0,61.8926,-6.9118,03-13-2020.csv,03-13-2020
Gibraltar,United Kingdom,2020-03-11T20:00:00,1,0,1,36.1408,-5.3536,03-13-2020.csv,03-13-2020
,Hungary,2020-03-11T20:00:00,19,0,0,47.1625,19.5033,03-13-2020.csv,03-13-2020
Northern Territory,Australia,2020-03-11T20:00:00,1,0,0,-12.4634,130.8456,03-13-2020.csv,03-13-2020
Alabama,US,2020-03-11T20:00:00,5,0,0,32.3182,-86.9023,03-13-2020.csv,03-13-2020
,Slovenia,2020-03-11T20:00:00,141,0,0,46.1512,14.9955,03-13-2020.csv,03-13-2020
,Finland,2020-03-11T20:00:00,155,0,1,61.9241,25.7482,03-13-2020.csv,03-13-2020
,South Africa,2020-03-11T20:00:00,24,0,0,-30.5595,22.9375,03-13-2020.csv,03-13-2020
,Bosnia and Herzegovina,2020-03-11T20:00:00,13,0,0,43.9159,17.6791,03-13-2020.csv,03-13-2020
,Saudi Arabia,2020-03-11T20:00:00,86,0,1,23.8859,45.0792,03-13-2020.csv,03-13-2020
,Cote d'Ivoire,2020-03-11T20:00:00,1,0,0,7.54,-5.5471,03-13-2020.csv,03-13-2020
,Luxembourg,2020-03-11T20:00:00,34,0,0,49.8153,6.1296,03-13-2020.csv,03-13-2020
,Costa Rica,2020-03-11T20:00:00,23,0,0,9.7489,-83.7534,03-13-2020.csv,03-13-2020
Alberta,Canada,2020-03-11T20:00:00,29,0,0,53.9333,-116.5765,03-13-2020.csv,03-13-2020
,Bhutan,2020-03-11T20:00:00,1,0,0,27.5142,90.4336,03-13-2020.csv,03-13-2020
,Spain,2020-03-11T20:00:00,5232,133,193,40.4637,-3.7492,03-13-2020.csv,03-13-2020
,Malaysia,2020-03-11T20:00:00,197,0,26,4.2105,101.9758,03-13-2020.csv,03-13-2020
,Holy See,2020-03-11T20:00:00,1,0,0,41.9029,12.4534,03-13-2020.csv,03-13-2020
,Serbia,2020-03-11T20:00:00,35,0,0,44.0165,21.0059,03-13-2020.csv,03-13-2020
,Cameroon,2020-03-11T20:00:00,2,0,0,3.848,11.5021,03-13-2020.csv,03-13-2020
,Slovakia,2020-03-11T20:00:00,32,0,0,48.669,19.699,03-13-2020.csv,03-13-2020
,Togo,2020-03-11T20:00:00,1,0,0,8.6195,0.8248,03-13-2020.csv,03-13-2020
,Peru,2020-03-11T20:00:00,28,0,0,-9.19,-75.0152,03-13-2020.csv,03-13-2020
,Romania,2020-03-11T20:00:00,89,0,7,45.9432,24.9668,03-13-2020.csv,03-13-2020
,Mexico,2020-03-11T20:00:00,12,0,4,23.6345,-102.5528,03-13-2020.csv,03-13-2020
,Colombia,2020-03-11T20:00:00,13,0,0,4.5709,-74.2973,03-13-2020.csv,03-13-2020
Grand Princess,US,2020-03-11T20:00:00,21,0,0,37.64894,-122.665479,03-13-2020.csv,03-13-2020
,Brunei,2020-03-11T20:00:00,37,0,0,4.5353,114.7277,03-13-2020.csv,03-13-2020
,Martinique,2020-03-11T20:00:00,3,0,0,14.6415,-61.0242,03-13-2020.csv,03-13-2020
,French Guiana,2020-03-11T20:00:00,5,0,0,3.9339,-53.1258,03-13-2020.csv,03-13-2020
,Malta,2020-03-11T20:00:00,12,0,1,35.9375,14.3754,03-13-2020.csv,03-13-2020
,Paraguay,2020-03-11T20:00:00,6,0,0,-23.4425,-58.4438,03-13-2020.csv,03-13-2020
,Moldova,2020-03-11T20:00:00,6,0,0,47.4116,28.3699,03-13-2020.csv,03-13-2020
,Maldives,2020-03-11T20:00:00,9,0,0,3.2028,73.2207,03-13-2020.csv,03-13-2020
,Bulgaria,2020-03-11T20:00:00,23,1,0,42.7339,25.4858,03-13-2020.csv,03-13-2020
,Tunisia,2020-03-11T20:00:00,16,0,0,33.8869,9.5375,03-13-2020.csv,03-13-2020
,Cyprus,2020-03-11T20:00:00,14,0,0,35.1264,33.4299,03-13-2020.csv,03-13-2020
Alaska,US,2020-03-11T20:00:00,1,0,0,61.370716,-152.404419,03-13-2020.csv,03-13-2020
Arizona,US,2020-03-11T20:00:00,9,0,1,33.729759,-111.431221,03-13-2020.csv,03-13-2020
Arkansas,US,2020-03-11T20:00:00,6,0,0,34.969704,-92.373123,03-13-2020.csv,03-13-2020
California,US,2020-03-11T20:00:00,282,4,6,36.116203,-119.681564,03-13-2020.csv,03-13-2020
Colorado,US,2020-03-11T20:00:00,49,0,0,39.059811,-105.311104,03-13-2020.csv,03-13-2020
Connecticut,US,2020-03-11T20:00:00,11,0,0,41.597782,-72.755371,03-13-2020.csv,03-13-2020
Delaware,US,2020-03-11T20:00:00,4,0,0,39.318523,-75.507141,03-13-2020.csv,03-13-2020
District of Columbia,US,2020-03-11T20:00:00,10,0,0,38.897438,-77.026817,03-13-2020.csv,03-13-2020
Florida,US,2020-03-11T20:00:00,50,2,0,27.766279,-81.686783,03-13-2020.csv,03-13-2020
Georgia,US,2020-03-11T20:00:00,42,1,0,33.040619,-83.643074,03-13-2020.csv,03-13-2020
Hawaii,US,2020-03-11T20:00:00,2,0,0,21.094318,-157.498337,03-13-2020.csv,03-13-2020
Idaho,US,2020-03-11T20:00:00,1,0,0,44.240459,-114.478828,03-13-2020.csv,03-13-2020
Illinois,US,2020-03-11T20:00:00,46,0,2,40.349457,-88.986137,03-13-2020.csv,03-13-2020
Indiana,US,2020-03-11T20:00:00,13,0,0,39.849426,-86.258278,03-13-2020.csv,03-13-2020
Iowa,US,2020-03-11T20:00:00,17,0,0,42.011539,-93.210526,03-13-2020.csv,03-13-2020
Kansas,US,2020-03-11T20:00:00,5,1,0,38.5266,-96.726486,03-13-2020.csv,03-13-2020
Kentucky,US,2020-03-11T20:00:00,14,0,0,37.66814,-84.670067,03-13-2020.csv,03-13-2020
Louisiana,US,2020-03-11T20:00:00,36,0,0,31.169546,-91.867805,03-13-2020.csv,03-13-2020
Maine,US,2020-03-11T20:00:00,1,0,0,44.693947,-69.381927,03-13-2020.csv,03-13-2020
Maryland,US,2020-03-11T20:00:00,18,0,0,39.063946,-76.802101,03-13-2020.csv,03-13-2020
Massachusetts,US,2020-03-11T20:00:00,123,0,1,42.230171,-71.530106,03-13-2020.csv,03-13-2020
Michigan,US,2020-03-11T20:00:00,16,0,0,43.326618,-84.536095,03-13-2020.csv,03-13-2020
Minnesota,US,2020-03-11T20:00:00,14,0,0,45.694454,-93.900192,03-13-2020.csv,03-13-2020
Mississippi,US,2020-03-11T20:00:00,1,0,0,32.741646,-89.678696,03-13-2020.csv,03-13-2020
Missouri,US,2020-03-11T20:00:00,2,0,0,38.456085,-92.288368,03-13-2020.csv,03-13-2020
Montana,US,2020-03-11T20:00:00,1,0,0,46.921925,-110.454353,03-13-2020.csv,03-13-2020
Nebraska,US,2020-03-11T20:00:00,13,0,0,41.12537,-98.268082,03-13-2020.csv,03-13-2020
Nevada,US,2020-03-11T20:00:00,17,0,0,38.313515,-117.055374,03-13-2020.csv,03-13-2020
New Hampshire,US,2020-03-11T20:00:00,6,0,0,43.452492,-71.563896,03-13-2020.csv,03-13-2020
New Jersey,US,2020-03-11T20:00:00,29,1,0,40.298904,-74.521011,03-13-2020.csv,03-13-2020
New Mexico,US,2020-03-11T20:00:00,10,0,0,34.840515,-106.248482,03-13-2020.csv,03-13-2020
New York,US,2020-03-11T20:00:00,421,0,0,42.165726,-74.948051,03-13-2020.csv,03-13-2020
North Carolina,US,2020-03-11T20:00:00,17,0,0,35.630066,-79.806419,03-13-2020.csv,03-13-2020
North Dakota,US,2020-03-11T20:00:00,1,0,0,47.528912,-99.784012,03-13-2020.csv,03-13-2020
Ohio,US,2020-03-11T20:00:00,13,0,0,40.388783,-82.764915,03-13-2020.csv,03-13-2020
Oklahoma,US,2020-03-11T20:00:00,2,0,0,35.565342,-96.928917,03-13-2020.csv,03-13-2020
Oregon,US,2020-03-11T20:00:00,30,0,0,44.572021,-122.070938,03-13-2020.csv,03-13-2020
Pennsylvania,US,2020-03-11T20:00:00,41,0,0,40.590752,-77.209755,03-13-2020.csv,03-13-2020
Rhode Island,US,2020-03-11T20:00:00,14,0,0,41.680893,-71.51178,03-13-2020.csv,03-13-2020
South Carolina,US,2020-03-11T20:00:00,13,0,0,33.856892,-80.945007,03-13-2020.csv,03-13-2020
South Dakota,US,2020-03-11T20:00:00,8,1,0,44.299782,-99.438828,03-13-2020.csv,03-13-2020
Tennessee,US,2020-03-11T20:00:00,26,0,0,35.747845,-86.692345,03-13-2020.csv,03-13-2020
Texas,US,2020-03-11T20:00:00,43,0,0,31.054487,-97.563461,03-13-2020.csv,03-13-2020
Utah,US,2020-03-11T20:00:00,9,0,0,40.150032,-111.862434,03-13-2020.csv,03-13-2020
Vermont,US,2020-03-11T20:00:00,2,0,0,44.045876,-72.710686,03-13-2020.csv,03-13-2020
Virginia,US,2020-03-11T20:00:00,30,0,0,37.769337,-78.169968,03-13-2020.csv,03-13-2020
Washington,US,2020-03-11T20:00:00,568,37,1,47.400902,-121.490494,03-13-2020.csv,03-13-2020
West Virginia,US,2020-03-11T20:00:00,0,0,0,38.491226,-80.954453,03-13-2020.csv,03-13-2020
Wisconsin,US,2020-03-11T20:00:00,19,0,1,44.268543,-89.616508,03-13-2020.csv,03-13-2020
Wyoming,US,2020-03-11T20:00:00,1,0,0,42.755966,-107.30249,03-13-2020.csv,03-13-2020
,Vietnam,2020-03-11T20:00:00,47,0,16,14.0583,108.2772,03-13-2020.csv,03-13-2020
,Mongolia,2020-03-11T20:00:00,1,0,0,46.8625,103.8467,03-13-2020.csv,03-13-2020
,Jamaica,2020-03-11T20:00:00,8,0,0,18.1096,-77.2975,03-13-2020.csv,03-13-2020
,Afghanistan,2020-03-11T20:00:00,7,0,0,33,65,03-13-2020.csv,03-13-2020
,Monaco,2020-03-11T20:00:00,2,0,0,43.7333,7.4167,03-13-2020.csv,03-13-2020
,Liechtenstein,2020-03-11T20:00:00,1,0,0,47.14,9.55,03-13-2020.csv,03-13-2020
,Guyana,2020-03-11T20:00:00,1,1,0,5,-58.75,03-13-2020.csv,03-13-2020
,Taiwan*,2020-03-11T20:00:00,50,1,20,23.7,121,03-13-2020.csv,03-13-2020
