"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","CSV File Name"
"Hubei","Mainland China","2020-02-16T23:53:01","58182","1696","6639","02-16-2020.csv"
"Guangdong","Mainland China","2020-02-16T12:03:06","1316","2","465","02-16-2020.csv"
"Henan","Mainland China","2020-02-16T13:53:03","1231","13","440","02-16-2020.csv"
"Zhejiang","Mainland China","2020-02-16T09:33:02","1167","0","456","02-16-2020.csv"
"Hunan","Mainland China","2020-02-16T13:13:04","1004","3","464","02-16-2020.csv"
"Anhui","Mainland China","2020-02-16T08:33:02","962","6","255","02-16-2020.csv"
"Jiangxi","Mainland China","2020-02-16T10:03:06","925","1","240","02-16-2020.csv"
"Jiangsu","Mainland China","2020-02-16T09:33:02","617","0","218","02-16-2020.csv"
"Chongqing","Mainland China","2020-02-16T23:53:01","551","5","207","02-16-2020.csv"
"Shandong","Mainland China","2020-02-16T12:03:06","537","2","173","02-16-2020.csv"
"Sichuan","Mainland China","2020-02-16T10:03:06","481","3","131","02-16-2020.csv"
"Heilongjiang","Mainland China","2020-02-16T13:53:03","445","11","79","02-16-2020.csv"
"Beijing","Mainland China","2020-02-16T10:03:06","380","4","108","02-16-2020.csv"
"Diamond Princess cruise ship","Others","2020-02-16T03:43:02","355","0","0","02-16-2020.csv"
"Shanghai","Mainland China","2020-02-16T02:53:02","328","1","140","02-16-2020.csv"
"Hebei","Mainland China","2020-02-16T12:03:06","300","3","105","02-16-2020.csv"
"Fujian","Mainland China","2020-02-16T12:03:06","287","0","82","02-16-2020.csv"
"Guangxi","Mainland China","2020-02-16T12:03:06","237","2","49","02-16-2020.csv"
"Shaanxi","Mainland China","2020-02-16T13:53:03","236","0","71","02-16-2020.csv"
"Yunnan","Mainland China","2020-02-16T09:53:01","171","0","42","02-16-2020.csv"
"Hainan","Mainland China","2020-02-16T12:03:06","162","4","52","02-16-2020.csv"
"Guizhou","Mainland China","2020-02-16T09:13:09","144","1","46","02-16-2020.csv"
"Shanxi","Mainland China","2020-02-16T23:53:01","129","0","50","02-16-2020.csv"
"Tianjin","Mainland China","2020-02-16T12:23:02","124","3","45","02-16-2020.csv"
"Liaoning","Mainland China","2020-02-16T12:03:06","121","1","40","02-16-2020.csv"
"Gansu","Mainland China","2020-02-16T13:53:03","90","2","54","02-16-2020.csv"
"Jilin","Mainland China","2020-02-16T10:03:06","89","1","30","02-16-2020.csv"
"","Singapore","2020-02-16T16:23:06","75","0","18","02-16-2020.csv"
"Xinjiang","Mainland China","2020-02-16T08:33:02","71","1","12","02-16-2020.csv"
"Inner Mongolia","Mainland China","2020-02-16T08:33:02","70","0","8","02-16-2020.csv"
"Ningxia","Mainland China","2020-02-15T08:43:03","70","0","33","02-16-2020.csv"
"","Japan","2020-02-16T17:43:03","59","1","12","02-16-2020.csv"
"Hong Kong","Hong Kong","2020-02-16T09:53:01","57","1","2","02-16-2020.csv"
"","Thailand","2020-02-16T18:03:02","34","0","14","02-16-2020.csv"
"","South Korea","2020-02-16T01:33:02","29","0","9","02-16-2020.csv"
"","Malaysia","2020-02-15T23:43:02","22","0","7","02-16-2020.csv"
"Taiwan","Taiwan","2020-02-16T11:23:06","20","1","2","02-16-2020.csv"
"Qinghai","Mainland China","2020-02-15T08:43:03","18","0","13","02-16-2020.csv"
"","Germany","2020-02-13T15:13:11","16","0","1","02-16-2020.csv"
"","Vietnam","2020-02-13T06:33:02","16","0","7","02-16-2020.csv"
"","France","2020-02-15T20:53:02","12","1","4","02-16-2020.csv"
"Macau","Macau","2020-02-16T12:03:06","10","0","5","02-16-2020.csv"
"","UK","2020-02-16T16:23:06","9","0","8","02-16-2020.csv"
"","United Arab Emirates","2020-02-16T20:43:02","9","0","4","02-16-2020.csv"
"Queensland","Australia","2020-02-09T19:33:02","5","0","0","02-16-2020.csv"
"New South Wales","Australia","2020-02-13T17:53:03","4","0","4","02-16-2020.csv"
"Victoria","Australia","2020-02-13T17:53:03","4","0","4","02-16-2020.csv"
"British Columbia","Canada","2020-02-07T05:43:03","4","0","0","02-16-2020.csv"
"","India","2020-02-16T07:43:02","3","0","3","02-16-2020.csv"
"","Italy","2020-02-07T17:53:02","3","0","0","02-16-2020.csv"
"","Philippines","2020-02-12T07:43:02","3","1","1","02-16-2020.csv"
"South Australia","Australia","2020-02-02T22:33:07","2","0","0","02-16-2020.csv"
"Toronto, ON","Canada","2020-02-04T00:13:06","2","0","0","02-16-2020.csv"
"","Russia","2020-02-12T14:43:03","2","0","2","02-16-2020.csv"
"","Spain","2020-02-15T17:23:04","2","0","2","02-16-2020.csv"
"Chicago, IL","US","2020-02-09T19:03:03","2","0","2","02-16-2020.csv"
"San Benito, CA","US","2020-02-03T03:53:02","2","0","0","02-16-2020.csv"
"San Diego County, CA","US","2020-02-13T03:13:08","2","0","0","02-16-2020.csv"
"Santa Clara, CA","US","2020-02-03T00:43:02","2","0","0","02-16-2020.csv"
"","Belgium","2020-02-04T15:43:02","1","0","0","02-16-2020.csv"
"","Cambodia","2020-02-12T07:43:02","1","0","1","02-16-2020.csv"
"London, ON","Canada","2020-02-12T18:53:03","1","0","1","02-16-2020.csv"
"","Egypt","2020-02-14T23:53:02","1","0","0","02-16-2020.csv"
"","Finland","2020-02-12T00:03:12","1","0","1","02-16-2020.csv"
"Tibet","Mainland China","2020-02-12T06:43:02","1","0","1","02-16-2020.csv"
"","Nepal","2020-02-12T14:43:03","1","0","1","02-16-2020.csv"
"","Sri Lanka","2020-02-08T03:43:03","1","0","1","02-16-2020.csv"
"","Sweden","2020-02-01T02:13:26","1","0","0","02-16-2020.csv"
"Boston, MA","US","2020-02-01T19:43:03","1","0","0","02-16-2020.csv"
"Los Angeles, CA","US","2020-02-01T19:53:03","1","0","0","02-16-2020.csv"
"Madison, WI","US","2020-02-05T21:53:02","1","0","0","02-16-2020.csv"
"Orange, CA","US","2020-02-01T19:53:03","1","0","0","02-16-2020.csv"
"San Antonio, TX","US","2020-02-13T18:53:02","1","0","0","02-16-2020.csv"
"Seattle, WA","US","2020-02-09T07:03:04","1","0","1","02-16-2020.csv"
"Tempe, AZ","US","2020-02-01T19:43:03","1","0","0","02-16-2020.csv"
