"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","Latitude","Longitude","CSV File Name"
"Hubei","China","2020-03-16T14:38:45","67798","3099","55142","30.9756","112.2707","03-16-2020.csv"
"","Italy","2020-03-16T17:33:03","27980","2158","2749","41.8719","12.5674","03-16-2020.csv"
"","Iran","2020-03-16T14:38:45","14991","853","4590","32.4279","53.6880","03-16-2020.csv"
"","Spain","2020-03-16T20:13:11","9942","342","530","40.4637","-3.7492","03-16-2020.csv"
"","Korea, South","2020-03-16T14:38:45","8236","75","1137","35.9078","127.7669","03-16-2020.csv"
"","Germany","2020-03-16T20:13:11","7272","17","67","51.1657","10.4515","03-16-2020.csv"
"France","France","2020-03-16T20:13:11","6633","148","12","46.2276","2.2137","03-16-2020.csv"
"","Switzerland","2020-03-15T18:20:18","2200","14","4","46.8182","8.2275","03-16-2020.csv"
"United Kingdom","United Kingdom","2020-03-16T19:13:13","1543","55","20","55.3781","-3.4360","03-16-2020.csv"
"Netherlands","Netherlands","2020-03-16T14:38:46","1413","24","2","52.1326","5.2913","03-16-2020.csv"
"Guangdong","China","2020-03-16T01:53:03","1361","8","1306","23.3417","113.4244","03-16-2020.csv"
"","Norway","2020-03-16T21:13:12","1333","3","1","60.4720","8.4689","03-16-2020.csv"
"Henan","China","2020-03-14T09:53:08","1273","22","1250","33.8820","113.6140","03-16-2020.csv"
"Zhejiang","China","2020-03-16T14:38:45","1231","1","1216","29.1832","120.0934","03-16-2020.csv"
"","Sweden","2020-03-16T14:38:45","1103","6","1","60.1282","18.6435","03-16-2020.csv"
"","Belgium","2020-03-16T14:38:45","1058","5","1","50.5039","4.4699","03-16-2020.csv"
"","Austria","2020-03-16T15:13:09","1018","3","6","47.5162","14.5501","03-16-2020.csv"
"Hunan","China","2020-03-14T08:33:03","1018","4","1014","27.6104","111.7088","03-16-2020.csv"
"Anhui","China","2020-03-11T02:18:14","990","6","984","31.8257","117.2264","03-16-2020.csv"
"New York","US","2020-03-16T21:53:03","967","10","0","42.1657","-74.9481","03-16-2020.csv"
"Jiangxi","China","2020-03-12T02:13:04","935","1","934","27.6140","115.7221","03-16-2020.csv"
"Denmark","Denmark","2020-03-16T18:33:03","914","3","1","56.2639","9.5018","03-16-2020.csv"
"Washington","US","2020-03-16T23:53:03","904","48","1","47.4009","-121.4905","03-16-2020.csv"
"","Japan","2020-03-16T14:38:45","825","27","144","36.2048","138.2529","03-16-2020.csv"
"Shandong","China","2020-03-16T14:38:45","760","7","746","36.3427","118.1498","03-16-2020.csv"
"Diamond Princess","Cruise Ship","2020-03-13T14:13:25","696","7","325","35.4498","139.6649","03-16-2020.csv"
"Jiangsu","China","2020-03-15T01:53:02","631","0","631","32.9711","119.4550","03-16-2020.csv"
"Chongqing","China","2020-03-15T03:53:04","576","6","570","30.0572","107.8740","03-16-2020.csv"
"","Malaysia","2020-03-16T14:38:45","566","0","42","4.2105","101.9758","03-16-2020.csv"
"California","US","2020-03-16T23:53:03","557","7","6","36.1162","-119.6816","03-16-2020.csv"
"Sichuan","China","2020-03-15T18:20:18","539","3","516","30.6171","102.7103","03-16-2020.csv"
"Heilongjiang","China","2020-03-16T14:38:45","482","13","455","47.8620","127.7615","03-16-2020.csv"
"Beijing","China","2020-03-16T14:38:45","452","8","360","40.1824","116.4142","03-16-2020.csv"
"","Qatar","2020-03-16T15:13:09","439","0","4","25.3548","51.1839","03-16-2020.csv"
"Shanghai","China","2020-03-16T14:38:45","355","3","325","31.2020","121.4491","03-16-2020.csv"
"","Greece","2020-03-16T00:22:10","331","4","8","39.0742","21.8243","03-16-2020.csv"
"","Portugal","2020-03-16T14:38:45","331","0","3","39.3999","-8.2245","03-16-2020.csv"
"Hebei","China","2020-03-13T11:09:03","318","6","310","38.0428","114.5149","03-16-2020.csv"
"","Czechia","2020-03-16T23:53:02","298","0","3","49.8175","15.4730","03-16-2020.csv"
"Fujian","China","2020-03-11T02:18:14","296","1","295","26.0789","117.9874","03-16-2020.csv"
"","Finland","2020-03-16T14:38:45","277","0","10","61.9241","25.7482","03-16-2020.csv"
"","Israel","2020-03-16T14:38:45","255","0","4","31.0461","34.8516","03-16-2020.csv"
"","Slovenia","2020-03-16T14:38:45","253","1","0","46.1512","14.9955","03-16-2020.csv"
"Guangxi","China","2020-03-16T14:38:45","252","2","248","23.8298","108.7881","03-16-2020.csv"
"Shaanxi","China","2020-03-16T14:38:45","245","2","233","35.1917","108.8701","03-16-2020.csv"
"","Singapore","2020-03-16T14:38:45","243","0","109","1.3521","103.8198","03-16-2020.csv"
"","Bahrain","2020-03-16T20:33:03","214","1","77","26.0667","50.5577","03-16-2020.csv"
"","Estonia","2020-03-16T14:38:45","205","0","1","58.5953","25.0136","03-16-2020.csv"
"","Brazil","2020-03-16T02:33:08","200","0","1","-14.2350","-51.9253","03-16-2020.csv"
"Massachusetts","US","2020-03-16T21:53:03","197","0","1","42.2302","-71.5301","03-16-2020.csv"
"","Iceland","2020-03-16T02:13:15","180","0","0","64.9631","-19.0208","03-16-2020.csv"
"New Jersey","US","2020-03-16T22:13:21","178","2","1","40.2989","-74.5210","03-16-2020.csv"
"Ontario","Canada","2020-03-16T16:13:26","177","0","5","51.2538","-85.3232","03-16-2020.csv"
"","Poland","2020-03-16T21:13:17","177","4","13","51.9194","19.1451","03-16-2020.csv"
"Yunnan","China","2020-03-16T23:53:02","176","2","172","24.9740","101.4870","03-16-2020.csv"
"New South Wales","Australia","2020-03-16T14:38:46","171","2","4","-33.8688","151.2093","03-16-2020.csv"
"","Ireland","2020-03-16T14:38:45","169","2","0","53.1424","-7.6921","03-16-2020.csv"
"Hainan","China","2020-03-16T14:38:45","168","6","161","19.1959","109.7453","03-16-2020.csv"
"Colorado","US","2020-03-16T23:53:03","160","1","0","39.0598","-105.3111","03-16-2020.csv"
"","Romania","2020-03-16T14:38:45","158","0","9","45.9432","24.9668","03-16-2020.csv"
"","Chile","2020-03-16T14:38:45","155","0","0","-35.6751","-71.5430","03-16-2020.csv"
"Hong Kong","China","2020-03-16T14:38:45","155","4","84","22.3000","114.2000","03-16-2020.csv"
"Florida","US","2020-03-16T22:13:21","155","5","0","27.7663","-81.6868","03-16-2020.csv"
"","Egypt","2020-03-16T15:53:45","150","2","27","26.8206","30.8025","03-16-2020.csv"
"","Thailand","2020-03-16T14:38:45","147","1","35","15.8700","100.9925","03-16-2020.csv"
"Guizhou","China","2020-03-16T14:38:45","146","2","144","26.8154","106.8748","03-16-2020.csv"
"","Philippines","2020-03-16T14:38:45","142","12","2","12.8797","121.7740","03-16-2020.csv"
"Tianjin","China","2020-03-15T18:20:18","136","3","133","39.3054","117.3230","03-16-2020.csv"
"","Pakistan","2020-03-16T14:38:45","136","0","2","30.3753","69.3451","03-16-2020.csv"
"Louisiana","US","2020-03-16T22:13:21","136","3","0","31.1695","-91.8678","03-16-2020.csv"
"","Indonesia","2020-03-16T14:38:45","134","5","8","-0.7893","113.9213","03-16-2020.csv"
"Gansu","China","2020-03-15T18:20:18","133","2","91","36.0611","103.8343","03-16-2020.csv"
"Shanxi","China","2020-03-13T11:09:03","133","0","133","37.5777","112.2922","03-16-2020.csv"
"Liaoning","China","2020-03-16T14:38:45","125","1","115","41.2956","122.6085","03-16-2020.csv"
"","Iraq","2020-03-16T02:13:15","124","10","26","33.2232","43.6793","03-16-2020.csv"
"","Kuwait","2020-03-16T14:38:45","123","0","9","29.3117","47.4818","03-16-2020.csv"
"Georgia","US","2020-03-16T16:53:06","121","1","0","33.0406","-83.6431","03-16-2020.csv"
"","India","2020-03-16T14:38:45","119","2","13","20.5937","78.9629","03-16-2020.csv"
"","Saudi Arabia","2020-03-16T01:13:12","118","0","2","23.8859","45.0792","03-16-2020.csv"
"","San Marino","2020-03-16T01:33:03","109","7","4","43.9424","12.4578","03-16-2020.csv"
"Illinois","US","2020-03-16T22:13:21","105","0","2","40.3495","-88.9861","03-16-2020.csv"
"British Columbia","Canada","2020-03-16T19:13:13","103","4","4","53.7267","-127.6476","03-16-2020.csv"
"","Lebanon","2020-03-16T00:22:11","99","3","1","33.8547","35.8623","03-16-2020.csv"
"","United Arab Emirates","2020-03-16T00:22:11","98","0","23","23.4241","53.8478","03-16-2020.csv"
"Jilin","China","2020-03-16T00:22:10","93","1","92","43.6661","126.1923","03-16-2020.csv"
"","Russia","2020-03-16T14:38:45","90","0","8","61.5240","105.3188","03-16-2020.csv"
"","Peru","2020-03-16T14:38:45","86","0","0","-9.1900","-75.0152","03-16-2020.csv"
