Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,2020-02-12T14:13:08,33366,1068,2686,02-12-2020.csv,02-12-2020
Guangdong,Mainland China,2020-02-12T12:23:09,1219,1,275,02-12-2020.csv,02-12-2020
Henan,Mainland China,2020-02-12T14:13:08,1135,8,246,02-12-2020.csv,02-12-2020
Zhejiang,Mainland China,2020-02-12T10:13:20,1131,0,321,02-12-2020.csv,02-12-2020
Hunan,Mainland China,2020-02-12T12:43:03,946,2,304,02-12-2020.csv,02-12-2020
Anhui,Mainland China,2020-02-12T10:13:20,889,4,127,02-12-2020.csv,02-12-2020
Jiangxi,Mainland China,2020-02-12T01:23:06,844,1,152,02-12-2020.csv,02-12-2020
Jiangsu,Mainland China,2020-02-12T14:13:08,543,0,125,02-12-2020.csv,02-12-2020
Chongqing,Mainland China,2020-02-12T23:13:08,518,3,102,02-12-2020.csv,02-12-2020
Shandong,Mainland China,2020-02-12T11:13:05,497,2,92,02-12-2020.csv,02-12-2020
Sichuan,Mainland China,2020-02-12T12:43:03,436,1,92,02-12-2020.csv,02-12-2020
Heilongjiang,Mainland China,2020-02-12T14:13:08,378,8,31,02-12-2020.csv,02-12-2020
Beijing,Mainland China,2020-02-12T02:43:03,352,3,56,02-12-2020.csv,02-12-2020
Shanghai,Mainland China,2020-02-12T06:23:08,311,1,57,02-12-2020.csv,02-12-2020
Fujian,Mainland China,2020-02-12T11:53:02,272,0,53,02-12-2020.csv,02-12-2020
Hebei,Mainland China,2020-02-12T11:13:05,251,2,54,02-12-2020.csv,02-12-2020
Shaanxi,Mainland China,2020-02-12T11:13:05,225,0,43,02-12-2020.csv,02-12-2020
Guangxi,Mainland China,2020-02-12T15:03:05,222,1,32,02-12-2020.csv,02-12-2020
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175,0,0,02-12-2020.csv,02-12-2020
Hainan,Mainland China,2020-02-12T17:03:03,157,4,27,02-12-2020.csv,02-12-2020
Yunnan,Mainland China,2020-02-12T14:13:08,154,0,26,02-12-2020.csv,02-12-2020
Guizhou,Mainland China,2020-02-12T09:43:02,133,1,18,02-12-2020.csv,02-12-2020
Shanxi,Mainland China,2020-02-12T23:03:02,126,0,33,02-12-2020.csv,02-12-2020
Liaoning,Mainland China,2020-02-12T13:33:02,116,1,20,02-12-2020.csv,02-12-2020
Tianjin,Mainland China,2020-02-12T15:03:05,112,2,11,02-12-2020.csv,02-12-2020
Gansu,Mainland China,2020-02-12T23:23:01,87,2,31,02-12-2020.csv,02-12-2020
Jilin,Mainland China,2020-02-12T14:13:08,83,1,22,02-12-2020.csv,02-12-2020
Inner Mongolia,Mainland China,2020-02-12T11:13:05,60,0,6,02-12-2020.csv,02-12-2020
Xinjiang,Mainland China,2020-02-12T01:43:02,59,0,3,02-12-2020.csv,02-12-2020
Ningxia,Mainland China,2020-02-12T11:13:05,58,0,24,02-12-2020.csv,02-12-2020
Hong Kong,Hong Kong,2020-02-12T09:53:02,50,1,1,02-12-2020.csv,02-12-2020
,Singapore,2020-02-12T19:53:02,50,0,15,02-12-2020.csv,02-12-2020
,Thailand,2020-02-11T18:43:04,33,0,10,02-12-2020.csv,02-12-2020
,Japan,2020-02-12T02:43:03,28,0,9,02-12-2020.csv,02-12-2020
,South Korea,2020-02-12T14:43:03,28,0,7,02-12-2020.csv,02-12-2020
Qinghai,Mainland China,2020-02-12T08:03:06,18,0,9,02-12-2020.csv,02-12-2020
,Malaysia,2020-02-11T03:13:13,18,0,3,02-12-2020.csv,02-12-2020
Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,02-12-2020.csv,02-12-2020
,Germany,2020-02-11T19:33:03,16,0,0,02-12-2020.csv,02-12-2020
,Vietnam,2020-02-11T16:43:06,15,0,6,02-12-2020.csv,02-12-2020
,France,2020-02-12T18:53:02,11,0,2,02-12-2020.csv,02-12-2020
Macau,Macau,2020-02-12T09:53:02,10,0,2,02-12-2020.csv,02-12-2020
,UK,2020-02-12T19:03:06,9,0,1,02-12-2020.csv,02-12-2020
,United Arab Emirates,2020-02-12T00:33:02,8,0,1,02-12-2020.csv,02-12-2020
Queensland,Australia,2020-02-09T19:33:02,5,0,0,02-12-2020.csv,02-12-2020
New South Wales,Australia,2020-02-06T03:13:22,4,0,2,02-12-2020.csv,02-12-2020
Victoria,Australia,2020-02-01T18:12:49,4,0,0,02-12-2020.csv,02-12-2020
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,02-12-2020.csv,02-12-2020
,India,2020-02-03T21:43:02,3,0,0,02-12-2020.csv,02-12-2020
,Italy,2020-02-07T17:53:02,3,0,0,02-12-2020.csv,02-12-2020
,Philippines,2020-02-12T07:43:02,3,1,1,02-12-2020.csv,02-12-2020
South Australia,Australia,2020-02-02T22:33:07,2,0,0,02-12-2020.csv,02-12-2020
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,02-12-2020.csv,02-12-2020
,Russia,2020-02-12T14:43:03,2,0,2,02-12-2020.csv,02-12-2020
,Spain,2020-02-09T20:33:03,2,0,0,02-12-2020.csv,02-12-2020
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,02-12-2020.csv,02-12-2020
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,02-12-2020.csv,02-12-2020
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,02-12-2020.csv,02-12-2020
,Belgium,2020-02-04T15:43:02,1,0,0,02-12-2020.csv,02-12-2020
,Cambodia,2020-02-12T07:43:02,1,0,1,02-12-2020.csv,02-12-2020
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,02-12-2020.csv,02-12-2020
,Finland,2020-02-12T00:03:12,1,0,1,02-12-2020.csv,02-12-2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,02-12-2020.csv,02-12-2020
,Nepal,2020-02-12T14:43:03,1,0,1,02-12-2020.csv,02-12-2020
,Sri Lanka,2020-02-08T03:43:03,1,0,1,02-12-2020.csv,02-12-2020
,Sweden,2020-02-01T02:13:26,1,0,0,02-12-2020.csv,02-12-2020
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,02-12-2020.csv,02-12-2020
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,02-12-2020.csv,02-12-2020
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,02-12-2020.csv,02-12-2020
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,02-12-2020.csv,02-12-2020
"San Diego County, CA",US,2020-02-11T01:23:05,1,0,0,02-12-2020.csv,02-12-2020
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,02-12-2020.csv,02-12-2020
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,02-12-2020.csv,02-12-2020
