Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,2020-02-24T11:13:09,64287,2495,16748,02-24-2020.csv,02-24-2020
Guangdong,Mainland China,2020-02-24T10:23:02,1345,6,786,02-24-2020.csv,02-24-2020
Henan,Mainland China,2020-02-24T13:23:05,1271,19,943,02-24-2020.csv,02-24-2020
Zhejiang,Mainland China,2020-02-24T09:43:02,1205,1,782,02-24-2020.csv,02-24-2020
Hunan,Mainland China,2020-02-24T14:13:11,1016,4,731,02-24-2020.csv,02-24-2020
Anhui,Mainland China,2020-02-24T09:43:02,989,6,663,02-24-2020.csv,02-24-2020
Jiangxi,Mainland China,2020-02-24T01:23:09,934,1,645,02-24-2020.csv,02-24-2020
,South Korea,2020-02-24T11:13:10,833,8,18,02-24-2020.csv,02-24-2020
Shandong,Mainland China,2020-02-24T10:23:02,755,5,343,02-24-2020.csv,02-24-2020
Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,0,02-24-2020.csv,02-24-2020
Jiangsu,Mainland China,2020-02-24T14:53:02,631,0,452,02-24-2020.csv,02-24-2020
Chongqing,Mainland China,2020-02-24T23:23:01,576,6,349,02-24-2020.csv,02-24-2020
Sichuan,Mainland China,2020-02-24T14:13:11,527,3,276,02-24-2020.csv,02-24-2020
Heilongjiang,Mainland China,2020-02-24T14:53:02,480,12,227,02-24-2020.csv,02-24-2020
Beijing,Mainland China,2020-02-24T00:53:02,399,4,198,02-24-2020.csv,02-24-2020
Shanghai,Mainland China,2020-02-24T07:03:06,335,3,261,02-24-2020.csv,02-24-2020
Hebei,Mainland China,2020-02-24T14:13:11,311,6,234,02-24-2020.csv,02-24-2020
Fujian,Mainland China,2020-02-24T10:23:02,293,1,183,02-24-2020.csv,02-24-2020
Guangxi,Mainland China,2020-02-24T06:53:02,251,2,112,02-24-2020.csv,02-24-2020
Shaanxi,Mainland China,2020-02-24T14:53:02,245,1,173,02-24-2020.csv,02-24-2020
,Italy,2020-02-24T23:43:01,229,7,1,02-24-2020.csv,02-24-2020
