Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Yunnan,Mainland China,2020-02-24T23:13:02,174,2,124,02-24-2020.csv,02-24-2020
Hainan,Mainland China,2020-02-24T14:53:02,168,5,116,02-24-2020.csv,02-24-2020
,Japan,2020-02-24T14:23:03,159,1,22,02-24-2020.csv,02-24-2020
Guizhou,Mainland China,2020-02-23T12:43:02,146,2,102,02-24-2020.csv,02-24-2020
Tianjin,Mainland China,2020-02-24T15:03:05,135,3,87,02-24-2020.csv,02-24-2020
Shanxi,Mainland China,2020-02-24T23:13:02,133,0,94,02-24-2020.csv,02-24-2020
Liaoning,Mainland China,2020-02-24T06:53:02,121,1,80,02-24-2020.csv,02-24-2020
Jilin,Mainland China,2020-02-24T09:43:02,93,1,60,02-24-2020.csv,02-24-2020
Gansu,Mainland China,2020-02-24T15:13:07,91,2,80,02-24-2020.csv,02-24-2020
,Singapore,2020-02-23T15:13:15,89,0,51,02-24-2020.csv,02-24-2020
Hong Kong,Hong Kong,2020-02-24T11:23:06,79,2,19,02-24-2020.csv,02-24-2020
Xinjiang,Mainland China,2020-02-24T15:03:05,76,2,30,02-24-2020.csv,02-24-2020
Inner Mongolia,Mainland China,2020-02-24T15:03:05,75,0,34,02-24-2020.csv,02-24-2020
Ningxia,Mainland China,2020-02-24T06:53:02,71,0,58,02-24-2020.csv,02-24-2020
,Iran,2020-02-24T11:13:10,61,12,0,02-24-2020.csv,02-24-2020
Unassigned Location (From Diamond Princess),US,2020-02-24T23:33:02,36,0,0,02-24-2020.csv,02-24-2020
,Thailand,2020-02-23T15:03:05,35,0,21,02-24-2020.csv,02-24-2020
Taiwan,Taiwan,2020-02-24T10:13:28,30,1,5,02-24-2020.csv,02-24-2020
,Malaysia,2020-02-24T11:53:02,22,0,18,02-24-2020.csv,02-24-2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,02-24-2020.csv,02-24-2020
,Germany,2020-02-21T23:03:13,16,0,14,02-24-2020.csv,02-24-2020
,Vietnam,2020-02-21T06:03:04,16,0,14,02-24-2020.csv,02-24-2020
,UK,2020-02-24T08:33:02,13,0,8,02-24-2020.csv,02-24-2020
,United Arab Emirates,2020-02-22T14:53:02,13,0,4,02-24-2020.csv,02-24-2020
,France,2020-02-15T20:53:02,12,1,4,02-24-2020.csv,02-24-2020
Macau,Macau,2020-02-20T02:13:19,10,0,6,02-24-2020.csv,02-24-2020
From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0,02-24-2020.csv,02-24-2020
British Columbia,Canada,2020-02-21T05:23:04,6,0,0,02-24-2020.csv,02-24-2020
Queensland,Australia,2020-02-21T05:43:02,5,0,1,02-24-2020.csv,02-24-2020
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,02-24-2020.csv,02-24-2020
Victoria,Australia,2020-02-13T17:53:03,4,0,4,02-24-2020.csv,02-24-2020
"Toronto, ON",Canada,2020-02-24T14:43:03,3,0,2,02-24-2020.csv,02-24-2020
,India,2020-02-16T07:43:02,3,0,3,02-24-2020.csv,02-24-2020
,Philippines,2020-02-12T07:43:02,3,1,1,02-24-2020.csv,02-24-2020
South Australia,Australia,2020-02-17T08:13:09,2,0,2,02-24-2020.csv,02-24-2020
,Oman,2020-02-24T23:43:01,2,0,0,02-24-2020.csv,02-24-2020
,Russia,2020-02-12T14:43:03,2,0,2,02-24-2020.csv,02-24-2020
,Spain,2020-02-15T17:23:04,2,0,2,02-24-2020.csv,02-24-2020
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,02-24-2020.csv,02-24-2020
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,02-24-2020.csv,02-24-2020
"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1,02-24-2020.csv,02-24-2020
"Santa Clara, CA",US,2020-02-21T05:23:04,2,0,1,02-24-2020.csv,02-24-2020
,Afghanistan,2020-02-24T23:33:02,1,0,0,02-24-2020.csv,02-24-2020
,Bahrain,2020-02-24T23:33:02,1,0,0,02-24-2020.csv,02-24-2020
,Belgium,2020-02-17T04:23:06,1,0,1,02-24-2020.csv,02-24-2020
,Cambodia,2020-02-12T07:43:02,1,0,1,02-24-2020.csv,02-24-2020
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,02-24-2020.csv,02-24-2020
,Egypt,2020-02-21T18:53:02,1,0,0,02-24-2020.csv,02-24-2020
,Finland,2020-02-12T00:03:12,1,0,1,02-24-2020.csv,02-24-2020
,Iraq,2020-02-24T23:33:02,1,0,0,02-24-2020.csv,02-24-2020
From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0,02-24-2020.csv,02-24-2020
,Kuwait,2020-02-24T23:33:02,1,0,0,02-24-2020.csv,02-24-2020
,Lebanon,2020-02-22T20:53:02,1,0,0,02-24-2020.csv,02-24-2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,02-24-2020.csv,02-24-2020
,Nepal,2020-02-12T14:43:03,1,0,1,02-24-2020.csv,02-24-2020
,Sri Lanka,2020-02-08T03:43:03,1,0,1,02-24-2020.csv,02-24-2020
,Sweden,2020-02-01T02:13:26,1,0,0,02-24-2020.csv,02-24-2020
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,02-24-2020.csv,02-24-2020
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,02-24-2020.csv,02-24-2020
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,02-24-2020.csv,02-24-2020
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,02-24-2020.csv,02-24-2020
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,02-24-2020.csv,02-24-2020
"Sacramento County, CA",US,2020-02-21T23:13:16,1,0,0,02-24-2020.csv,02-24-2020
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,02-24-2020.csv,02-24-2020
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,02-24-2020.csv,02-24-2020
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,02-24-2020.csv,02-24-2020
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-24-2020.csv,02-24-2020
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-24-2020.csv,02-24-2020
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-24-2020.csv,02-24-2020
