"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","Latitude","Longitude","CSV File Name"
"Harris County, TX","US","2020-03-07T05:13:03","5","0","0","29.7752","-95.3103","03-07-2020.csv"
"Placer County, CA","US","2020-03-06T23:13:07","5","1","0","39.0916","-120.8039","03-07-2020.csv"
"Unassigned Location, WA","US","2020-03-06T00:33:03","5","0","0","47.7511","-120.7401","03-07-2020.csv"
"","Chile","2020-03-05T18:13:04","4","0","0","-35.6751","-71.5430","03-07-2020.csv"
"","Georgia","2020-03-05T13:53:03","4","0","0","42.3154","43.3569","03-07-2020.csv"
"","Hungary","2020-03-07T03:53:03","4","0","0","47.1625","19.5033","03-07-2020.csv"
"","Indonesia","2020-03-06T12:33:03","4","0","0","-0.7893","113.9213","03-07-2020.csv"
"","Senegal","2020-03-04T20:43:02","4","0","0","14.4974","-14.4524","03-07-2020.csv"
"Bergen County, NJ","US","2020-03-07T02:53:02","4","0","0","40.9263","-74.0770","03-07-2020.csv"
"Nassau County, NY","US","2020-03-07T00:03:28","4","0","0","40.6546","-73.5594","03-07-2020.csv"
"Western Australia","Australia","2020-03-05T17:13:35","3","1","0","-31.9505","115.8605","03-07-2020.csv"
"","Bosnia and Herzegovina","2020-03-07T02:13:09","3","0","0","43.9159","17.6791","03-07-2020.csv"
" Montreal, QC","Canada","2020-03-07T02:23:08","3","0","0","45.5017","-73.5673","03-07-2020.csv"
"","Malta","2020-03-07T20:43:03","3","0","0","35.9375","14.3754","03-07-2020.csv"
"","North Macedonia","2020-03-06T20:23:11","3","0","0","41.6086","21.7453","03-07-2020.csv"
"","Saint Barthelemy","2020-03-04T02:43:03","3","0","0","17.9000","-62.8333","03-07-2020.csv"
"Contra Costa County, CA","US","2020-03-06T19:43:02","3","0","0","37.8534","-121.9018","03-07-2020.csv"
"Douglas County, CO","US","2020-03-07T01:53:03","3","0","0","39.2587","-104.9389","03-07-2020.csv"
"Fort Bend County, TX","US","2020-03-07T02:03:30","3","0","0","29.5693","-95.8143","03-07-2020.csv"
"Fulton County, GA","US","2020-03-07T16:53:03","3","0","0","33.8034","-84.3963","03-07-2020.csv"
"Maricopa County, AZ","US","2020-03-07T19:53:02","3","0","1","33.2918","-112.4291","03-07-2020.csv"
"Montgomery County, MD","US","2020-03-06T04:03:17","3","0","0","39.1547","-77.2405","03-07-2020.csv"
"Orange County, CA","US","2020-03-04T02:13:11","3","0","0","33.7879","-117.8531","03-07-2020.csv"
"Providence County, RI","US","2020-03-07T02:23:08","3","0","0","41.8882","-71.4774","03-07-2020.csv"
"San Diego County, CA","US","2020-03-05T20:33:03","3","0","1","32.7157","-117.1611","03-07-2020.csv"
"Suffolk County, MA","US","2020-03-06T18:33:03","3","0","1","42.3601","-71.0589","03-07-2020.csv"
"Washington County, OR","US","2020-03-07T20:13:14","3","0","0","45.5470","-123.1386","03-07-2020.csv"
"","Dominican Republic","2020-03-06T15:33:03","2","0","0","18.7357","-70.1627","03-07-2020.csv"
"","Luxembourg","2020-03-06T01:29:39","2","0","0","49.8144","6.1317","03-07-2020.csv"
"","Martinique","2020-03-07T03:23:05","2","0","0","14.6415","-61.0242","03-07-2020.csv"
"","Morocco","2020-03-05T13:53:03","2","0","0","31.7917","-7.0926","03-07-2020.csv"
" Norfolk County, MA","US","2020-03-06T18:33:03","2","0","0","42.1767","-71.1449","03-07-2020.csv"
"Alameda County, CA","US","2020-03-07T13:13:14","2","0","0","37.6017","-121.7195","03-07-2020.csv"
"Broward County, FL","US","2020-03-07T04:43:02","2","0","0","26.1901","-80.3659","03-07-2020.csv"
"Denver County, CO","US","2020-03-06T23:33:02","2","0","0","39.7392","-104.9903","03-07-2020.csv"
"Fairfield County, CT","US","2020-03-07T20:13:14","2","0","0","41.2560","-73.3709","03-07-2020.csv"
"Floyd County, GA","US","2020-03-07T16:53:03","2","0","0","34.2829","-85.2308","03-07-2020.csv"
"Grafton County, NH","US","2020-03-03T23:33:03","2","0","0","43.9088","-71.8260","03-07-2020.csv"
"Hillsborough, FL","US","2020-03-03T18:33:02","2","0","0","27.9904","-82.3018","03-07-2020.csv"
"Lee County, FL","US","2020-03-07T16:43:02","2","0","0","26.6630","-81.9535","03-07-2020.csv"
"Pinal County, AZ","US","2020-03-07T17:13:23","2","0","0","32.8162","-111.2845","03-07-2020.csv"
"Rockland County, NY","US","2020-03-07T16:43:02","2","0","0","41.1489","-73.9830","03-07-2020.csv"
"Sacramento County, CA","US","2020-02-27T20:33:02","2","0","0","38.4747","-121.3542","03-07-2020.csv"
"San Benito, CA","US","2020-02-03T03:53:02","2","0","0","36.5761","-120.9876","03-07-2020.csv"
"San Mateo, CA","US","2020-03-03T00:43:02","2","0","0","37.5630","-122.3255","03-07-2020.csv"
"Saratoga County, NY","US","2020-03-07T18:23:05","2","0","0","43.0324","-73.9360","03-07-2020.csv"
"Summit County, CO","US","2020-03-06T01:29:39","2","0","0","39.5912","-106.0640","03-07-2020.csv"
"","Afghanistan","2020-02-24T23:33:02","1","0","0","33.0000","65.0000","03-07-2020.csv"
"","Andorra","2020-03-02T20:23:16","1","0","0","42.5063","1.5218","03-07-2020.csv"
"","Armenia","2020-03-01T19:53:02","1","0","0","40.0691","45.0382","03-07-2020.csv"
"Tasmania","Australia","2020-03-02T20:53:02","1","0","0","-41.4545","145.9707","03-07-2020.csv"
"","Bhutan","2020-03-06T15:43:02","1","0","0","27.5142","90.4336","03-07-2020.csv"
"","Cambodia","2020-02-12T07:43:02","1","0","1","11.5500","104.9167","03-07-2020.csv"
"","Cameroon","2020-03-06T15:43:02","1","0","0","3.8480","11.5021","03-07-2020.csv"
"Calgary, Alberta","Canada","2020-03-06T13:13:34","1","0","0","51.0447","-114.0719","03-07-2020.csv"
"Edmonton, Alberta","Canada","2020-03-07T02:23:08","1","0","0","53.5461","-113.4938","03-07-2020.csv"
"London, ON","Canada","2020-02-12T18:53:03","1","0","1","42.9849","-81.2453","03-07-2020.csv"
"","Colombia","2020-03-07T00:43:02","1","0","0","4.5709","-74.2973","03-07-2020.csv"
"","Costa Rica","2020-03-07T00:43:02","1","0","0","9.7489","-83.7534","03-07-2020.csv"
"","Faroe Islands","2020-03-04T12:53:03","1","0","0","61.8926","-6.9118","03-07-2020.csv"
"","Gibraltar","2020-03-04T13:03:13","1","0","0","36.1408","-5.3536","03-07-2020.csv"
"","Jordan","2020-03-03T15:33:02","1","0","0","31.2400","36.5100","03-07-2020.csv"
"","Latvia","2020-03-04T01:33:07","1","0","0","56.8796","24.6032","03-07-2020.csv"
"","Liechtenstein","2020-03-04T01:33:07","1","0","0","47.1400","9.5500","03-07-2020.csv"
"","Lithuania","2020-02-28T16:23:03","1","0","0","55.1694","23.8813","03-07-2020.csv"
"Tibet","Mainland China","2020-02-12T06:43:02","1","0","1","31.6927","88.0924","03-07-2020.csv"
"","Monaco","2020-02-29T00:33:01","1","0","0","43.7333","7.4167","03-07-2020.csv"
"","Nepal","2020-02-12T14:43:03","1","0","1","28.1667","84.2500","03-07-2020.csv"
"","Nigeria","2020-02-28T16:23:03","1","0","0","9.0820","8.6753","03-07-2020.csv"
"","Peru","2020-03-06T15:43:02","1","0","0","-9.1900","-75.0152","03-07-2020.csv"
"","Serbia","2020-03-06T15:43:02","1","0","0","44.0165","21.0059","03-07-2020.csv"
"","Slovakia","2020-03-06T13:03:14","1","0","0","48.6690","19.6990","03-07-2020.csv"
"","South Africa","2020-03-06T15:43:02","1","0","0","-30.5595","22.9375","03-07-2020.csv"
"","Sri Lanka","2020-02-08T03:43:03","1","0","1","7.0000","81.0000","03-07-2020.csv"
"","Togo","2020-03-07T02:13:09","1","0","0","8.6195","0.8248","03-07-2020.csv"
"","Tunisia","2020-03-04T01:33:07","1","0","0","34.0000","9.0000","03-07-2020.csv"
"Charleston County, SC","US","2020-03-07T01:53:03","1","0","0","32.7957","-79.7848","03-07-2020.csv"
"Chatham County, NC","US","2020-03-06T16:13:15","1","0","0","35.7211","-79.1781","03-07-2020.csv"
"Clark County, NV","US","2020-03-05T20:53:03","1","0","0","36.0796","-115.0940","03-07-2020.csv"
"Clark County, WA","US","2020-03-07T20:03:07","1","0","0","45.7466","-122.5194","03-07-2020.csv"
"Cobb County, GA","US","2020-03-07T16:53:03","1","0","0","33.8999","-84.5641","03-07-2020.csv"
"Davis County, UT","US","2020-03-07T04:43:02","1","0","0","40.9629","-112.0953","03-07-2020.csv"
"Delaware County, PA","US","2020-03-06T15:33:03","1","0","0","39.9078","-75.3879","03-07-2020.csv"
"Douglas County, NE","US","2020-03-06T23:33:02","1","0","0","41.3148","-96.1951","03-07-2020.csv"
"El Paso County, CO","US","2020-03-07T01:13:21","1","0","0","38.9108","-104.4723","03-07-2020.csv"
"Fayette County, KY","US","2020-03-06T23:23:03","1","0","0","38.0606","-84.4803","03-07-2020.csv"
"Grant County, WA","US","2020-03-05T20:23:07","1","0","0","47.1981","-119.3732","03-07-2020.csv"
"Honolulu County, HI","US","2020-03-07T02:03:30","1","0","0","21.3070","-157.8584","03-07-2020.csv"
"Humboldt County, CA","US","2020-02-21T05:13:09","1","0","0","40.7450","-123.8695","03-07-2020.csv"
"Jackson County, OR ","US","2020-03-07T20:03:06","1","0","0","42.3345","-122.7647","03-07-2020.csv"
"Jefferson County, WA","US","2020-03-07T16:43:02","1","0","0","47.7425","-123.3040","03-07-2020.csv"
"Kershaw County, SC","US","2020-03-07T02:03:30","1","0","0","34.3672","-80.5883","03-07-2020.csv"
"Klamath County, OR","US","2020-03-07T20:13:14","1","0","0","42.6953","-121.6142","03-07-2020.csv"
"Madera County, CA","US","2020-03-07T20:13:14","1","0","0","37.2519","-119.6963","03-07-2020.csv"
"Madison, WI","US","2020-03-03T15:53:03","1","0","1","43.0731","-89.4012","03-07-2020.csv"
"Marion County, IN","US","2020-03-06T17:13:12","1","0","0","39.8362","-86.1752","03-07-2020.csv"
"Middlesex County, MA","US","2020-03-07T03:53:03","1","0","0","41.9120","-70.7168","03-07-2020.csv"
"Pierce County, WA","US","2020-03-07T03:13:44","1","0","0","47.0676","-122.1295","03-07-2020.csv"
"Plymouth County, MA","US","2020-03-07T03:53:03","1","0","0","42.1615","-70.7928","03-07-2020.csv"
"Ramsey County, MN","US","2020-03-06T23:23:03","1","0","0","44.9964","-93.0616","03-07-2020.csv"
"San Antonio, TX","US","2020-02-13T18:53:02","1","0","0","29.4241","-98.4936","03-07-2020.csv"
"Santa Cruz County, CA","US","2020-03-07T23:43:03","1","0","0","36.9741","-122.0308","03-07-2020.csv"
"Santa Rosa County, FL","US","2020-03-05T20:03:03","1","0","0","30.7690","-86.9824","03-07-2020.csv"
"Sarasota, FL","US","2020-03-02T03:23:06","1","0","0","27.3364","-82.5307","03-07-2020.csv"
"Sonoma County, CA","US","2020-03-02T20:53:02","1","0","0","38.5780","-122.9888","03-07-2020.csv"
"Tulsa County, OK","US","2020-03-07T04:43:02","1","0","0","36.1593","-95.9410","03-07-2020.csv"
"Umatilla, OR","US","2020-03-02T20:23:16","1","0","0","45.7750","-118.7606","03-07-2020.csv"
"Wake County, NC","US","2020-03-03T20:53:02","1","0","0","35.8032","-78.5661","03-07-2020.csv"
"Washoe County, NV","US","2020-03-06T19:43:02","1","0","0","40.5608","-119.6035","03-07-2020.csv"
"Wayne County, PA","US","2020-03-06T16:13:15","1","0","0","41.6739","-75.2479","03-07-2020.csv"
"Williamson County, TN","US","2020-03-05T23:33:03","1","0","0","35.9179","-86.8622","03-07-2020.csv"
"Yolo County, CA","US","2020-03-06T20:13:14","1","0","0","38.7646","-121.9018","03-07-2020.csv"
"","Ukraine","2020-03-03T15:33:02","1","0","0","48.3794","31.1656","03-07-2020.csv"
"","Vatican City","2020-03-06T15:43:02","1","0","0","41.9029","12.4534","03-07-2020.csv"
"From Diamond Princess","Australia","2020-02-29T02:03:10","0","0","0","35.4437","139.6380","03-07-2020.csv"
"Northern Territory","Australia","2020-03-06T04:33:03","0","0","0","-12.4634","130.8456","03-07-2020.csv"
"Lackland, TX (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","29.3829","-98.6134","03-07-2020.csv"
"Montgomery County, TX","US","2020-03-07T19:53:02","0","0","0","30.3213","-95.4778","03-07-2020.csv"
"Omaha, NE (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","41.2545","-95.9758","03-07-2020.csv"
"Travis, CA (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","38.2721","-121.9399","03-07-2020.csv"
