"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","CSV File Name"
"Hubei","Mainland China","2020-02-20T23:43:02","62442","2144","11788","02-20-2020.csv"
"Guangdong","Mainland China","2020-02-20T11:13:27","1332","5","642","02-20-2020.csv"
"Henan","Mainland China","2020-02-20T13:53:06","1265","19","637","02-20-2020.csv"
"Zhejiang","Mainland China","2020-02-20T11:13:27","1175","1","633","02-20-2020.csv"
"Hunan","Mainland China","2020-02-20T11:13:27","1010","4","634","02-20-2020.csv"
"Anhui","Mainland China","2020-02-20T09:53:02","987","6","474","02-20-2020.csv"
"Jiangxi","Mainland China","2020-02-20T05:23:02","934","1","433","02-20-2020.csv"
"Diamond Princess cruise ship","Others","2020-02-20T15:53:03","634","2","1","02-20-2020.csv"
"Jiangsu","Mainland China","2020-02-20T12:53:02","631","0","356","02-20-2020.csv"
"Chongqing","Mainland China","2020-02-20T23:13:05","567","6","299","02-20-2020.csv"
"Shandong","Mainland China","2020-02-20T11:13:27","546","4","254","02-20-2020.csv"
"Sichuan","Mainland China","2020-02-20T09:53:02","520","3","217","02-20-2020.csv"
"Heilongjiang","Mainland China","2020-02-20T09:43:01","476","12","136","02-20-2020.csv"
"Beijing","Mainland China","2020-02-20T01:43:01","395","4","153","02-20-2020.csv"
"Shanghai","Mainland China","2020-02-20T06:03:03","334","2","199","02-20-2020.csv"
"Hebei","Mainland China","2020-02-20T11:13:27","307","5","169","02-20-2020.csv"
"Fujian","Mainland China","2020-02-20T12:23:02","293","1","126","02-20-2020.csv"
"Guangxi","Mainland China","2020-02-20T09:43:01","245","2","90","02-20-2020.csv"
"Shaanxi","Mainland China","2020-02-20T09:53:02","245","1","118","02-20-2020.csv"
"Yunnan","Mainland China","2020-02-20T23:13:05","174","2","79","02-20-2020.csv"
"Hainan","Mainland China","2020-02-20T09:53:02","168","4","86","02-20-2020.csv"
"Guizhou","Mainland China","2020-02-20T09:43:01","146","2","72","02-20-2020.csv"
"Shanxi","Mainland China","2020-02-20T23:13:05","132","0","76","02-20-2020.csv"
"Tianjin","Mainland China","2020-02-20T12:53:02","131","3","59","02-20-2020.csv"
"Liaoning","Mainland China","2020-02-20T06:23:02","121","1","59","02-20-2020.csv"
"","South Korea","2020-02-20T09:53:02","104","1","16","02-20-2020.csv"
"","Japan","2020-02-20T15:53:03","94","1","18","02-20-2020.csv"
"Gansu","Mainland China","2020-02-20T14:13:17","91","2","71","02-20-2020.csv"
"Jilin","Mainland China","2020-02-20T09:43:01","91","1","43","02-20-2020.csv"
"","Singapore","2020-02-19T22:13:08","84","0","34","02-20-2020.csv"
"Xinjiang","Mainland China","2020-02-20T13:33:02","76","1","22","02-20-2020.csv"
"Inner Mongolia","Mainland China","2020-02-20T12:53:02","75","0","16","02-20-2020.csv"
"Ningxia","Mainland China","2020-02-20T05:23:02","71","0","44","02-20-2020.csv"
"Hong Kong","Hong Kong","2020-02-20T23:13:05","68","2","6","02-20-2020.csv"
"","Thailand","2020-02-17T07:33:02","35","0","15","02-20-2020.csv"
