Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,2020-02-26T14:13:10,65187,2615,20969,02-26-2020.csv,02-26-2020
Guangdong,Mainland China,2020-02-26T10:33:02,1347,7,851,02-26-2020.csv,02-26-2020
Henan,Mainland China,2020-02-26T10:33:02,1271,19,1033,02-26-2020.csv,02-26-2020
,South Korea,2020-02-26T11:03:11,1261,12,22,02-26-2020.csv,02-26-2020
Zhejiang,Mainland China,2020-02-26T10:33:02,1205,1,867,02-26-2020.csv,02-26-2020
Hunan,Mainland China,2020-02-26T10:13:11,1016,4,783,02-26-2020.csv,02-26-2020
Anhui,Mainland China,2020-02-26T10:13:11,989,6,744,02-26-2020.csv,02-26-2020
Jiangxi,Mainland China,2020-02-26T01:13:04,934,1,719,02-26-2020.csv,02-26-2020
Shandong,Mainland China,2020-02-26T12:43:02,756,6,377,02-26-2020.csv,02-26-2020
Diamond Princess cruise ship,Others,2020-02-26T19:33:02,705,4,10,02-26-2020.csv,02-26-2020
Jiangsu,Mainland China,2020-02-26T10:13:11,631,0,478,02-26-2020.csv,02-26-2020
Chongqing,Mainland China,2020-02-26T23:43:02,576,6,384,02-26-2020.csv,02-26-2020
Sichuan,Mainland China,2020-02-26T10:13:11,531,3,307,02-26-2020.csv,02-26-2020
Heilongjiang,Mainland China,2020-02-26T10:33:02,480,12,249,02-26-2020.csv,02-26-2020
,Italy,2020-02-26T23:43:03,453,12,3,02-26-2020.csv,02-26-2020
Beijing,Mainland China,2020-02-26T00:53:02,400,4,235,02-26-2020.csv,02-26-2020
Shanghai,Mainland China,2020-02-26T23:53:01,337,3,272,02-26-2020.csv,02-26-2020
Hebei,Mainland China,2020-02-26T10:33:02,312,6,261,02-26-2020.csv,02-26-2020
Fujian,Mainland China,2020-02-26T10:33:02,294,1,218,02-26-2020.csv,02-26-2020
Guangxi,Mainland China,2020-02-26T14:13:10,252,2,147,02-26-2020.csv,02-26-2020
Shaanxi,Mainland China,2020-02-26T14:13:10,245,1,192,02-26-2020.csv,02-26-2020
,Japan,2020-02-26T23:43:03,189,2,22,02-26-2020.csv,02-26-2020
Yunnan,Mainland China,2020-02-26T05:13:16,174,2,144,02-26-2020.csv,02-26-2020
Hainan,Mainland China,2020-02-26T12:43:02,168,5,129,02-26-2020.csv,02-26-2020
Guizhou,Mainland China,2020-02-25T08:03:07,146,2,104,02-26-2020.csv,02-26-2020
,Iran,2020-02-26T23:43:03,139,19,49,02-26-2020.csv,02-26-2020
Tianjin,Mainland China,2020-02-26T12:43:02,135,3,96,02-26-2020.csv,02-26-2020
Shanxi,Mainland China,2020-02-26T14:13:10,133,0,104,02-26-2020.csv,02-26-2020
Liaoning,Mainland China,2020-02-26T00:13:05,121,1,88,02-26-2020.csv,02-26-2020
