Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Xinjiang,Mainland China,2020-02-28T07:43:02,76,3,52,02-28-2020.csv,02-28-2020
Inner Mongolia,Mainland China,2020-02-28T07:23:03,75,0,45,02-28-2020.csv,02-28-2020
Ningxia,Mainland China,2020-02-27T10:03:07,72,0,68,02-28-2020.csv,02-28-2020
,France,2020-02-28T20:13:09,57,2,11,02-28-2020.csv,02-28-2020
,Germany,2020-02-28T00:13:18,48,0,16,02-28-2020.csv,02-28-2020
,Kuwait,2020-02-28T16:23:03,45,0,0,02-28-2020.csv,02-28-2020
Unassigned Location (From Diamond Princess),US,2020-02-28T20:03:03,44,0,0,02-28-2020.csv,02-28-2020
,Thailand,2020-02-28T07:53:02,41,0,28,02-28-2020.csv,02-28-2020
,Bahrain,2020-02-28T15:33:03,36,0,0,02-28-2020.csv,02-28-2020
Taiwan,Taiwan,2020-02-28T07:13:08,34,1,6,02-28-2020.csv,02-28-2020
,Spain,2020-02-28T15:33:03,32,0,2,02-28-2020.csv,02-28-2020
,Malaysia,2020-02-27T15:13:13,23,0,18,02-28-2020.csv,02-28-2020
,UK,2020-02-28T20:13:09,20,0,8,02-28-2020.csv,02-28-2020
,United Arab Emirates,2020-02-28T04:13:09,19,0,5,02-28-2020.csv,02-28-2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,02-28-2020.csv,02-28-2020
,Vietnam,2020-02-25T08:53:02,16,0,16,02-28-2020.csv,02-28-2020
Macau,Macau,2020-02-27T12:43:02,10,0,8,02-28-2020.csv,02-28-2020
From Diamond Princess,Australia,2020-02-27T03:33:06,8,0,0,02-28-2020.csv,02-28-2020
,Switzerland,2020-02-27T23:03:11,8,0,0,02-28-2020.csv,02-28-2020
British Columbia,Canada,2020-02-27T03:33:06,7,0,3,02-28-2020.csv,02-28-2020
,Iraq,2020-02-27T22:23:11,7,0,0,02-28-2020.csv,02-28-2020
,Sweden,2020-02-27T20:33:02,7,0,0,02-28-2020.csv,02-28-2020
,Norway,2020-02-28T21:03:02,6,0,0,02-28-2020.csv,02-28-2020
Queensland,Australia,2020-02-21T05:43:02,5,0,1,02-28-2020.csv,02-28-2020
"Toronto, ON",Canada,2020-02-27T22:43:02,5,0,2,02-28-2020.csv,02-28-2020
,Croatia,2020-02-28T15:43:03,5,0,0,02-28-2020.csv,02-28-2020
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,02-28-2020.csv,02-28-2020
Victoria,Australia,2020-02-13T17:53:03,4,0,4,02-28-2020.csv,02-28-2020
,Greece,2020-02-28T15:33:03,4,0,0,02-28-2020.csv,02-28-2020
,Israel,2020-02-28T15:53:03,4,0,1,02-28-2020.csv,02-28-2020
,Oman,2020-02-26T04:53:02,4,0,0,02-28-2020.csv,02-28-2020
,Austria,2020-02-27T14:03:03,3,0,0,02-28-2020.csv,02-28-2020
,India,2020-02-16T07:43:02,3,0,3,02-28-2020.csv,02-28-2020
,Philippines,2020-02-12T07:43:02,3,1,1,02-28-2020.csv,02-28-2020
,Romania,2020-02-28T15:33:03,3,0,0,02-28-2020.csv,02-28-2020
South Australia,Australia,2020-02-17T08:13:09,2,0,2,02-28-2020.csv,02-28-2020
,Finland,2020-02-26T19:03:08,2,0,1,02-28-2020.csv,02-28-2020
,Lebanon,2020-02-26T19:33:02,2,0,0,02-28-2020.csv,02-28-2020
,Pakistan,2020-02-26T23:53:02,2,0,0,02-28-2020.csv,02-28-2020
,Russia,2020-02-12T14:43:03,2,0,2,02-28-2020.csv,02-28-2020
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,02-28-2020.csv,02-28-2020
"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0,02-28-2020.csv,02-28-2020
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,02-28-2020.csv,02-28-2020
"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1,02-28-2020.csv,02-28-2020
"Santa Clara, CA",US,2020-02-21T05:23:04,2,0,1,02-28-2020.csv,02-28-2020
,Azerbaijan,2020-02-28T15:03:26,1,0,0,02-28-2020.csv,02-28-2020
,Afghanistan,2020-02-24T23:33:02,1,0,0,02-28-2020.csv,02-28-2020
,Algeria,2020-02-25T23:43:03,1,0,0,02-28-2020.csv,02-28-2020
,Belarus,2020-02-28T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,Belgium,2020-02-17T04:23:06,1,0,1,02-28-2020.csv,02-28-2020
,Brazil,2020-02-26T23:53:02,1,0,0,02-28-2020.csv,02-28-2020
,Cambodia,2020-02-12T07:43:02,1,0,1,02-28-2020.csv,02-28-2020
" Montreal, QC",Canada,2020-02-28T05:23:07,1,0,0,02-28-2020.csv,02-28-2020
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,02-28-2020.csv,02-28-2020
,Denmark,2020-02-27T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,Egypt,2020-02-28T04:13:09,1,0,1,02-28-2020.csv,02-28-2020
,Estonia,2020-02-27T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,Georgia,2020-02-27T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,Iceland,2020-02-28T15:33:03,1,0,0,02-28-2020.csv,02-28-2020
,Lithuania,2020-02-28T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,02-28-2020.csv,02-28-2020
,Mexico,2020-02-28T15:03:26,1,0,0,02-28-2020.csv,02-28-2020
,Nepal,2020-02-12T14:43:03,1,0,1,02-28-2020.csv,02-28-2020
,Netherlands,2020-02-28T01:23:03,1,0,0,02-28-2020.csv,02-28-2020
,New Zealand,2020-02-28T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,Nigeria,2020-02-28T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,North Ireland,2020-02-28T05:43:02,1,0,0,02-28-2020.csv,02-28-2020
,North Macedonia,2020-02-27T16:23:03,1,0,0,02-28-2020.csv,02-28-2020
,San Marino,2020-02-27T21:13:10,1,0,0,02-28-2020.csv,02-28-2020
,Sri Lanka,2020-02-08T03:43:03,1,0,1,02-28-2020.csv,02-28-2020
"Boston, MA",US,2020-02-28T21:13:12,1,0,1,02-28-2020.csv,02-28-2020
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,02-28-2020.csv,02-28-2020
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,02-28-2020.csv,02-28-2020
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,02-28-2020.csv,02-28-2020
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,02-28-2020.csv,02-28-2020
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,02-28-2020.csv,02-28-2020
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,02-28-2020.csv,02-28-2020
"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1,02-28-2020.csv,02-28-2020
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-28-2020.csv,02-28-2020
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-28-2020.csv,02-28-2020
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,02-28-2020.csv,02-28-2020
