Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,1/31/2020 23:59,5806,204,141,01-31-2020.csv,01-31-2020
Zhejiang,Mainland China,1/31/2020 23:59,538,,14,01-31-2020.csv,01-31-2020
Guangdong,Mainland China,1/31/2020 23:59,436,,11,01-31-2020.csv,01-31-2020
Henan,Mainland China,1/31/2020 23:59,352,2,3,01-31-2020.csv,01-31-2020
Hunan,Mainland China,1/31/2020 23:59,332,,2,01-31-2020.csv,01-31-2020
Jiangxi,Mainland China,1/31/2020 23:59,240,,7,01-31-2020.csv,01-31-2020
Anhui,Mainland China,1/31/2020 23:59,237,,3,01-31-2020.csv,01-31-2020
Chongqing,Mainland China,1/31/2020 23:59,211,,1,01-31-2020.csv,01-31-2020
Shandong,Mainland China,1/31/2020 23:59,184,,2,01-31-2020.csv,01-31-2020
Sichuan,Mainland China,1/31/2020 23:59,177,1,1,01-31-2020.csv,01-31-2020
Jiangsu,Mainland China,1/31/2020 23:59,168,,5,01-31-2020.csv,01-31-2020
Beijing,Mainland China,1/31/2020 23:59,139,1,5,01-31-2020.csv,01-31-2020
Shanghai,Mainland China,1/31/2020 23:59,135,1,9,01-31-2020.csv,01-31-2020
Fujian,Mainland China,1/31/2020 23:59,120,,,01-31-2020.csv,01-31-2020
Guangxi,Mainland China,1/31/2020 23:59,87,,2,01-31-2020.csv,01-31-2020
Shaanxi,Mainland China,1/31/2020 23:59,87,,,01-31-2020.csv,01-31-2020
Yunnan,Mainland China,1/31/2020 23:59,83,,1,01-31-2020.csv,01-31-2020
Hebei,Mainland China,1/31/2020 23:59,82,1,,01-31-2020.csv,01-31-2020
Heilongjiang,Mainland China,1/31/2020 23:59,59,2,,01-31-2020.csv,01-31-2020
Hainan,Mainland China,1/31/2020 23:59,52,1,1,01-31-2020.csv,01-31-2020
Liaoning,Mainland China,1/31/2020 23:59,48,,1,01-31-2020.csv,01-31-2020
Shanxi,Mainland China,1/31/2020 23:59,39,,1,01-31-2020.csv,01-31-2020
Tianjin,Mainland China,1/31/2020 23:59,32,,,01-31-2020.csv,01-31-2020
Guizhou,Mainland China,1/31/2020 23:59,29,,2,01-31-2020.csv,01-31-2020
Gansu,Mainland China,1/31/2020 23:59,29,,,01-31-2020.csv,01-31-2020
Ningxia,Mainland China,1/31/2020 23:59,21,,,01-31-2020.csv,01-31-2020
Inner Mongolia,Mainland China,1/31/2020 23:59,20,,1,01-31-2020.csv,01-31-2020
Xinjiang,Mainland China,1/31/2020 23:59,17,,,01-31-2020.csv,01-31-2020
Jilin,Mainland China,1/31/2020 23:59,14,,1,01-31-2020.csv,01-31-2020
Hong Kong,Hong Kong,1/31/2020 23:59,12,,,01-31-2020.csv,01-31-2020
Taiwan,Taiwan,1/31/2020 23:59,10,,,01-31-2020.csv,01-31-2020
Qinghai,Mainland China,1/31/2020 23:59,8,,,01-31-2020.csv,01-31-2020
Macau,Macau,1/31/2020 23:59,7,,,01-31-2020.csv,01-31-2020
Tibet,Mainland China,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Thailand,1/31/2020 23:59,19,,5,01-31-2020.csv,01-31-2020
,Japan,1/31/2020 23:59,15,,1,01-31-2020.csv,01-31-2020
,Singapore,1/31/2020 23:59,13,,,01-31-2020.csv,01-31-2020
,South Korea,1/31/2020 23:59,11,,,01-31-2020.csv,01-31-2020
,Malaysia,1/31/2020 23:59,8,,,01-31-2020.csv,01-31-2020
,France,1/31/2020 23:59,5,,,01-31-2020.csv,01-31-2020
Bavaria,Germany,1/31/2020 23:59,5,,,01-31-2020.csv,01-31-2020
New South Wales,Australia,1/31/2020 23:59,4,,2,01-31-2020.csv,01-31-2020
,United Arab Emirates,1/31/2020 23:59,4,,,01-31-2020.csv,01-31-2020
Victoria,Australia,1/31/2020 23:59,3,,,01-31-2020.csv,01-31-2020
Illinois,US,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
California,US,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
,Vietnam,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
Ontario,Canada,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
Queensland,Australia,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
,Italy,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
,UK,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
,Russia,1/31/2020 23:59,2,,,01-31-2020.csv,01-31-2020
Washington,US,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
Arizona,US,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Nepal,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
British Columbia,Canada,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Cambodia,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Sri Lanka,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Finland,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Philippines,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,India,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
,Sweden,1/31/2020 23:59,1,,,01-31-2020.csv,01-31-2020
