"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","CSV File Name"
"Hong Kong","Hong Kong","2020-02-18T23:43:02","62","1","2","02-18-2020.csv"
"","Thailand","2020-02-17T07:33:02","35","0","15","02-18-2020.csv"
"","South Korea","2020-02-18T03:43:02","31","0","12","02-18-2020.csv"
"","Malaysia","2020-02-18T16:23:02","22","0","13","02-18-2020.csv"
"Taiwan","Taiwan","2020-02-17T15:43:02","22","1","2","02-18-2020.csv"
"Qinghai","Mainland China","2020-02-18T07:43:02","18","0","15","02-18-2020.csv"
"","Germany","2020-02-18T17:03:03","16","0","12","02-18-2020.csv"
"","Vietnam","2020-02-13T06:33:02","16","0","7","02-18-2020.csv"
"","France","2020-02-15T20:53:02","12","1","4","02-18-2020.csv"
"Macau","Macau","2020-02-16T12:03:06","10","0","5","02-18-2020.csv"
"","UK","2020-02-16T16:23:06","9","0","8","02-18-2020.csv"
"","United Arab Emirates","2020-02-16T20:43:02","9","0","4","02-18-2020.csv"
"Queensland","Australia","2020-02-09T19:33:02","5","0","0","02-18-2020.csv"
"British Columbia","Canada","2020-02-17T08:03:07","5","0","0","02-18-2020.csv"
"New South Wales","Australia","2020-02-13T17:53:03","4","0","4","02-18-2020.csv"
"Victoria","Australia","2020-02-13T17:53:03","4","0","4","02-18-2020.csv"
"","India","2020-02-16T07:43:02","3","0","3","02-18-2020.csv"
"","Italy","2020-02-07T17:53:02","3","0","0","02-18-2020.csv"
"","Philippines","2020-02-12T07:43:02","3","1","1","02-18-2020.csv"
"South Australia","Australia","2020-02-17T08:13:09","2","0","2","02-18-2020.csv"
"Toronto, ON","Canada","2020-02-04T00:13:06","2","0","0","02-18-2020.csv"
"","Russia","2020-02-12T14:43:03","2","0","2","02-18-2020.csv"
"","Spain","2020-02-15T17:23:04","2","0","2","02-18-2020.csv"
"Chicago, IL","US","2020-02-09T19:03:03","2","0","2","02-18-2020.csv"
"San Benito, CA","US","2020-02-03T03:53:02","2","0","0","02-18-2020.csv"
"San Diego County, CA","US","2020-02-13T03:13:08","2","0","0","02-18-2020.csv"
"Santa Clara, CA","US","2020-02-03T00:43:02","2","0","0","02-18-2020.csv"
"","Belgium","2020-02-17T04:23:06","1","0","1","02-18-2020.csv"
"","Cambodia","2020-02-12T07:43:02","1","0","1","02-18-2020.csv"
"London, ON","Canada","2020-02-12T18:53:03","1","0","1","02-18-2020.csv"
"","Egypt","2020-02-14T23:53:02","1","0","0","02-18-2020.csv"
"","Finland","2020-02-12T00:03:12","1","0","1","02-18-2020.csv"
"Tibet","Mainland China","2020-02-12T06:43:02","1","0","1","02-18-2020.csv"
"","Nepal","2020-02-12T14:43:03","1","0","1","02-18-2020.csv"
"","Sri Lanka","2020-02-08T03:43:03","1","0","1","02-18-2020.csv"
"","Sweden","2020-02-01T02:13:26","1","0","0","02-18-2020.csv"
"Boston, MA","US","2020-02-01T19:43:03","1","0","0","02-18-2020.csv"
"Los Angeles, CA","US","2020-02-01T19:53:03","1","0","0","02-18-2020.csv"
"Madison, WI","US","2020-02-05T21:53:02","1","0","0","02-18-2020.csv"
"Orange, CA","US","2020-02-01T19:53:03","1","0","0","02-18-2020.csv"
"San Antonio, TX","US","2020-02-13T18:53:02","1","0","0","02-18-2020.csv"
"Seattle, WA","US","2020-02-09T07:03:04","1","0","1","02-18-2020.csv"
"Tempe, AZ","US","2020-02-01T19:43:03","1","0","0","02-18-2020.csv"
