Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,1/29/20 19:30,3554,125,88,01-29-2020.csv,01-29-2020
Zhejiang,Mainland China,1/29/20 19:30,296,,3,01-29-2020.csv,01-29-2020
Guangdong,Mainland China,1/29/20 19:30,277,,5,01-29-2020.csv,01-29-2020
Hunan,Mainland China,1/29/20 19:30,221,,,01-29-2020.csv,01-29-2020
Henan,Mainland China,1/29/20 19:30,206,2,1,01-29-2020.csv,01-29-2020
Anhui,Mainland China,1/29/20 19:30,152,,2,01-29-2020.csv,01-29-2020
Chongqing,Mainland China,1/29/20 19:30,147,,1,01-29-2020.csv,01-29-2020
Shandong,Mainland China,1/29/20 19:30,130,,1,01-29-2020.csv,01-29-2020
Beijing,Mainland China,1/29/20 19:30,111,1,4,01-29-2020.csv,01-29-2020
Jiangxi,Mainland China,1/29/20 19:30,109,,3,01-29-2020.csv,01-29-2020
Sichuan,Mainland China,1/29/20 19:30,108,1,1,01-29-2020.csv,01-29-2020
Jiangsu,Mainland China,1/29/20 19:30,99,,1,01-29-2020.csv,01-29-2020
Shanghai,Mainland China,1/29/20 19:30,96,1,5,01-29-2020.csv,01-29-2020
Fujian,Mainland China,1/29/20 19:30,84,,,01-29-2020.csv,01-29-2020
Guangxi,Mainland China,1/29/20 19:30,58,,2,01-29-2020.csv,01-29-2020
Shaanxi,Mainland China,1/29/20 19:30,56,,,01-29-2020.csv,01-29-2020
Yunnan,Mainland China,1/29/20 19:30,55,,,01-29-2020.csv,01-29-2020
Hebei,Mainland China,1/29/20 19:30,48,1,,01-29-2020.csv,01-29-2020
Hainan,Mainland China,1/29/20 19:30,43,1,,01-29-2020.csv,01-29-2020
Liaoning,Mainland China,1/29/20 19:30,39,,1,01-29-2020.csv,01-29-2020
Heilongjiang,Mainland China,1/29/20 19:30,38,1,,01-29-2020.csv,01-29-2020
Tianjin,Mainland China,1/29/20 19:30,27,,,01-29-2020.csv,01-29-2020
Shanxi,Mainland China,1/29/20 19:30,27,,1,01-29-2020.csv,01-29-2020
Gansu,Mainland China,1/29/20 19:30,24,,,01-29-2020.csv,01-29-2020
Inner Mongolia,Mainland China,1/29/20 19:30,16,,,01-29-2020.csv,01-29-2020
Xinjiang,Mainland China,1/29/20 19:30,13,,,01-29-2020.csv,01-29-2020
Ningxia,Mainland China,1/29/20 19:30,12,,,01-29-2020.csv,01-29-2020
Hong Kong,Hong Kong,1/29/20 19:30,10,,,01-29-2020.csv,01-29-2020
Guizhou,Mainland China,1/29/20 19:30,9,,1,01-29-2020.csv,01-29-2020
Jilin,Mainland China,1/29/20 19:30,9,,,01-29-2020.csv,01-29-2020
Taiwan,Taiwan,1/29/20 19:30,8,,,01-29-2020.csv,01-29-2020
Macau,Macau,1/29/20 19:30,7,,,01-29-2020.csv,01-29-2020
Qinghai,Mainland China,1/29/20 19:30,6,,,01-29-2020.csv,01-29-2020
Washington,US,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
Illinois,US,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
California,US,1/29/20 19:30,2,,,01-29-2020.csv,01-29-2020
Arizona,US,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
,Japan,1/29/20 19:30,7,,1,01-29-2020.csv,01-29-2020
,Thailand,1/29/20 19:30,14,,5,01-29-2020.csv,01-29-2020
,South Korea,1/29/20 19:30,4,,,01-29-2020.csv,01-29-2020
,Singapore,1/29/20 19:30,7,,,01-29-2020.csv,01-29-2020
,Vietnam,1/29/20 19:30,2,,,01-29-2020.csv,01-29-2020
,France,1/29/20 19:30,5,,,01-29-2020.csv,01-29-2020
,Nepal,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
,Malaysia,1/29/20 19:30,7,,,01-29-2020.csv,01-29-2020
Ontario,Canada,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
British Columbia,Canada,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
,Cambodia,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
,Sri Lanka,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
New South Wales,Australia,1/29/20 19:30,4,,,01-29-2020.csv,01-29-2020
Victoria,Australia,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
Bavaria,Germany,1/29/20 19:30,4,,,01-29-2020.csv,01-29-2020
,Finland,1/29/20 19:30,1,,,01-29-2020.csv,01-29-2020
,United Arab Emirates,1/29/20 19:30,4,,,01-29-2020.csv,01-29-2020
