Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,CSV File Name,Date Reported
Guangxi,Mainland China,2020-03-06T00:33:02,252,2,217,23.8298,108.7881,03-06-2020.csv,03-06-2020
Shaanxi,Mainland China,2020-03-06T10:23:03,245,1,226,35.1917,108.8701,03-06-2020.csv,03-06-2020
,Switzerland,2020-03-06T15:23:19,214,1,3,46.8182,8.2275,03-06-2020.csv,03-06-2020
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,170,24.9740,101.4870,03-06-2020.csv,03-06-2020
Hainan,Mainland China,2020-03-05T06:13:10,168,6,158,19.1959,109.7453,03-06-2020.csv,03-06-2020
,UK,2020-03-06T15:33:03,163,2,8,55.0000,-3.0000,03-06-2020.csv,03-06-2020
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748,03-06-2020.csv,03-06-2020
Tianjin,Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.3230,03-06-2020.csv,03-06-2020
Shanxi,Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922,03-06-2020.csv,03-06-2020
,Singapore,2020-03-06T13:03:12,130,0,78,1.2833,103.8333,03-06-2020.csv,03-06-2020
,Netherlands,2020-03-06T13:23:06,128,1,0,52.1326,5.2913,03-06-2020.csv,03-06-2020
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085,03-06-2020.csv,03-06-2020
Gansu,Mainland China,2020-03-06T14:43:15,119,2,87,36.0611,103.8343,03-06-2020.csv,03-06-2020
,Belgium,2020-03-06T12:33:03,109,0,1,50.8333,4.0000,03-06-2020.csv,03-06-2020
,Norway,2020-03-06T16:33:04,108,0,0,60.4720,8.4689,03-06-2020.csv,03-06-2020
Hong Kong,Hong Kong,2020-03-06T23:13:06,107,2,46,22.3000,114.2000,03-06-2020.csv,03-06-2020
,Sweden,2020-03-06T13:03:12,101,0,0,63.0000,16.0000,03-06-2020.csv,03-06-2020
Jilin,Mainland China,2020-03-06T10:23:03,93,1,90,43.6661,126.1923,03-06-2020.csv,03-06-2020
,Malaysia,2020-03-06T12:33:03,83,0,22,2.5000,112.5000,03-06-2020.csv,03-06-2020
Xinjiang,Mainland China,2020-03-06T05:53:03,76,3,71,41.1129,85.2401,03-06-2020.csv,03-06-2020
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75,1,65,44.0935,113.9448,03-06-2020.csv,03-06-2020
Ningxia,Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655,03-06-2020.csv,03-06-2020
,Bahrain,2020-03-06T15:33:03,60,0,4,26.0275,50.5500,03-06-2020.csv,03-06-2020
,Kuwait,2020-03-05T13:43:04,58,0,0,29.5000,47.7500,03-06-2020.csv,03-06-2020
"King County, WA",US,2020-03-06T23:13:07,58,12,1,47.5480,-121.9836,03-06-2020.csv,03-06-2020
,Austria,2020-03-06T16:33:04,55,0,0,47.5162,14.5501,03-06-2020.csv,03-06-2020
,Thailand,2020-03-06T08:33:03,48,1,31,15.0000,101.0000,03-06-2020.csv,03-06-2020
,Greece,2020-03-06T13:03:12,45,0,0,39.0742,21.8243,03-06-2020.csv,03-06-2020
Taiwan,Taiwan,2020-03-06T12:43:03,45,1,12,23.7000,121.0000,03-06-2020.csv,03-06-2020
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.6380,03-06-2020.csv,03-06-2020
,Iceland,2020-03-06T15:33:03,43,0,0,64.9631,-19.0208,03-06-2020.csv,03-06-2020
,Iraq,2020-03-06T13:23:06,40,3,0,33.0000,44.0000,03-06-2020.csv,03-06-2020
,India,2020-03-06T13:03:12,31,0,3,21.0000,78.0000,03-06-2020.csv,03-06-2020
,United Arab Emirates,2020-03-05T23:53:02,29,0,5,24.0000,54.0000,03-06-2020.csv,03-06-2020
New South Wales,Australia,2020-03-06T04:53:02,26,1,4,-33.8688,151.2093,03-06-2020.csv,03-06-2020
"Toronto, ON",Canada,2020-03-06T20:53:02,24,0,2,43.6532,-79.3832,03-06-2020.csv,03-06-2020
,Denmark,2020-03-06T13:03:12,23,0,1,56.2639,9.5018,03-06-2020.csv,03-06-2020
,Lebanon,2020-03-06T20:33:03,22,0,1,33.8547,35.8623,03-06-2020.csv,03-06-2020
British Columbia,Canada,2020-03-06T04:43:03,21,0,3,49.2827,-123.1207,03-06-2020.csv,03-06-2020
,Israel,2020-03-06T20:33:03,21,0,2,31.0000,35.0000,03-06-2020.csv,03-06-2020
,San Marino,2020-03-05T13:53:03,21,1,0,43.9424,12.4578,03-06-2020.csv,03-06-2020
"Santa Clara, CA",US,2020-03-05T22:53:03,20,0,1,37.3541,-121.9552,03-06-2020.csv,03-06-2020
"Snohomish County, WA",US,2020-03-06T23:13:07,19,1,0,48.0330,-121.8339,03-06-2020.csv,03-06-2020
"Westchester County, NY",US,2020-03-06T15:43:03,19,0,0,41.1220,-73.7949,03-06-2020.csv,03-06-2020
,Czech Republic,2020-03-06T16:33:04,18,0,0,49.8175,15.4730,03-06-2020.csv,03-06-2020
,Ireland,2020-03-06T20:43:03,18,0,0,53.1424,-7.6921,03-06-2020.csv,03-06-2020
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956,03-06-2020.csv,03-06-2020
,Algeria,2020-03-06T01:29:39,17,0,0,28.0339,1.6596,03-06-2020.csv,03-06-2020
,Oman,2020-03-05T17:53:02,16,0,2,21.0000,57.0000,03-06-2020.csv,03-06-2020
,Palestine,2020-03-06T20:33:03,16,0,0,31.9522,35.2332,03-06-2020.csv,03-06-2020
"New York County, NY",US,2020-03-06T19:13:40,16,0,0,40.7128,-74.0060,03-06-2020.csv,03-06-2020
,Vietnam,2020-02-25T08:53:02,16,0,16,16.0000,108.0000,03-06-2020.csv,03-06-2020
,Egypt,2020-03-06T13:03:13,15,0,1,26.0000,30.0000,03-06-2020.csv,03-06-2020
,Finland,2020-03-06T13:03:12,15,0,1,64.0000,26.0000,03-06-2020.csv,03-06-2020
Queensland,Australia,2020-03-05T17:33:06,13,0,8,-28.0167,153.4000,03-06-2020.csv,03-06-2020
,Brazil,2020-03-06T20:33:03,13,0,0,-14.2350,-51.9253,03-06-2020.csv,03-06-2020
,Ecuador,2020-03-05T17:53:02,13,0,0,-1.8312,-78.1834,03-06-2020.csv,03-06-2020
,Portugal,2020-03-06T20:33:03,13,0,0,39.3999,-8.2245,03-06-2020.csv,03-06-2020
,Russia,2020-03-06T20:43:03,13,0,2,60.0000,90.0000,03-06-2020.csv,03-06-2020
"Los Angeles, CA",US,2020-03-06T23:13:07,13,0,0,34.0522,-118.2437,03-06-2020.csv,03-06-2020
,Croatia,2020-03-06T08:33:03,11,0,0,45.1667,15.5000,03-06-2020.csv,03-06-2020
Victoria,Australia,2020-03-05T18:33:03,10,0,7,-37.8136,144.9631,03-06-2020.csv,03-06-2020
,Estonia,2020-03-06T13:03:13,10,0,0,58.5953,25.0136,03-06-2020.csv,03-06-2020
Macau,Macau,2020-03-06T10:23:03,10,0,10,22.1667,113.5500,03-06-2020.csv,03-06-2020
,Romania,2020-03-06T16:43:04,9,0,1,46.0000,25.0000,03-06-2020.csv,03-06-2020
,Qatar,2020-03-04T00:03:15,8,0,0,25.3548,51.1839,03-06-2020.csv,03-06-2020
South Australia,Australia,2020-03-06T04:23:08,7,0,2,-34.9285,138.6007,03-06-2020.csv,03-06-2020
,Slovenia,2020-03-06T15:33:03,7,0,0,46.1512,14.9955,03-06-2020.csv,03-06-2020
,Azerbaijan,2020-03-05T13:53:03,6,0,0,40.1431,47.5769,03-06-2020.csv,03-06-2020
,Belarus,2020-03-04T12:43:03,6,0,0,53.7098,27.9534,03-06-2020.csv,03-06-2020
,Mexico,2020-03-06T16:43:04,6,0,1,23.0000,-102.0000,03-06-2020.csv,03-06-2020
,Pakistan,2020-03-06T13:03:12,6,0,0,30.3753,69.3451,03-06-2020.csv,03-06-2020
,Philippines,2020-03-06T07:03:05,5,1,1,13.0000,122.0000,03-06-2020.csv,03-06-2020
,Poland,2020-03-06T16:43:04,5,0,0,51.9194,19.1451,03-06-2020.csv,03-06-2020
,Saudi Arabia,2020-03-05T17:53:03,5,0,0,24.0000,45.0000,03-06-2020.csv,03-06-2020
"Cook County, IL",US,2020-03-05T18:33:03,5,0,2,41.7377,-87.6976,03-06-2020.csv,03-06-2020
"Placer County, CA",US,2020-03-06T23:13:07,5,1,0,39.0916,-120.8039,03-06-2020.csv,03-06-2020
"Unassigned Location, WA",US,2020-03-06T00:33:03,5,0,0,47.7511,-120.7401,03-06-2020.csv,03-06-2020
,Chile,2020-03-05T18:13:04,4,0,0,-35.6751,-71.5430,03-06-2020.csv,03-06-2020
,Georgia,2020-03-05T13:53:03,4,0,0,42.3154,43.3569,03-06-2020.csv,03-06-2020
,Indonesia,2020-03-06T12:33:03,4,0,0,-0.7893,113.9213,03-06-2020.csv,03-06-2020
,New Zealand,2020-03-06T01:29:39,4,0,0,-40.9006,174.8860,03-06-2020.csv,03-06-2020
,Senegal,2020-03-04T20:43:02,4,0,0,14.4974,-14.4524,03-06-2020.csv,03-06-2020
Western Australia,Australia,2020-03-05T17:13:35,3,1,0,-31.9505,115.8605,03-06-2020.csv,03-06-2020
,North Macedonia,2020-03-06T20:23:11,3,0,0,41.6086,21.7453,03-06-2020.csv,03-06-2020
,Saint Barthelemy,2020-03-04T02:43:03,3,0,0,17.9000,-62.8333,03-06-2020.csv,03-06-2020
"Contra Costa County, CA",US,2020-03-06T19:43:02,3,0,0,37.8534,-121.9018,03-06-2020.csv,03-06-2020
"Harris County, TX",US,2020-03-06T15:43:02,3,0,0,29.7752,-95.3103,03-06-2020.csv,03-06-2020
"Montgomery County, MD",US,2020-03-06T04:03:17,3,0,0,39.1547,-77.2405,03-06-2020.csv,03-06-2020
"Orange County, CA",US,2020-03-04T02:13:11,3,0,0,33.7879,-117.8531,03-06-2020.csv,03-06-2020
"San Diego County, CA",US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611,03-06-2020.csv,03-06-2020
"Suffolk County, MA",US,2020-03-06T18:33:03,3,0,1,42.3601,-71.0589,03-06-2020.csv,03-06-2020
,Argentina,2020-03-06T01:29:39,2,0,0,-38.4161,-63.6167,03-06-2020.csv,03-06-2020
,Bosnia and Herzegovina,2020-03-05T17:13:30,2,0,0,43.9159,17.6791,03-06-2020.csv,03-06-2020
" Montreal, QC",Canada,2020-03-05T14:03:04,2,0,0,45.5017,-73.5673,03-06-2020.csv,03-06-2020
,Dominican Republic,2020-03-06T15:33:03,2,0,0,18.7357,-70.1627,03-06-2020.csv,03-06-2020
,Hungary,2020-03-05T17:13:27,2,0,0,47.1625,19.5033,03-06-2020.csv,03-06-2020
,Luxembourg,2020-03-06T01:29:39,2,0,0,49.8144,6.1317,03-06-2020.csv,03-06-2020
,Morocco,2020-03-05T13:53:03,2,0,0,31.7917,-7.0926,03-06-2020.csv,03-06-2020
" Norfolk County, MA",US,2020-03-06T18:33:03,2,0,0,42.1767,-71.1449,03-06-2020.csv,03-06-2020
"Bergen County, NJ",US,2020-03-05T21:03:12,2,0,0,40.9263,-74.0770,03-06-2020.csv,03-06-2020
"Denver County, CO",US,2020-03-06T23:33:02,2,0,0,39.7392,-104.9903,03-06-2020.csv,03-06-2020
"Fulton County, GA",US,2020-03-03T03:33:02,2,0,0,33.8034,-84.3963,03-06-2020.csv,03-06-2020
"Grafton County, NH",US,2020-03-03T23:33:03,2,0,0,43.9088,-71.8260,03-06-2020.csv,03-06-2020
"Hillsborough, FL",US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018,03-06-2020.csv,03-06-2020
"Maricopa County, AZ",US,2020-03-06T18:33:03,2,0,0,33.2918,-112.4291,03-06-2020.csv,03-06-2020
"Providence, RI",US,2020-03-02T03:43:02,2,0,0,41.8240,-71.4128,03-06-2020.csv,03-06-2020
"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542,03-06-2020.csv,03-06-2020
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876,03-06-2020.csv,03-06-2020
"San Francisco County, CA",US,2020-03-05T20:33:03,2,0,0,37.7749,-122.4194,03-06-2020.csv,03-06-2020
"San Mateo, CA",US,2020-03-03T00:43:02,2,0,0,37.5630,-122.3255,03-06-2020.csv,03-06-2020
"Summit County, CO",US,2020-03-06T01:29:39,2,0,0,39.5912,-106.0640,03-06-2020.csv,03-06-2020
"Washington County, OR",US,2020-03-03T03:03:02,2,0,0,45.5470,-123.1386,03-06-2020.csv,03-06-2020
,Afghanistan,2020-02-24T23:33:02,1,0,0,33.0000,65.0000,03-06-2020.csv,03-06-2020
,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218,03-06-2020.csv,03-06-2020
,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382,03-06-2020.csv,03-06-2020
Tasmania,Australia,2020-03-02T20:53:02,1,0,0,-41.4545,145.9707,03-06-2020.csv,03-06-2020
,Bhutan,2020-03-06T15:43:02,1,0,0,27.5142,90.4336,03-06-2020.csv,03-06-2020
,Cambodia,2020-02-12T07:43:02,1,0,1,11.5500,104.9167,03-06-2020.csv,03-06-2020
,Cameroon,2020-03-06T15:43:02,1,0,0,3.8480,11.5021,03-06-2020.csv,03-06-2020
"Calgary, Alberta",Canada,2020-03-06T13:13:34,1,0,0,51.0447,-114.0719,03-06-2020.csv,03-06-2020
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,42.9849,-81.2453,03-06-2020.csv,03-06-2020
,Colombia,2020-03-06T20:43:03,1,0,0,4.5709,-74.2973,03-06-2020.csv,03-06-2020
,Costa Rica,2020-03-06T01:29:39,1,0,0,9.7489,-83.7534,03-06-2020.csv,03-06-2020
,Faroe Islands,2020-03-04T12:53:03,1,0,0,61.8926,-6.9118,03-06-2020.csv,03-06-2020
,Gibraltar,2020-03-04T13:03:13,1,0,0,36.1408,-5.3536,03-06-2020.csv,03-06-2020
,Jordan,2020-03-03T15:33:02,1,0,0,31.2400,36.5100,03-06-2020.csv,03-06-2020
,Latvia,2020-03-04T01:33:07,1,0,0,56.8796,24.6032,03-06-2020.csv,03-06-2020
,Liechtenstein,2020-03-04T01:33:07,1,0,0,47.1400,9.5500,03-06-2020.csv,03-06-2020
,Lithuania,2020-02-28T16:23:03,1,0,0,55.1694,23.8813,03-06-2020.csv,03-06-2020
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924,03-06-2020.csv,03-06-2020
,Monaco,2020-02-29T00:33:01,1,0,0,43.7333,7.4167,03-06-2020.csv,03-06-2020
,Nepal,2020-02-12T14:43:03,1,0,1,28.1667,84.2500,03-06-2020.csv,03-06-2020
,Nigeria,2020-02-28T16:23:03,1,0,0,9.0820,8.6753,03-06-2020.csv,03-06-2020
,Peru,2020-03-06T15:43:02,1,0,0,-9.1900,-75.0152,03-06-2020.csv,03-06-2020
,Serbia,2020-03-06T15:43:02,1,0,0,44.0165,21.0059,03-06-2020.csv,03-06-2020
,Slovakia,2020-03-06T13:03:14,1,0,0,48.6690,19.6990,03-06-2020.csv,03-06-2020
,South Africa,2020-03-06T15:43:02,1,0,0,-30.5595,22.9375,03-06-2020.csv,03-06-2020
,Sri Lanka,2020-02-08T03:43:03,1,0,1,7.0000,81.0000,03-06-2020.csv,03-06-2020
,Togo,2020-03-06T15:33:03,1,0,0,8.6195,0.8248,03-06-2020.csv,03-06-2020
,Tunisia,2020-03-04T01:33:07,1,0,0,34.0000,9.0000,03-06-2020.csv,03-06-2020
"Berkeley, CA",US,2020-03-03T23:53:03,1,0,0,37.8715,-122.2730,03-06-2020.csv,03-06-2020
"Chatham County, NC",US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781,03-06-2020.csv,03-06-2020
"Clark County, NV",US,2020-03-05T20:53:03,1,0,0,36.0796,-115.0940,03-06-2020.csv,03-06-2020
"Delaware County, PA",US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879,03-06-2020.csv,03-06-2020
"Douglas County, NE",US,2020-03-06T23:33:02,1,0,0,41.3148,-96.1951,03-06-2020.csv,03-06-2020
"Fayette County, KY",US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803,03-06-2020.csv,03-06-2020
"Floyd County, GA",US,2020-03-06T17:53:03,1,0,0,34.2829,-85.2308,03-06-2020.csv,03-06-2020
"Fort Bend County, TX",US,2020-03-05T01:16:59,1,0,0,29.5693,-95.8143,03-06-2020.csv,03-06-2020
"Grant County, WA",US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732,03-06-2020.csv,03-06-2020
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,40.7450,-123.8695,03-06-2020.csv,03-06-2020
"Madison, WI",US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012,03-06-2020.csv,03-06-2020
"Marion County, IN",US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752,03-06-2020.csv,03-06-2020
"Middlesex County, MA",US,2020-03-06T01:29:39,1,0,0,42.4672,-71.2874,03-06-2020.csv,03-06-2020
"Nassau County, NY",US,2020-03-06T14:43:15,1,0,0,40.6546,-73.5594,03-06-2020.csv,03-06-2020
"Norwell County, MA",US,2020-03-06T02:33:03,1,0,0,42.1615,-70.7928,03-06-2020.csv,03-06-2020
"Ramsey County, MN",US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616,03-06-2020.csv,03-06-2020
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936,03-06-2020.csv,03-06-2020
"Santa Rosa County, FL",US,2020-03-05T20:03:03,1,0,0,30.7690,-86.9824,03-06-2020.csv,03-06-2020
"Sarasota, FL",US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307,03-06-2020.csv,03-06-2020
"Sonoma County, CA",US,2020-03-02T20:53:02,1,0,0,38.5780,-122.9888,03-06-2020.csv,03-06-2020
"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1,33.4255,-111.9400,03-06-2020.csv,03-06-2020
"Umatilla, OR",US,2020-03-02T20:23:16,1,0,0,45.7750,-118.7606,03-06-2020.csv,03-06-2020
"Wake County, NC",US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661,03-06-2020.csv,03-06-2020
"Washoe County, NV",US,2020-03-06T19:43:02,1,0,0,40.5608,-119.6035,03-06-2020.csv,03-06-2020
"Wayne County, PA",US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479,03-06-2020.csv,03-06-2020
"Williamson County, TN",US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622,03-06-2020.csv,03-06-2020
"Yolo County, CA",US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018,03-06-2020.csv,03-06-2020
,Ukraine,2020-03-03T15:33:02,1,0,0,48.3794,31.1656,03-06-2020.csv,03-06-2020
,Vatican City,2020-03-06T15:43:02,1,0,0,41.9029,12.4534,03-06-2020.csv,03-06-2020
From Diamond Princess,Australia,2020-02-29T02:03:10,0,0,0,35.4437,139.6380,03-06-2020.csv,03-06-2020
Northern Territory,Australia,2020-03-06T04:33:03,0,0,0,-12.4634,130.8456,03-06-2020.csv,03-06-2020
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134,03-06-2020.csv,03-06-2020
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758,03-06-2020.csv,03-06-2020
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399,03-06-2020.csv,03-06-2020
