"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","Latitude","Longitude","CSV File Name"
"Hong Kong","China","2020-03-14T12:53:06","140","4","78","22.3000","114.2000","03-14-2020.csv"
"Massachusetts","US","2020-03-14T22:13:19","138","0","1","42.2302","-71.5301","03-14-2020.csv"
"Tianjin","China","2020-03-12T01:53:03","136","3","132","39.3054","117.3230","03-14-2020.csv"
"Shanxi","China","2020-03-13T11:09:03","133","0","133","37.5777","112.2922","03-14-2020.csv"
"Gansu","China","2020-03-14T03:13:08","129","2","89","36.0611","103.8343","03-14-2020.csv"
"","Ireland","2020-03-14T20:13:16","129","2","0","53.1424","-7.6921","03-14-2020.csv"
"Liaoning","China","2020-03-14T00:13:05","125","1","113","41.2956","122.6085","03-14-2020.csv"
"","Romania","2020-03-14T22:33:03","123","0","9","45.9432","24.9668","03-14-2020.csv"
"","Estonia","2020-03-14T20:33:03","115","0","0","58.5953","25.0136","03-14-2020.csv"
"New South Wales","Australia","2020-03-14T13:33:04","112","2","4","-33.8688","151.2093","03-14-2020.csv"
"","Philippines","2020-03-14T20:33:03","111","8","2","12.8797","121.7740","03-14-2020.csv"
"","Iraq","2020-03-14T22:33:03","110","10","26","33.2232","43.6793","03-14-2020.csv"
"","Egypt","2020-03-14T22:33:03","109","2","27","26.8206","30.8025","03-14-2020.csv"
"","Kuwait","2020-03-14T16:14:34","104","0","5","29.3117","47.4818","03-14-2020.csv"
"","Poland","2020-03-14T22:53:02","103","3","0","51.9194","19.1451","03-14-2020.csv"
"","Saudi Arabia","2020-03-14T20:33:03","103","0","1","23.8859","45.0792","03-14-2020.csv"
"","India","2020-03-14T20:33:03","102","2","4","20.5937","78.9629","03-14-2020.csv"
"Colorado","US","2020-03-14T22:13:32","101","1","0","39.0598","-105.3111","03-14-2020.csv"
"","Indonesia","2020-03-14T22:53:02","96","5","8","-0.7893","113.9213","03-14-2020.csv"
"Jilin","China","2020-03-13T11:09:03","93","1","91","43.6661","126.1923","03-14-2020.csv"
"","Lebanon","2020-03-14T12:13:12","93","3","1","33.8547","35.8623","03-14-2020.csv"
"","United Arab Emirates","2020-03-13T22:21:58","85","0","17","23.4241","53.8478","03-14-2020.csv"
"","Thailand","2020-03-14T12:13:12","82","1","35","15.8700","100.9925","03-14-2020.csv"
"","San Marino","2020-03-14T22:53:02","80","5","4","43.9424","12.4578","03-14-2020.csv"
"Ontario","Canada","2020-03-14T13:13:25","79","0","4","51.2538","-85.3232","03-14-2020.csv"
"Louisiana","US","2020-03-14T22:13:32","77","1","0","31.1695","-91.8678","03-14-2020.csv"
"Xinjiang","China","2020-03-11T02:18:14","76","3","73","41.1129","85.2401","03-14-2020.csv"
"Florida","US","2020-03-14T18:53:03","76","3","0","27.7663","-81.6868","03-14-2020.csv"
"Inner Mongolia","China","2020-03-11T03:53:03","75","1","71","44.0935","113.9448","03-14-2020.csv"
"Ningxia","China","2020-03-14T09:53:08","75","0","73","37.2692","106.1655","03-14-2020.csv"
"New Jersey","US","2020-03-14T22:13:32","69","1","0","40.2989","-74.5210","03-14-2020.csv"
"Georgia","US","2020-03-14T17:53:03","66","1","0","33.0406","-83.6431","03-14-2020.csv"
"British Columbia","Canada","2020-03-14T00:13:05","64","1","4","53.7267","-127.6476","03-14-2020.csv"
"Illinois","US","2020-03-14T22:33:04","64","0","2","40.3495","-88.9861","03-14-2020.csv"
"","Chile","2020-03-14T20:33:03","61","0","0","-35.6751","-71.5430","03-14-2020.csv"
"","Russia","2020-03-14T22:53:02","59","0","8","61.5240","105.3188","03-14-2020.csv"
"Texas","US","2020-03-14T22:33:03","57","0","0","31.0545","-97.5635","03-14-2020.csv"
"","Taiwan*","2020-03-14T07:13:11","53","1","20","23.7000","121.0000","03-14-2020.csv"
"","Vietnam","2020-03-14T12:13:12","53","0","16","14.0583","108.2772","03-14-2020.csv"
"","Luxembourg","2020-03-14T20:33:03","51","1","0","49.8153","6.1296","03-14-2020.csv"
"Victoria","Australia","2020-03-14T13:33:04","49","0","8","-37.8136","144.9631","03-14-2020.csv"
"Pennsylvania","US","2020-03-14T18:53:03","47","0","0","40.5908","-77.2098","03-14-2020.csv"
"Queensland","Australia","2020-03-14T13:33:04","46","0","8","-28.0167","153.4000","03-14-2020.csv"
"","Serbia","2020-03-14T22:53:02","46","0","0","44.0165","21.0059","03-14-2020.csv"
"Diamond Princess","US","2020-03-10T02:33:04","46","0","0","35.4437","139.6380","03-14-2020.csv"
"","Slovakia","2020-03-14T20:33:03","44","0","0","48.6690","19.6990","03-14-2020.csv"
"","Bulgaria","2020-03-14T20:33:03","41","2","0","42.7339","25.4858","03-14-2020.csv"
"Virginia","US","2020-03-14T22:33:03","41","1","0","37.7693","-78.1700","03-14-2020.csv"
"","Brunei","2020-03-14T20:33:03","40","0","0","4.5353","114.7277","03-14-2020.csv"
"","Albania","2020-03-14T12:33:03","38","1","0","41.1533","20.1683","03-14-2020.csv"
"","Croatia","2020-03-14T20:33:03","38","0","1","45.1000","15.2000","03-14-2020.csv"
"","Peru","2020-03-14T12:33:03","38","0","0","-9.1900","-75.0152","03-14-2020.csv"
"","South Africa","2020-03-14T16:14:56","38","0","0","-30.5595","22.9375","03-14-2020.csv"
"","Algeria","2020-03-14T12:33:03","37","3","12","28.0339","1.6596","03-14-2020.csv"
"","Panama","2020-03-14T12:33:03","36","1","0","8.5380","-80.7821","03-14-2020.csv"
"","Argentina","2020-03-14T20:33:03","34","2","1","-38.4161","-63.6167","03-14-2020.csv"
"Oregon","US","2020-03-14T16:33:03","32","0","0","44.5720","-122.0709","03-14-2020.csv"
"Tennessee","US","2020-03-14T22:33:04","32","0","0","35.7478","-86.6923","03-14-2020.csv"
"","Pakistan","2020-03-14T20:33:03","31","0","2","30.3753","69.3451","03-14-2020.csv"
"","Georgia","2020-03-14T12:33:03","30","0","0","42.3154","43.3569","03-14-2020.csv"
"","Hungary","2020-03-14T22:53:02","30","0","1","47.1625","19.5033","03-14-2020.csv"
"Alberta","Canada","2020-03-14T00:13:05","29","0","0","53.9333","-116.5765","03-14-2020.csv"
"","Ecuador","2020-03-14T22:53:02","28","2","0","-1.8312","-78.1834","03-14-2020.csv"
"","Belarus","2020-03-13T22:21:59","27","0","3","53.7098","27.9534","03-14-2020.csv"
"Wisconsin","US","2020-03-14T22:33:03","27","0","1","44.2685","-89.6165","03-14-2020.csv"
"","Costa Rica","2020-03-14T12:33:03","26","0","0","9.7489","-83.7534","03-14-2020.csv"
"","Cyprus","2020-03-14T22:53:02","26","0","0","35.1264","33.4299","03-14-2020.csv"
"","Latvia","2020-03-14T12:33:03","26","0","1","56.8796","24.6032","03-14-2020.csv"
"","Mexico","2020-03-14T20:53:02","26","0","4","23.6345","-102.5528","03-14-2020.csv"
"Maryland","US","2020-03-14T22:33:03","26","0","0","39.0639","-76.8021","03-14-2020.csv"
"Ohio","US","2020-03-14T18:53:03","26","0","0","40.3888","-82.7649","03-14-2020.csv"
"Michigan","US","2020-03-14T16:53:03","25","0","0","43.3266","-84.5361","03-14-2020.csv"
"North Carolina","US","2020-03-14T18:13:23","24","0","0","35.6301","-79.8064","03-14-2020.csv"
"","Colombia","2020-03-14T20:53:02","22","0","0","4.5709","-74.2973","03-14-2020.csv"
"Connecticut","US","2020-03-14T22:33:03","22","0","0","41.5978","-72.7554","03-14-2020.csv"
"Grand Princess","US","2020-03-10T02:33:04","21","0","0","37.6489","-122.6655","03-14-2020.csv"
"Minnesota","US","2020-03-14T18:53:03","21","0","0","45.6945","-93.9002","03-14-2020.csv"
"Nevada","US","2020-03-14T22:33:03","21","0","0","38.3135","-117.0554","03-14-2020.csv"
"Rhode Island","US","2020-03-14T18:53:03","20","0","0","41.6809","-71.5118","03-14-2020.csv"
"South Australia","Australia","2020-03-14T13:33:04","19","0","3","-34.9285","138.6007","03-14-2020.csv"
"","Oman","2020-03-13T23:33:05","19","0","9","21.4735","55.9754","03-14-2020.csv"
"South Carolina","US","2020-03-14T22:33:03","19","0","0","33.8569","-80.9450","03-14-2020.csv"
"","Armenia","2020-03-14T20:53:02","18","0","0","40.0691","45.0382","03-14-2020.csv"
"","Bosnia and Herzegovina","2020-03-14T12:33:03","18","0","0","43.9159","17.6791","03-14-2020.csv"
"Qinghai","China","2020-03-11T02:18:14","18","0","18","35.7452","95.9956","03-14-2020.csv"
"","Malta","2020-03-14T12:33:03","18","0","1","35.9375","14.3754","03-14-2020.csv"
"","Tunisia","2020-03-14T20:53:02","18","0","0","33.8869","9.5375","03-14-2020.csv"
"Western Australia","Australia","2020-03-14T13:33:04","17","1","0","-31.9505","115.8605","03-14-2020.csv"
"Quebec","Canada","2020-03-13T13:33:03","17","0","0","52.9399","-73.5491","03-14-2020.csv"
"","Morocco","2020-03-14T20:53:02","17","1","1","31.7917","-7.0926","03-14-2020.csv"
"Iowa","US","2020-03-13T23:53:03","17","0","0","42.0115","-93.2105","03-14-2020.csv"
"Indiana","US","2020-03-14T16:53:03","16","0","0","39.8494","-86.2583","03-14-2020.csv"
"","Azerbaijan","2020-03-13T12:13:36","15","1","3","40.1431","47.5769","03-14-2020.csv"
"","North Macedonia","2020-03-13T23:33:05","14","0","1","41.6086","21.7453","03-14-2020.csv"
"Kentucky","US","2020-03-13T23:53:03","14","0","0","37.6681","-84.6701","03-14-2020.csv"
"Nebraska","US","2020-03-14T16:53:03","14","0","0","41.1254","-98.2681","03-14-2020.csv"
"","Moldova","2020-03-14T20:53:02","12","0","0","47.4116","28.3699","03-14-2020.csv"
"Arizona","US","2020-03-14T18:13:23","12","0","1","33.7298","-111.4312","03-14-2020.csv"
"Arkansas","US","2020-03-14T22:33:03","12","0","0","34.9697","-92.3731","03-14-2020.csv"
"","Afghanistan","2020-03-14T14:53:04","11","0","0","33.9391","67.7100","03-14-2020.csv"
"","Dominican Republic","2020-03-14T20:53:02","11","0","0","18.7357","-70.1627","03-14-2020.csv"
"","Bolivia","2020-03-14T12:53:07","10","0","0","-16.2902","-63.5887","03-14-2020.csv"
"Macau","China","2020-03-11T18:52:03","10","0","10","22.1667","113.5500","03-14-2020.csv"
"","Maldives","2020-03-14T16:14:58","10","0","0","3.2028","73.2207","03-14-2020.csv"
"","Senegal","2020-03-13T23:33:05","10","0","1","14.4974","-14.4524","03-14-2020.csv"
"","Sri Lanka","2020-03-14T16:14:58","10","0","1","7.8731","80.7718","03-14-2020.csv"
"District of Columbia","US","2020-03-11T22:53:03","10","0","0","38.8974","-77.0268","03-14-2020.csv"
"New Mexico","US","2020-03-14T00:13:05","10","0","0","34.8405","-106.2485","03-14-2020.csv"
"Utah","US","2020-03-14T18:53:03","10","0","0","40.1500","-111.8624","03-14-2020.csv"
"Faroe Islands","Denmark","2020-03-14T16:33:03","9","0","0","61.8926","-6.9118","03-14-2020.csv"
"","Martinique","2020-03-14T14:53:04","9","0","0","14.6415","-61.0242","03-14-2020.csv"
"South Dakota","US","2020-03-14T16:53:03","9","1","0","44.2998","-99.4388","03-14-2020.csv"
"","Jamaica","2020-03-13T22:22:02","8","0","0","18.1096","-77.2975","03-14-2020.csv"
"","Lithuania","2020-03-14T14:53:04","8","0","0","55.1694","23.8813","03-14-2020.csv"
"Kansas","US","2020-03-14T22:33:03","8","1","0","38.5266","-96.7265","03-14-2020.csv"
"","Cambodia","2020-03-14T12:53:07","7","0","1","12.5657","104.9910","03-14-2020.csv"
"New Hampshire","US","2020-03-14T16:53:03","7","0","0","43.4525","-71.5639","03-14-2020.csv"
"","Kazakhstan","2020-03-14T12:53:07","6","0","0","48.0196","66.9237","03-14-2020.csv"
"","New Zealand","2020-03-14T20:53:02","6","0","0","-40.9006","174.8860","03-14-2020.csv"
"","Paraguay","2020-03-13T23:33:06","6","0","0","-23.4425","-58.4438","03-14-2020.csv"
"","Reunion","2020-03-14T20:53:02","6","0","0","-21.1151","55.5364","03-14-2020.csv"
"Alabama","US","2020-03-14T16:53:03","6","0","0","32.3182","-86.9023","03-14-2020.csv"
"Delaware","US","2020-03-14T18:13:20","6","0","0","39.3185","-75.5071","03-14-2020.csv"
"Mississippi","US","2020-03-14T16:53:03","6","0","0","32.7416","-89.6787","03-14-2020.csv"
"Tasmania","Australia","2020-03-14T01:53:03","5","0","0","-41.4545","145.9707","03-14-2020.csv"
"Fench Guiana","France","2020-03-14T16:53:03","5","0","0","4.0000","-53.0000","03-14-2020.csv"
"","French Guiana","2020-03-07T03:23:05","5","0","0","3.9339","-53.1258","03-14-2020.csv"
"","Turkey","2020-03-13T23:33:06","5","0","0","38.9637","35.2433","03-14-2020.csv"
"Montana","US","2020-03-14T16:53:03","5","0","0","46.9219","-110.4544","03-14-2020.csv"
"Vermont","US","2020-03-14T22:33:04","5","0","0","44.0459","-72.7107","03-14-2020.csv"
"Manitoba","Canada","2020-03-14T00:13:05","4","0","0","53.7609","-98.8139","03-14-2020.csv"
"","Cuba","2020-03-13T23:53:02","4","0","0","21.5218","-77.7812","03-14-2020.csv"
"","Liechtenstein","2020-03-14T20:53:02","4","0","0","47.1660","9.5554","03-14-2020.csv"
"Hawaii","US","2020-03-14T19:53:03","4","0","0","21.0943","-157.4983","03-14-2020.csv"
"Missouri","US","2020-03-14T16:53:03","4","0","0","38.4561","-92.2884","03-14-2020.csv"
"Oklahoma","US","2020-03-14T16:53:03","4","0","0","35.5653","-96.9289","03-14-2020.csv"
"","Uruguay","2020-03-14T16:33:03","4","0","0","-32.5228","-55.7658","03-14-2020.csv"
"","Bangladesh","2020-03-13T22:22:02","3","0","0","23.6850","90.3563","03-14-2020.csv"
"French Polynesia","France","2020-03-14T16:53:03","3","0","0","-17.6797","149.4068","03-14-2020.csv"
"","Ghana","2020-03-14T23:13:05","3","0","0","7.9465","-1.0232","03-14-2020.csv"
"Maine","US","2020-03-14T16:53:03","3","0","0","44.6939","-69.3819","03-14-2020.csv"
"Puerto Rico","US","2020-03-14T18:33:03","3","0","0","18.2208","-66.5901","03-14-2020.csv"
"","Ukraine","2020-03-13T22:22:02","3","1","0","48.3794","31.1656","03-14-2020.csv"
"","Aruba","2020-03-13T23:53:03","2","0","0","12.5211","-69.9683","03-14-2020.csv"
"","Burkina Faso","2020-03-13T22:22:02","2","0","0","12.2383","-1.5616","03-14-2020.csv"
"","Cameroon","2020-03-13T22:22:02","2","0","0","3.8480","11.5021","03-14-2020.csv"
"Saskatchewan","Canada","2020-03-14T00:13:05","2","0","0","52.9399","-106.4509","03-14-2020.csv"
"","Congo (Kinshasa)","2020-03-13T22:22:02","2","0","0","-4.0383","21.7587","03-14-2020.csv"
"St Martin","France","2020-03-14T16:33:03","2","0","0","18.0708","-63.0501","03-14-2020.csv"
"","Honduras","2020-03-13T22:22:02","2","0","0","15.2000","-86.2419","03-14-2020.csv"
"","Jersey","2020-03-14T16:33:03","2","0","0","49.1900","-2.1100","03-14-2020.csv"
"","Monaco","2020-03-14T23:13:05","2","0","0","43.7384","7.4246","03-14-2020.csv"
"","Namibia","2020-03-14T16:33:03","2","0","0","-22.9576","18.4904","03-14-2020.csv"
"","Nigeria","2020-03-13T22:22:02","2","0","0","9.0820","8.6753","03-14-2020.csv"
"","Seychelles","2020-03-14T23:13:06","2","0","0","-4.6796","55.4920","03-14-2020.csv"
"","Trinidad and Tobago","2020-03-14T16:15:01","2","0","0","10.6918","-61.2225","03-14-2020.csv"
"Idaho","US","2020-03-14T22:33:03","2","0","0","44.2405","-114.4788","03-14-2020.csv"
"Wyoming","US","2020-03-14T16:53:03","2","0","0","42.7560","-107.3025","03-14-2020.csv"
"Channel Islands","United Kingdom","2020-03-11T20:53:02","2","0","0","49.3723","-2.3644","03-14-2020.csv"
"","Venezuela","2020-03-14T12:53:07","2","0","0","6.4238","-66.5897","03-14-2020.csv"
"","Andorra","2020-03-13T22:22:02","1","0","1","42.5063","1.5218","03-14-2020.csv"
"","Antigua and Barbuda","2020-03-13T22:22:06","1","0","0","17.0608","-61.7964","03-14-2020.csv"
"Australian Capital Territory","Australia","2020-03-14T01:53:03","1","0","0","-35.4735","149.0124","03-14-2020.csv"
"Northern Territory","Australia","2020-03-14T01:53:03","1","0","0","-12.4634","130.8456","03-14-2020.csv"
"","Bhutan","2020-03-13T22:22:02","1","0","0","27.5142","90.4336","03-14-2020.csv"
"New Brunswick","Canada","2020-03-11T23:13:06","1","0","0","46.5653","-66.4619","03-14-2020.csv"
"","Cayman Islands","2020-03-13T12:33:03","1","0","0","19.3133","-81.2546","03-14-2020.csv"
"Tibet","China","2020-03-11T02:18:14","1","0","1","31.6927","88.0924","03-14-2020.csv"
"","Cote d'Ivoire","2020-03-13T22:22:02","1","0","0","7.5400","-5.5471","03-14-2020.csv"
"","Curacao","2020-03-14T16:15:18","1","0","0","12.1696","-68.9900","03-14-2020.csv"
"","Eswatini","2020-03-14T13:13:25","1","0","0","-26.5225","31.4659","03-14-2020.csv"
"","Ethiopia","2020-03-13T23:33:06","1","0","0","9.1450","40.4897","03-14-2020.csv"
"Saint Barthelemy","France","2020-03-14T16:33:03","1","0","0","17.9000","-62.8333","03-14-2020.csv"
"","Gabon","2020-03-14T13:33:04","1","0","0","-0.8037","11.6094","03-14-2020.csv"
"","Guadeloupe","2020-03-13T12:33:03","1","0","0","16.2650","-61.5510","03-14-2020.csv"
"","Guatemala","2020-03-14T01:33:03","1","0","0","15.7835","-90.2308","03-14-2020.csv"
"","Guernsey","2020-03-13T22:22:03","1","0","0","49.4500","-2.5800","03-14-2020.csv"
"","Guinea","2020-03-13T15:33:33","1","0","0","9.9456","-9.6966","03-14-2020.csv"
"","Guyana","2020-03-14T23:33:02","1","1","0","4.8604","-58.9302","03-14-2020.csv"
"","Holy See","2020-03-13T22:22:02","1","0","0","41.9029","12.4534","03-14-2020.csv"
"","Jordan","2020-03-14T12:53:07","1","0","1","30.5852","36.2384","03-14-2020.csv"
"","Kenya","2020-03-13T22:22:03","1","0","0","-0.0236","37.9062","03-14-2020.csv"
"","Mauritania","2020-03-14T12:53:07","1","0","0","21.0079","10.9408","03-14-2020.csv"
"","Mongolia","2020-03-13T22:22:02","1","0","0","46.8625","103.8467","03-14-2020.csv"
"","Nepal","2020-03-13T22:22:03","1","0","1","28.3949","84.1240","03-14-2020.csv"
"","Rwanda","2020-03-14T12:53:07","1","0","0","-1.9403","29.8739","03-14-2020.csv"
"","Saint Lucia","2020-03-14T16:15:18","1","0","0","13.9094","-60.9789","03-14-2020.csv"
"","Saint Vincent and the Grenadines","2020-03-14T16:33:03","1","0","0","12.9843","-61.2872","03-14-2020.csv"
"","Sudan","2020-03-14T01:13:32","1","1","0","12.8628","30.2176","03-14-2020.csv"
"","Suriname","2020-03-14T16:33:03","1","0","0","3.9193","-56.0278","03-14-2020.csv"
"","Togo","2020-03-13T22:22:02","1","0","0","8.6195","0.8248","03-14-2020.csv"
"North Dakota","US","2020-03-12T09:33:03","1","0","0","47.5289","-99.7840","03-14-2020.csv"
"Virgin Islands, U.S.","US","2020-03-14T16:15:18","1","0","0","18.3358","-64.8963","03-14-2020.csv"
"Gibraltar","United Kingdom","2020-03-14T16:33:03","1","0","1","36.1408","-5.3536","03-14-2020.csv"
"From Diamond Princess","Australia","2020-03-14T02:33:04","0","0","0","35.4437","139.6380","03-14-2020.csv"
"West Virginia","US","2020-03-10T02:33:04","0","0","0","38.4912","-80.9545","03-14-2020.csv"
"","occupied Palestinian territory","2020-03-11T20:53:02","0","0","0","31.9522","35.2332","03-14-2020.csv"
