"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","CSV File Name"
"Hubei","Mainland China","1/24/20 17:00","549","24","31","01-24-2020.csv"
"Guangdong","Mainland China","1/24/20 17:00","53","","2","01-24-2020.csv"
"Zhejiang","Mainland China","1/24/20 17:00","43","","1","01-24-2020.csv"
"Beijing","Mainland China","1/24/20 17:00","36","","1","01-24-2020.csv"
"Chongqing","Mainland China","1/24/20 17:00","27","","","01-24-2020.csv"
"Hunan","Mainland China","1/24/20 17:00","24","","","01-24-2020.csv"
"Guangxi","Mainland China","1/24/20 17:00","23","","","01-24-2020.csv"
"Shanghai","Mainland China","1/24/20 17:00","20","","1","01-24-2020.csv"
"Jiangxi","Mainland China","1/24/20 17:00","18","","","01-24-2020.csv"
"Sichuan","Mainland China","1/24/20 17:00","15","","","01-24-2020.csv"
"Shandong","Mainland China","1/24/20 17:00","15","","","01-24-2020.csv"
"Anhui","Mainland China","1/24/20 17:00","15","","","01-24-2020.csv"
"Fujian","Mainland China","1/24/20 17:00","10","","","01-24-2020.csv"
"Henan","Mainland China","1/24/20 17:00","9","","","01-24-2020.csv"
"Jiangsu","Mainland China","1/24/20 17:00","9","","","01-24-2020.csv"
"Hainan","Mainland China","1/24/20 17:00","8","","","01-24-2020.csv"
"Tianjin","Mainland China","1/24/20 17:00","8","","","01-24-2020.csv"
"Yunnan","Mainland China","1/24/20 17:00","5","","","01-24-2020.csv"
"Shaanxi","Mainland China","1/24/20 17:00","5","","","01-24-2020.csv"
"Heilongjiang","Mainland China","1/24/20 17:00","4","1","","01-24-2020.csv"
"Liaoning","Mainland China","1/24/20 17:00","4","","","01-24-2020.csv"
"Guizhou","Mainland China","1/24/20 17:00","3","","","01-24-2020.csv"
"Jilin","Mainland China","1/24/20 17:00","3","","","01-24-2020.csv"
"Taiwan","Taiwan","1/24/20 17:00","3","","","01-24-2020.csv"
"Ningxia","Mainland China","1/24/20 17:00","2","","","01-24-2020.csv"
"Hong Kong","Hong Kong","1/24/20 17:00","2","","","01-24-2020.csv"
"Macau","Macau","1/24/20 17:00","2","","","01-24-2020.csv"
"Hebei","Mainland China","1/24/20 17:00","2","1","","01-24-2020.csv"
"Gansu","Mainland China","1/24/20 17:00","2","","","01-24-2020.csv"
"Xinjiang","Mainland China","1/24/20 17:00","2","","","01-24-2020.csv"
"Shanxi","Mainland China","1/24/20 17:00","1","","","01-24-2020.csv"
"Inner Mongolia","Mainland China","1/24/20 17:00","1","","","01-24-2020.csv"
"Qinghai","Mainland China","1/24/20 17:00","","","","01-24-2020.csv"
"Washington","US","1/24/20 17:00","1","","","01-24-2020.csv"
"Chicago","US","1/24/20 17:00","1","","","01-24-2020.csv"
"","Japan","1/24/20 17:00","2","","","01-24-2020.csv"
"","Thailand","1/24/20 17:00","5","","","01-24-2020.csv"
"","South Korea","1/24/20 17:00","2","","","01-24-2020.csv"
"","Singapore","1/24/20 17:00","3","","","01-24-2020.csv"
"","Vietnam","1/24/20 17:00","2","","","01-24-2020.csv"
"","France","1/24/20 17:00","2","","","01-24-2020.csv"
