Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,CSV File Name,Date Reported
California,US,2020-03-21T22:43:04,1364,24,0,36.1162,-119.6816,03-21-2020.csv,03-21-2020
New Jersey,US,2020-03-21T19:43:03,1327,16,0,40.2989,-74.521,03-21-2020.csv,03-21-2020
Denmark,Denmark,2020-03-21T12:43:08,1326,13,1,56.2639,9.5018,03-21-2020.csv,03-21-2020
,Portugal,2020-03-21T13:13:30,1280,12,5,39.3999,-8.2245,03-21-2020.csv,03-21-2020
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614,03-21-2020.csv,03-21-2020
Zhejiang,China,2020-03-21T03:43:03,1236,1,1219,29.1832,120.0934,03-21-2020.csv,03-21-2020
,Malaysia,2020-03-21T11:43:06,1183,4,114,4.2105,101.9758,03-21-2020.csv,03-21-2020
,Brazil,2020-03-21T17:43:03,1021,15,2,-14.235,-51.9253,03-21-2020.csv,03-21-2020
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088,03-21-2020.csv,03-21-2020
,Japan,2020-03-21T20:43:02,1007,35,232,36.2048,138.2529,03-21-2020.csv,03-21-2020
,Czechia,2020-03-21T20:43:02,995,0,6,49.8175,15.473,03-21-2020.csv,03-21-2020
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,03-21-2020.csv,03-21-2020
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,03-21-2020.csv,03-21-2020
,Israel,2020-03-21T11:43:06,883,1,36,31.0461,34.8516,03-21-2020.csv,03-21-2020
Michigan,US,2020-03-21T22:43:04,788,5,0,43.3266,-84.5361,03-21-2020.csv,03-21-2020
,Ireland,2020-03-21T20:43:02,785,3,5,53.1424,-7.6921,03-21-2020.csv,03-21-2020
Shandong,China,2020-03-21T00:43:02,764,7,749,36.3427,118.1498,03-21-2020.csv,03-21-2020
Illinois,US,2020-03-21T23:13:18,753,6,0,40.3495,-88.9861,03-21-2020.csv,03-21-2020
,Pakistan,2020-03-21T20:13:21,730,3,13,30.3753,69.3451,03-21-2020.csv,03-21-2020
Diamond Princess,Cruise Ship,2020-03-21T02:13:32,712,8,325,35.4498,139.6649,03-21-2020.csv,03-21-2020
,Luxembourg,2020-03-21T13:13:30,670,8,0,49.8153,6.1296,03-21-2020.csv,03-21-2020
,Turkey,2020-03-21T01:43:03,670,9,0,38.9637,35.2433,03-21-2020.csv,03-21-2020
Florida,US,2020-03-21T23:13:18,659,13,0,27.7663,-81.6868,03-21-2020.csv,03-21-2020
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455,03-21-2020.csv,03-21-2020
Louisiana,US,2020-03-21T15:43:05,585,16,0,31.1695,-91.8678,03-21-2020.csv,03-21-2020
Texas,US,2020-03-21T23:13:17,581,5,0,31.0545,-97.5635,03-21-2020.csv,03-21-2020
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874,03-21-2020.csv,03-21-2020
Sichuan,China,2020-03-21T01:13:11,542,3,536,30.6171,102.7103,03-21-2020.csv,03-21-2020
,Chile,2020-03-21T14:43:03,537,0,6,-35.6751,-71.543,03-21-2020.csv,03-21-2020
,Poland,2020-03-21T20:43:02,536,5,1,51.9194,19.1451,03-21-2020.csv,03-21-2020
,Greece,2020-03-21T17:43:03,530,13,19,39.0742,21.8243,03-21-2020.csv,03-21-2020
Massachusetts,US,2020-03-21T23:13:18,525,1,0,42.2302,-71.5301,03-21-2020.csv,03-21-2020
,Finland,2020-03-21T20:43:02,523,1,10,61.9241,25.7482,03-21-2020.csv,03-21-2020
Georgia,US,2020-03-21T17:43:03,507,14,0,33.0406,-83.6431,03-21-2020.csv,03-21-2020
,Ecuador,2020-03-21T20:43:02,506,7,3,-1.8312,-78.1834,03-21-2020.csv,03-21-2020
Beijing,China,2020-03-21T05:13:04,504,8,396,40.1824,116.4142,03-21-2020.csv,03-21-2020
Heilongjiang,China,2020-03-20T02:13:46,484,13,463,47.862,127.7615,03-21-2020.csv,03-21-2020
,Qatar,2020-03-21T20:43:02,481,0,27,25.3548,51.1839,03-21-2020.csv,03-21-2020
,Iceland,2020-03-21T17:13:18,473,1,22,64.9631,-19.0208,03-21-2020.csv,03-21-2020
,Indonesia,2020-03-21T11:43:06,450,38,15,-0.7893,113.9213,03-21-2020.csv,03-21-2020
New South Wales,Australia,2020-03-21T13:13:35,436,6,4,-33.8688,151.2093,03-21-2020.csv,03-21-2020
,Singapore,2020-03-21T13:13:30,432,2,140,1.3521,103.8198,03-21-2020.csv,03-21-2020
British Columbia,Canada,2020-03-21T21:13:30,424,10,4,53.7267,-127.6476,03-21-2020.csv,03-21-2020
,Thailand,2020-03-21T12:13:19,411,1,42,15.87,100.9925,03-21-2020.csv,03-21-2020
Pennsylvania,US,2020-03-21T23:13:17,396,2,0,40.5908,-77.2098,03-21-2020.csv,03-21-2020
,Saudi Arabia,2020-03-21T14:43:03,392,0,16,23.8859,45.0792,03-21-2020.csv,03-21-2020
Colorado,US,2020-03-21T23:13:18,390,4,0,39.0598,-105.3111,03-21-2020.csv,03-21-2020
,Slovenia,2020-03-21T14:43:03,383,1,0,46.1512,14.9955,03-21-2020.csv,03-21-2020
Shanghai,China,2020-03-21T04:43:06,380,3,327,31.202,121.4491,03-21-2020.csv,03-21-2020
Ontario,Canada,2020-03-21T21:13:30,377,3,6,51.2538,-85.3232,03-21-2020.csv,03-21-2020
Tennessee,US,2020-03-21T23:13:18,371,1,0,35.7478,-86.6923,03-21-2020.csv,03-21-2020
,Romania,2020-03-21T13:13:32,367,0,52,45.9432,24.9668,03-21-2020.csv,03-21-2020
,India,2020-03-21T17:43:03,330,4,23,20.5937,78.9629,03-21-2020.csv,03-21-2020
Hebei,China,2020-03-13T11:09:03,318,6,310,38.0428,114.5149,03-21-2020.csv,03-21-2020
,Peru,2020-03-21T20:43:02,318,5,1,-9.19,-75.0152,03-21-2020.csv,03-21-2020
,Philippines,2020-03-21T12:13:19,307,19,13,12.8797,121.774,03-21-2020.csv,03-21-2020
,Estonia,2020-03-21T12:13:19,306,0,1,58.5953,25.0136,03-21-2020.csv,03-21-2020
,Russia,2020-03-21T14:43:03,306,1,12,61.524,105.3188,03-21-2020.csv,03-21-2020
,Bahrain,2020-03-21T17:43:03,305,1,125,26.0667,50.5577,03-21-2020.csv,03-21-2020
Fujian,China,2020-03-21T01:13:10,303,1,295,26.0789,117.9874,03-21-2020.csv,03-21-2020
,Egypt,2020-03-21T20:43:02,294,10,41,26.8206,30.8025,03-21-2020.csv,03-21-2020
Wisconsin,US,2020-03-21T23:13:18,282,4,0,44.2685,-89.6165,03-21-2020.csv,03-21-2020
Hong Kong,China,2020-03-21T09:13:14,273,4,98,22.3,114.2,03-21-2020.csv,03-21-2020
Guangxi,China,2020-03-20T00:43:02,254,2,250,23.8298,108.7881,03-21-2020.csv,03-21-2020
North Carolina,US,2020-03-21T23:13:18,253,0,0,35.6301,-79.8064,03-21-2020.csv,03-21-2020
Shaanxi,China,2020-03-21T01:43:03,248,3,239,35.1917,108.8701,03-21-2020.csv,03-21-2020
Ohio,US,2020-03-21T19:43:03,248,3,0,40.3888,-82.7649,03-21-2020.csv,03-21-2020
,South Africa,2020-03-21T12:13:19,240,0,0,-30.5595,22.9375,03-21-2020.csv,03-21-2020
Victoria,Australia,2020-03-21T13:13:35,229,0,8,-37.8136,144.9631,03-21-2020.csv,03-21-2020
Queensland,Australia,2020-03-21T13:13:35,221,0,8,-28.0167,153.4,03-21-2020.csv,03-21-2020
,Iraq,2020-03-21T17:43:03,214,17,51,33.2232,43.6793,03-21-2020.csv,03-21-2020
,Croatia,2020-03-21T17:43:03,206,1,5,45.1,15.2,03-21-2020.csv,03-21-2020
,Mexico,2020-03-21T12:13:19,203,2,4,23.6345,-102.5528,03-21-2020.csv,03-21-2020
,Panama,2020-03-21T02:13:32,200,1,0,8.538,-80.7821,03-21-2020.csv,03-21-2020
,Colombia,2020-03-21T17:43:03,196,0,1,4.5709,-74.2973,03-21-2020.csv,03-21-2020
Alberta,Canada,2020-03-21T02:43:03,195,1,0,53.9333,-116.5765,03-21-2020.csv,03-21-2020
Connecticut,US,2020-03-21T02:43:03,194,4,0,41.5978,-72.7554,03-21-2020.csv,03-21-2020
Maryland,US,2020-03-21T23:13:18,193,2,0,39.0639,-76.8021,03-21-2020.csv,03-21-2020
,Lebanon,2020-03-21T12:13:19,187,4,4,33.8547,35.8623,03-21-2020.csv,03-21-2020
Quebec,Canada,2020-03-21T21:13:30,181,5,0,52.9399,-73.5491,03-21-2020.csv,03-21-2020
,Slovakia,2020-03-21T20:43:02,178,1,0,48.669,19.699,03-21-2020.csv,03-21-2020
Yunnan,China,2020-03-16T23:53:02,176,2,172,24.974,101.487,03-21-2020.csv,03-21-2020
,Kuwait,2020-03-21T12:13:19,176,0,27,29.3117,47.4818,03-21-2020.csv,03-21-2020
,Serbia,2020-03-21T20:43:02,171,1,1,44.0165,21.0059,03-21-2020.csv,03-21-2020
South Carolina,US,2020-03-21T23:13:17,171,3,0,33.8569,-80.945,03-21-2020.csv,03-21-2020
Hainan,China,2020-03-16T14:38:45,168,6,161,19.1959,109.7453,03-21-2020.csv,03-21-2020
,Bulgaria,2020-03-21T17:43:03,163,3,3,42.7339,25.4858,03-21-2020.csv,03-21-2020
Nevada,US,2020-03-21T02:43:03,161,2,0,38.3135,-117.0554,03-21-2020.csv,03-21-2020
,Armenia,2020-03-21T12:13:19,160,0,1,40.0691,45.0382,03-21-2020.csv,03-21-2020
,Argentina,2020-03-21T15:13:44,158,4,3,-38.4161,-63.6167,03-21-2020.csv,03-21-2020
Virginia,US,2020-03-21T19:43:03,156,2,0,37.7693,-78.17,03-21-2020.csv,03-21-2020
,Taiwan*,2020-03-21T07:43:02,153,2,28,23.7,121,03-21-2020.csv,03-21-2020
,United Arab Emirates,2020-03-21T17:43:03,153,2,38,23.4241,53.8478,03-21-2020.csv,03-21-2020
Guizhou,China,2020-03-18T01:53:03,146,2,144,26.8154,106.8748,03-21-2020.csv,03-21-2020
,San Marino,2020-03-21T17:43:03,144,20,4,43.9424,12.4578,03-21-2020.csv,03-21-2020
Mississippi,US,2020-03-21T17:13:44,140,1,0,32.7416,-89.6787,03-21-2020.csv,03-21-2020
,Algeria,2020-03-21T17:43:03,139,15,32,28.0339,1.6596,03-21-2020.csv,03-21-2020
Minnesota,US,2020-03-21T19:43:03,138,1,0,45.6945,-93.9002,03-21-2020.csv,03-21-2020
Tianjin,China,2020-03-19T23:43:03,137,3,133,39.3054,117.323,03-21-2020.csv,03-21-2020
Utah,US,2020-03-21T23:13:17,136,0,0,40.15,-111.8624,03-21-2020.csv,03-21-2020
Gansu,China,2020-03-21T03:13:13,134,2,113,36.0611,103.8343,03-21-2020.csv,03-21-2020
Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922,03-21-2020.csv,03-21-2020
Alabama,US,2020-03-21T23:13:18,131,0,0,32.3182,-86.9023,03-21-2020.csv,03-21-2020
Indiana,US,2020-03-21T23:13:18,128,4,0,39.8494,-86.2583,03-21-2020.csv,03-21-2020
Liaoning,China,2020-03-20T01:43:03,126,2,122,41.2956,122.6085,03-21-2020.csv,03-21-2020
,Latvia,2020-03-21T12:13:19,124,0,1,56.8796,24.6032,03-21-2020.csv,03-21-2020
Arkansas,US,2020-03-21T23:13:17,122,0,0,34.9697,-92.3731,03-21-2020.csv,03-21-2020
Arizona,US,2020-03-21T23:13:18,118,1,0,33.7298,-111.4312,03-21-2020.csv,03-21-2020
,Costa Rica,2020-03-21T20:43:02,117,2,2,9.7489,-83.7534,03-21-2020.csv,03-21-2020
Oregon,US,2020-03-21T23:13:18,114,5,0,44.572,-122.0709,03-21-2020.csv,03-21-2020
,Dominican Republic,2020-03-21T15:13:45,112,2,0,18.7357,-70.1627,03-21-2020.csv,03-21-2020
,Uruguay,2020-03-21T12:13:19,110,0,0,-32.5228,-55.7658,03-21-2020.csv,03-21-2020
,Hungary,2020-03-21T12:13:19,103,4,7,47.1625,19.5033,03-21-2020.csv,03-21-2020
,Morocco,2020-03-21T20:43:02,96,3,3,31.7917,-7.0926,03-21-2020.csv,03-21-2020
,Vietnam,2020-03-21T17:43:03,94,0,17,14.0583,108.2772,03-21-2020.csv,03-21-2020
,Bosnia and Herzegovina,2020-03-21T17:43:03,93,1,2,43.9159,17.6791,03-21-2020.csv,03-21-2020
Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923,03-21-2020.csv,03-21-2020
Faroe Islands,Denmark,2020-03-21T12:43:08,92,0,0,61.8926,-6.9118,03-21-2020.csv,03-21-2020
Western Australia,Australia,2020-03-21T13:13:35,90,1,0,-31.9505,115.8605,03-21-2020.csv,03-21-2020
,Andorra,2020-03-21T15:13:45,88,0,1,42.5063,1.5218,03-21-2020.csv,03-21-2020
Kentucky,US,2020-03-21T23:13:17,87,3,0,37.6681,-84.6701,03-21-2020.csv,03-21-2020
,Jordan,2020-03-20T20:43:02,85,0,1,30.5852,36.2384,03-21-2020.csv,03-21-2020
,North Macedonia,2020-03-21T17:43:03,85,0,1,41.6086,21.7453,03-21-2020.csv,03-21-2020
,Cyprus,2020-03-21T17:43:03,84,0,0,35.1264,33.4299,03-21-2020.csv,03-21-2020
,Brunei,2020-03-21T12:43:08,83,0,2,4.5353,114.7277,03-21-2020.csv,03-21-2020
,Lithuania,2020-03-21T17:43:03,83,1,1,55.1694,23.8813,03-21-2020.csv,03-21-2020
,Moldova,2020-03-21T17:43:03,80,1,1,47.4116,28.3699,03-21-2020.csv,03-21-2020
,Sri Lanka,2020-03-21T17:43:03,77,0,1,7.8731,80.7718,03-21-2020.csv,03-21-2020
District of Columbia,US,2020-03-21T02:43:03,98,1,0,38.8974,-77.0268,03-21-2020.csv,03-21-2020
,Albania,2020-03-21T12:43:08,76,2,2,41.1533,20.1683,03-21-2020.csv,03-21-2020
,Belarus,2020-03-21T20:43:03,76,0,15,53.7098,27.9534,03-21-2020.csv,03-21-2020
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401,03-21-2020.csv,03-21-2020
Inner Mongolia,China,2020-03-19T01:03:02,75,1,74,44.0935,113.9448,03-21-2020.csv,03-21-2020
Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655,03-21-2020.csv,03-21-2020
Missouri,US,2020-03-21T17:43:03,74,3,0,38.4561,-92.2884,03-21-2020.csv,03-21-2020
,Malta,2020-03-21T15:13:45,73,0,2,35.9375,14.3754,03-21-2020.csv,03-21-2020
Maine,US,2020-03-21T23:13:18,70,0,0,44.6939,-69.3819,03-21-2020.csv,03-21-2020
,Venezuela,2020-03-21T20:43:03,70,0,0,6.4238,-66.5897,03-21-2020.csv,03-21-2020
Iowa,US,2020-03-21T19:43:03,68,0,0,42.0115,-93.2105,03-21-2020.csv,03-21-2020
South Australia,Australia,2020-03-21T13:13:35,67,0,3,-34.9285,138.6007,03-21-2020.csv,03-21-2020
Rhode Island,US,2020-03-21T19:43:03,66,0,0,41.6809,-71.5118,03-21-2020.csv,03-21-2020
,Burkina Faso,2020-03-21T13:13:32,64,2,5,12.2383,-1.5616,03-21-2020.csv,03-21-2020
,Tunisia,2020-03-21T15:13:45,60,1,0,33.8869,9.5375,03-21-2020.csv,03-21-2020
Kansas,US,2020-03-21T23:13:18,57,2,0,38.5266,-96.7265,03-21-2020.csv,03-21-2020
New Hampshire,US,2020-03-21T00:13:22,55,0,0,43.4525,-71.5639,03-21-2020.csv,03-21-2020
,Azerbaijan,2020-03-21T20:43:03,53,1,11,40.1431,47.5769,03-21-2020.csv,03-21-2020
,Cambodia,2020-03-21T17:43:03,53,0,1,12.5657,104.991,03-21-2020.csv,03-21-2020
,Guadeloupe,2020-03-21T13:13:35,53,0,0,16.265,-61.551,03-21-2020.csv,03-21-2020
,Kazakhstan,2020-03-21T12:43:08,53,0,0,48.0196,66.9237,03-21-2020.csv,03-21-2020
Oklahoma,US,2020-03-21T17:43:03,53,1,0,35.5653,-96.9289,03-21-2020.csv,03-21-2020
,New Zealand,2020-03-21T02:13:32,52,0,0,-40.9006,174.886,03-21-2020.csv,03-21-2020
,Oman,2020-03-21T12:43:08,52,0,12,21.4735,55.9754,03-21-2020.csv,03-21-2020
,Georgia,2020-03-21T17:43:03,49,0,1,42.3154,43.3569,03-21-2020.csv,03-21-2020
,Trinidad and Tobago,2020-03-21T17:43:03,49,0,1,10.6918,-61.2225,03-21-2020.csv,03-21-2020
Diamond Princess,US,2020-03-20T19:43:03,49,0,0,35.4437,139.638,03-21-2020.csv,03-21-2020
,Senegal,2020-03-21T01:43:03,47,0,5,14.4974,-14.4524,03-21-2020.csv,03-21-2020
,Ukraine,2020-03-21T21:13:10,47,3,1,48.3794,31.1656,03-21-2020.csv,03-21-2020
,Reunion,2020-03-21T13:13:35,45,0,0,-21.1151,55.5364,03-21-2020.csv,03-21-2020
Delaware,US,2020-03-21T23:13:18,45,0,0,39.3185,-75.5071,03-21-2020.csv,03-21-2020
New Mexico,US,2020-03-20T21:43:03,43,0,0,34.8405,-106.2485,03-21-2020.csv,03-21-2020
,Uzbekistan,2020-03-21T21:13:10,43,0,0,41.3775,64.5853,03-21-2020.csv,03-21-2020
Nebraska,US,2020-03-21T17:43:03,38,0,0,41.1254,-98.2681,03-21-2020.csv,03-21-2020
,Liechtenstein,2020-03-21T12:43:08,37,0,0,47.166,9.5554,03-21-2020.csv,03-21-2020
Hawaii,US,2020-03-21T02:43:03,37,0,0,21.0943,-157.4983,03-21-2020.csv,03-21-2020
Idaho,US,2020-03-21T02:43:03,36,0,0,44.2405,-114.4788,03-21-2020.csv,03-21-2020
,Martinique,2020-03-20T10:13:37,32,1,0,14.6415,-61.0242,03-21-2020.csv,03-21-2020
Channel Islands,United Kingdom,2020-03-21T21:13:29,32,0,0,49.3723,-2.3644,03-21-2020.csv,03-21-2020
Vermont,US,2020-03-20T21:43:03,29,2,0,44.0459,-72.7107,03-21-2020.csv,03-21-2020
North Dakota,US,2020-03-21T23:13:18,28,0,0,47.5289,-99.784,03-21-2020.csv,03-21-2020
,Cameroon,2020-03-21T12:43:08,27,0,0,3.848,11.5021,03-21-2020.csv,03-21-2020
Saskatchewan,Canada,2020-03-21T02:43:03,26,0,0,52.9399,-106.4509,03-21-2020.csv,03-21-2020
,Bangladesh,2020-03-21T12:43:08,25,2,3,23.685,90.3563,03-21-2020.csv,03-21-2020
,Afghanistan,2020-03-20T14:43:04,24,0,1,33.9391,67.71,03-21-2020.csv,03-21-2020
,Honduras,2020-03-20T14:13:08,24,0,0,15.2,-86.2419,03-21-2020.csv,03-21-2020
,Congo (Kinshasa),2020-03-21T12:43:08,23,1,0,-4.0383,21.7587,03-21-2020.csv,03-21-2020
Grand Princess,US,2020-03-20T19:43:03,23,0,0,37.6489,-122.6655,03-21-2020.csv,03-21-2020
Wyoming,US,2020-03-21T19:43:03,23,0,0,42.756,-107.3025,03-21-2020.csv,03-21-2020
,Nigeria,2020-03-21T15:13:46,22,0,1,9.082,8.6753,03-21-2020.csv,03-21-2020
Nova Scotia,Canada,2020-03-21T21:13:30,21,0,0,44.682,-63.7443,03-21-2020.csv,03-21-2020
,Cuba,2020-03-21T02:13:32,21,1,0,21.5218,-77.7812,03-21-2020.csv,03-21-2020
Montana,US,2020-03-21T17:43:03,21,0,0,46.9219,-110.4544,03-21-2020.csv,03-21-2020
Puerto Rico,US,2020-03-21T19:43:03,21,1,0,18.2208,-66.5901,03-21-2020.csv,03-21-2020
,Bolivia,2020-03-21T12:43:08,19,0,0,-16.2902,-63.5887,03-21-2020.csv,03-21-2020
,Ghana,2020-03-21T23:13:17,19,1,0,7.9465,-1.0232,03-21-2020.csv,03-21-2020
Manitoba,Canada,2020-03-21T17:43:03,18,0,0,53.7609,-98.8139,03-21-2020.csv,03-21-2020
Macau,China,2020-03-21T22:13:24,18,0,10,22.1667,113.55,03-21-2020.csv,03-21-2020
Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956,03-21-2020.csv,03-21-2020
,French Guiana,2020-03-21T21:13:30,18,0,6,3.9339,-53.1258,03-21-2020.csv,03-21-2020
,Paraguay,2020-03-21T12:43:08,18,1,0,-23.4425,-58.4438,03-21-2020.csv,03-21-2020
New Brunswick,Canada,2020-03-21T21:13:30,17,0,0,46.5653,-66.4619,03-21-2020.csv,03-21-2020
,Guatemala,2020-03-21T21:13:14,17,1,0,15.7835,-90.2308,03-21-2020.csv,03-21-2020
,Rwanda,2020-03-20T20:43:03,17,0,0,-1.9403,29.8739,03-21-2020.csv,03-21-2020
Tasmania,Australia,2020-03-21T13:13:35,16,0,3,-41.4545,145.9707,03-21-2020.csv,03-21-2020
,Jamaica,2020-03-20T14:13:11,16,1,2,18.1096,-77.2975,03-21-2020.csv,03-21-2020
,Togo,2020-03-21T17:43:03,16,0,1,8.6195,0.8248,03-21-2020.csv,03-21-2020
French Polynesia,France,2020-03-21T12:43:08,15,0,0,-17.6797,-149.4068,03-21-2020.csv,03-21-2020
Alaska,US,2020-03-21T23:13:18,15,0,0,61.3707,-152.4044,03-21-2020.csv,03-21-2020
Guam,US,2020-03-21T17:43:03,15,0,0,13.4443,144.7937,03-21-2020.csv,03-21-2020
,Cote d'Ivoire,2020-03-21T12:43:08,14,0,1,7.54,-5.5471,03-21-2020.csv,03-21-2020
,Kyrgyzstan,2020-03-21T17:43:03,14,0,0,41.2044,74.7661,03-21-2020.csv,03-21-2020
,Mauritius,2020-03-21T12:43:08,14,1,0,-20.3484,57.5522,03-21-2020.csv,03-21-2020
,Montenegro,2020-03-20T20:43:03,14,0,0,42.7087,19.3744,03-21-2020.csv,03-21-2020
South Dakota,US,2020-03-20T02:43:10,14,1,0,44.2998,-99.4388,03-21-2020.csv,03-21-2020
,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207,03-21-2020.csv,03-21-2020
,Monaco,2020-03-21T13:13:32,11,0,0,43.7384,7.4246,03-21-2020.csv,03-21-2020
Grand Princess,Canada,2020-03-20T03:13:18,10,0,0,37.6489,-122.6655,03-21-2020.csv,03-21-2020
,Mongolia,2020-03-21T12:43:08,10,0,0,46.8625,103.8467,03-21-2020.csv,03-21-2020
Gibraltar,United Kingdom,2020-03-19T20:13:52,10,0,2,36.1408,-5.3536,03-21-2020.csv,03-21-2020
Australian Capital Territory,Australia,2020-03-21T13:13:35,9,0,0,-35.4735,149.0124,03-21-2020.csv,03-21-2020
,Ethiopia,2020-03-20T14:13:11,9,0,0,9.145,40.4897,03-21-2020.csv,03-21-2020
West Virginia,US,2020-03-21T02:43:03,8,0,0,38.4912,-80.9545,03-21-2020.csv,03-21-2020
,Guyana,2020-03-17T10:53:03,7,1,0,4.8604,-58.9302,03-21-2020.csv,03-21-2020
,Kenya,2020-03-19T02:33:08,7,0,0,-0.0236,37.9062,03-21-2020.csv,03-21-2020
,Mayotte,2020-03-21T13:13:35,7,0,0,-12.8275,45.1662,03-21-2020.csv,03-21-2020
,Seychelles,2020-03-20T15:43:24,7,0,0,-4.6796,55.492,03-21-2020.csv,03-21-2020
,Barbados,2020-03-21T02:43:03,6,0,0,13.1939,-59.5432,03-21-2020.csv,03-21-2020
Newfoundland and Labrador,Canada,2020-03-21T21:13:29,6,0,0,53.1355,-57.6604,03-21-2020.csv,03-21-2020
,Equatorial Guinea,2020-03-19T20:43:03,6,0,0,1.6508,10.2679,03-21-2020.csv,03-21-2020
,Tanzania,2020-03-19T11:33:36,6,0,0,-6.369,34.8888,03-21-2020.csv,03-21-2020
United States Virgin Islands,US,2020-03-21T17:43:03,6,0,0,18.3358,-64.8963,03-21-2020.csv,03-21-2020
Aruba,Netherlands,2020-03-20T02:43:10,5,0,0,12.5211,-69.9683,03-21-2020.csv,03-21-2020
,"Bahamas, The",2020-03-21T02:43:03,4,0,0,25.0343,-77.3963,03-21-2020.csv,03-21-2020
New Caledonia,France,2020-03-21T17:43:03,4,0,0,-20.9043,165.618,03-21-2020.csv,03-21-2020
St Martin,France,2020-03-19T09:33:04,4,0,0,18.0708,-63.0501,03-21-2020.csv,03-21-2020
,Gabon,2020-03-21T02:13:32,4,1,0,-0.8037,11.6094,03-21-2020.csv,03-21-2020
,Suriname,2020-03-20T14:43:04,4,0,0,3.9193,-56.0278,03-21-2020.csv,03-21-2020
Northern Territory,Australia,2020-03-20T21:13:29,3,0,0,-12.4634,130.8456,03-21-2020.csv,03-21-2020
,Cabo Verde,2020-03-21T15:13:46,3,0,0,16.5388,-23.0418,03-21-2020.csv,03-21-2020
,Central African Republic,2020-03-20T20:43:03,3,0,0,6.6111,20.9394,03-21-2020.csv,03-21-2020
,Congo (Brazzaville),2020-03-19T20:13:56,3,0,0,-0.228,15.8277,03-21-2020.csv,03-21-2020
,El Salvador,2020-03-21T12:43:08,3,0,0,13.7942,-88.8965,03-21-2020.csv,03-21-2020
Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9,-62.8333,03-21-2020.csv,03-21-2020
,Liberia,2020-03-21T12:43:08,3,0,0,6.4281,-9.4295,03-21-2020.csv,03-21-2020
,Madagascar,2020-03-20T22:13:53,3,0,0,-18.7669,46.8691,03-21-2020.csv,03-21-2020
,Namibia,2020-03-19T20:13:52,3,0,0,-22.9576,18.4904,03-21-2020.csv,03-21-2020
Curacao,Netherlands,2020-03-19T08:53:03,3,1,0,12.1696,-68.99,03-21-2020.csv,03-21-2020
Cayman Islands,United Kingdom,2020-03-19T20:13:56,3,1,0,19.3133,-81.2546,03-21-2020.csv,03-21-2020
,Zimbabwe,2020-03-21T12:43:08,3,0,0,-19.0154,29.1549,03-21-2020.csv,03-21-2020
,Angola,2020-03-21T14:43:04,2,0,0,-11.2027,17.8739,03-21-2020.csv,03-21-2020
