"Province/State","Country/Region","Last Update","Confirmed","Deaths","Recovered","Latitude","Longitude","CSV File Name"
"","Philippines","2020-03-09T09:23:03","20","1","1","13.0000","122.0000","03-09-2020.csv"
"","Indonesia","2020-03-09T11:33:10","19","0","0","-0.7893","113.9213","03-09-2020.csv"
"New York County, NY","US","2020-03-09T17:13:16","19","0","0","40.7128","-74.0060","03-09-2020.csv"
"Qinghai","Mainland China","2020-02-21T04:43:02","18","0","18","35.7452","95.9956","03-09-2020.csv"
"","Qatar","2020-03-09T10:13:09","18","0","0","25.3548","51.1839","03-09-2020.csv"
"","Russia","2020-03-08T21:03:03","17","0","3","60.0000","90.0000","03-09-2020.csv"
"Nassau County, NY","US","2020-03-09T17:13:14","17","0","0","40.6546","-73.5594","03-09-2020.csv"
"","Oman","2020-03-05T17:53:02","16","0","2","21.0000","57.0000","03-09-2020.csv"
"","Poland","2020-03-09T11:33:10","16","0","0","51.9194","19.1451","03-09-2020.csv"
"","Slovenia","2020-03-08T17:03:16","16","0","0","46.1512","14.9955","03-09-2020.csv"
"Queensland","Australia","2020-03-08T05:43:04","15","0","8","-28.0167","153.4000","03-09-2020.csv"
"Victoria","Australia","2020-03-09T18:33:03","15","0","7","-37.8136","144.9631","03-09-2020.csv"
"","Ecuador","2020-03-09T09:03:03","15","0","0","-1.8312","-78.1834","03-09-2020.csv"
"","Georgia","2020-03-09T10:13:06","15","0","0","42.3154","43.3569","03-09-2020.csv"
"","Romania","2020-03-08T17:23:07","15","0","3","46.0000","25.0000","03-09-2020.csv"
"","Saudi Arabia","2020-03-09T09:03:03","15","0","0","24.0000","45.0000","03-09-2020.csv"
"Los Angeles, CA","US","2020-03-08T01:13:48","14","0","0","34.0522","-118.2437","03-09-2020.csv"
"","Argentina","2020-03-08T22:03:11","12","1","0","-38.4161","-63.6167","03-09-2020.csv"
"","Croatia","2020-03-07T10:13:23","12","0","0","45.1667","15.5000","03-09-2020.csv"
"Contra Costa County, CA","US","2020-03-08T21:43:03","12","0","0","37.8534","-121.9018","03-09-2020.csv"
"","Estonia","2020-03-06T13:03:13","10","0","0","58.5953","25.0136","03-09-2020.csv"
"Macau","Macau","2020-03-06T10:23:03","10","0","10","22.1667","113.5500","03-09-2020.csv"
"","Azerbaijan","2020-03-07T02:13:09","9","0","0","40.1431","47.5769","03-09-2020.csv"
"","Costa Rica","2020-03-09T09:03:03","9","0","0","9.7489","-83.7534","03-09-2020.csv"
"","Hungary","2020-03-09T09:43:03","9","0","0","47.1625","19.5033","03-09-2020.csv"
"San Francisco County, CA","US","2020-03-08T01:23:12","9","0","0","37.7749","-122.4194","03-09-2020.csv"
"","Chile","2020-03-08T15:43:03","8","0","0","-35.6751","-71.5430","03-09-2020.csv"
"Suffolk County, MA","US","2020-03-08T21:13:14","8","0","1","42.3601","-71.0589","03-09-2020.csv"
"Washington County, OR","US","2020-03-08T19:43:03","8","0","0","45.5470","-123.1386","03-09-2020.csv"
"South Australia","Australia","2020-03-06T04:23:08","7","0","2","-34.9285","138.6007","03-09-2020.csv"
"Alberta","Canada","2020-03-09T17:53:24","7","0","0","53.9333","-116.5765","03-09-2020.csv"
"","Mexico","2020-03-08T05:13:06","7","0","1","23.0000","-102.0000","03-09-2020.csv"
"","Peru","2020-03-09T10:13:23","7","0","0","-9.1900","-75.0152","03-09-2020.csv"
"Cook County, IL","US","2020-03-08T20:23:09","7","0","2","41.7377","-87.6976","03-09-2020.csv"
"Middlesex County, MA","US","2020-03-08T21:13:12","7","0","0","42.4672","-71.2874","03-09-2020.csv"
"Placer County, CA","US","2020-03-09T08:23:03","7","1","0","39.0916","-120.8039","03-09-2020.csv"
"","Belarus","2020-03-09T11:33:10","6","0","1","53.7098","27.9534","03-09-2020.csv"
"","Latvia","2020-03-09T09:13:18","6","0","0","56.8796","24.6032","03-09-2020.csv"
"","Pakistan","2020-03-08T04:53:02","6","0","1","30.3753","69.3451","03-09-2020.csv"
"Fort Bend County, TX","US","2020-03-08T17:33:03","6","0","0","29.5693","-95.8143","03-09-2020.csv"
"Harris County, TX","US","2020-03-09T09:13:19","6","0","0","29.7752","-95.3103","03-09-2020.csv"
"Norfolk County, MA","US","2020-03-08T21:13:14","6","0","0","42.1767","-71.1449","03-09-2020.csv"
"","Dominican Republic","2020-03-08T17:23:08","5","0","0","18.7357","-70.1627","03-09-2020.csv"
"","French Guiana","2020-03-07T03:23:05","5","0","0","3.9339","-53.1258","03-09-2020.csv"
"","New Zealand","2020-03-07T02:03:29","5","0","0","-40.9006","174.8860","03-09-2020.csv"
"Fulton County, GA","US","2020-03-09T18:53:13","5","0","0","33.8034","-84.3963","03-09-2020.csv"
"Montgomery County, PA","US","2020-03-09T18:33:03","5","0","0","40.2290","-75.3879","03-09-2020.csv"
"Unassigned Location, WA","US","2020-03-06T00:33:03","5","0","0","47.7511","-120.7401","03-09-2020.csv"
"","Afghanistan","2020-03-08T04:53:03","4","0","0","33.0000","65.0000","03-09-2020.csv"
"Western Australia","Australia","2020-03-09T18:33:03","4","1","0","-31.9505","115.8605","03-09-2020.csv"
"","Bulgaria","2020-03-09T14:43:03","4","0","0","42.7339","25.4858","03-09-2020.csv"
"","Maldives","2020-03-08T21:13:10","4","0","0","3.2028","73.2207","03-09-2020.csv"
"","Senegal","2020-03-08T20:23:08","4","0","1","14.4974","-14.4524","03-09-2020.csv"
"Bergen County, NJ","US","2020-03-08T21:23:03","4","0","0","40.9263","-74.0770","03-09-2020.csv"
"Grafton County, NH","US","2020-03-08T17:53:03","4","0","0","43.9088","-71.8260","03-09-2020.csv"
"Kershaw County, SC","US","2020-03-09T00:03:07","4","0","0","34.3672","-80.5883","03-09-2020.csv"
"Montgomery County, MD","US","2020-03-08T21:53:04","4","0","0","39.1547","-77.2405","03-09-2020.csv"
"Orange County, CA","US","2020-03-09T00:23:10","4","0","0","33.7879","-117.8531","03-09-2020.csv"
"Pierce County, WA","US","2020-03-08T21:43:03","4","0","0","47.0676","-122.1295","03-09-2020.csv"
"Rockland County, NY","US","2020-03-09T17:33:13","4","0","0","41.1489","-73.9830","03-09-2020.csv"
"","Bangladesh","2020-03-08T10:53:02","3","0","0","23.6850","90.3563","03-09-2020.csv"
"","Bosnia and Herzegovina","2020-03-07T02:13:09","3","0","0","43.9159","17.6791","03-09-2020.csv"
"Quebec","Canada","2020-03-09T08:43:03","3","0","0","52.9399","-73.5491","03-09-2020.csv"
"","Luxembourg","2020-03-08T05:13:06","3","0","0","49.8144","6.1317","03-09-2020.csv"
"","Malta","2020-03-08T09:13:16","3","0","0","35.9375","14.3754","03-09-2020.csv"
"","North Macedonia","2020-03-06T20:23:11","3","0","0","41.6086","21.7453","03-09-2020.csv"
"","Slovakia","2020-03-08T09:13:15","3","0","0","48.6690","19.6990","03-09-2020.csv"
"","South Africa","2020-03-08T10:23:04","3","0","0","-30.5595","22.9375","03-09-2020.csv"
"Broward County, FL","US","2020-03-09T08:53:03","3","0","0","26.1901","-80.3659","03-09-2020.csv"
"Cobb County, GA","US","2020-03-09T03:53:03","3","0","0","33.8999","-84.5641","03-09-2020.csv"
"Douglas County, CO","US","2020-03-07T01:53:03","3","0","0","39.2587","-104.9389","03-09-2020.csv"
"Douglas County, NE","US","2020-03-09T00:53:03","3","0","0","41.3148","-96.1951","03-09-2020.csv"
"Johnson County, IA","US","2020-03-09T08:43:03","3","0","0","41.6699","-91.5984","03-09-2020.csv"
"Maricopa County, AZ","US","2020-03-07T19:53:02","3","0","1","33.2918","-112.4291","03-09-2020.csv"
"Providence County, RI","US","2020-03-07T02:23:08","3","0","0","41.8882","-71.4774","03-09-2020.csv"
"San Diego County, CA","US","2020-03-05T20:33:03","3","0","1","32.7157","-117.1611","03-09-2020.csv"
"Sonoma County, CA","US","2020-03-09T12:03:07","3","0","0","38.5780","-122.9888","03-09-2020.csv"
"","Albania","2020-03-09T09:03:03","2","0","0","41.1533","20.1683","03-09-2020.csv"
"Tasmania","Australia","2020-03-08T05:43:04","2","0","0","-41.4545","145.9707","03-09-2020.csv"
"","Cambodia","2020-03-08T04:53:03","2","0","1","11.5500","104.9167","03-09-2020.csv"
"","Cameroon","2020-03-08T05:23:03","2","0","0","3.8480","11.5021","03-09-2020.csv"
"","Cyprus","2020-03-09T18:33:03","2","0","0","35.1264","33.4299","03-09-2020.csv"
"","Faroe Islands","2020-03-08T05:13:07","2","0","0","61.8926","-6.9118","03-09-2020.csv"
"","Martinique","2020-03-07T03:23:05","2","0","0","14.6415","-61.0242","03-09-2020.csv"
"","Morocco","2020-03-05T13:53:03","2","0","0","31.7917","-7.0926","03-09-2020.csv"
"","Nigeria","2020-03-09T09:43:03","2","0","0","9.0820","8.6753","03-09-2020.csv"
"","St. Martin","2020-03-09T10:43:06","2","0","0","18.0708","-63.0501","03-09-2020.csv"
"","Tunisia","2020-03-08T21:13:10","2","0","0","33.8869","9.5375","03-09-2020.csv"
"Alameda County, CA","US","2020-03-07T13:13:14","2","0","0","37.6017","-121.7195","03-09-2020.csv"
"Clark County, NV","US","2020-03-08T21:43:03","2","0","0","36.0796","-115.0940","03-09-2020.csv"
"Denver County, CO","US","2020-03-06T23:33:02","2","0","0","39.7392","-104.9903","03-09-2020.csv"
"Fairfax County, VA","US","2020-03-08T21:33:02","2","0","0","38.9085","-77.2405","03-09-2020.csv"
"Harrison County, KY","US","2020-03-09T08:43:03","2","0","0","38.4333","-84.3542","03-09-2020.csv"
"Hendricks County, IN","US","2020-03-09T08:23:03","2","0","0","39.8065","-86.5401","03-09-2020.csv"
"Hillsborough, FL","US","2020-03-03T18:33:02","2","0","0","27.9904","-82.3018","03-09-2020.csv"
"Honolulu County, HI","US","2020-03-09T03:43:03","2","0","0","21.3070","-157.8584","03-09-2020.csv"
"Jackson County, OR ","US","2020-03-08T00:13:16","2","0","0","42.3345","-122.7647","03-09-2020.csv"
"Lee County, FL","US","2020-03-08T15:33:04","2","1","0","26.6630","-81.9535","03-09-2020.csv"
"Manatee County, FL","US","2020-03-09T08:53:03","2","0","0","27.4799","-82.3452","03-09-2020.csv"
"Pinal County, AZ","US","2020-03-07T17:13:23","2","0","0","32.8162","-111.2845","03-09-2020.csv"
"Sacramento County, CA","US","2020-02-27T20:33:02","2","0","0","38.4747","-121.3542","03-09-2020.csv"
"San Benito, CA","US","2020-02-03T03:53:02","2","0","0","36.5761","-120.9876","03-09-2020.csv"
"San Mateo, CA","US","2020-03-03T00:43:02","2","0","0","37.5630","-122.3255","03-09-2020.csv"
"Saratoga County, NY","US","2020-03-07T18:23:05","2","0","0","43.0324","-73.9360","03-09-2020.csv"
"Summit County, CO","US","2020-03-06T01:29:39","2","0","0","39.5912","-106.0640","03-09-2020.csv"
"Washington, D.C.","US","2020-03-08T13:53:03","2","0","0","38.9072","-77.0369","03-09-2020.csv"
"Washoe County, NV","US","2020-03-08T21:43:03","2","0","0","40.5608","-119.6035","03-09-2020.csv"
"","Andorra","2020-03-02T20:23:16","1","0","0","42.5063","1.5218","03-09-2020.csv"
"","Armenia","2020-03-01T19:53:02","1","0","0","40.0691","45.0382","03-09-2020.csv"
"","Bhutan","2020-03-06T15:43:02","1","0","0","27.5142","90.4336","03-09-2020.csv"
"","Brunei","2020-03-09T18:33:03","1","0","0","4.5353","114.7277","03-09-2020.csv"
"","Colombia","2020-03-07T00:43:02","1","0","0","4.5709","-74.2973","03-09-2020.csv"
"","Gibraltar","2020-03-04T13:03:13","1","0","0","36.1408","-5.3536","03-09-2020.csv"
"","Jordan","2020-03-03T15:33:02","1","0","0","31.2400","36.5100","03-09-2020.csv"
"","Liechtenstein","2020-03-04T01:33:07","1","0","0","47.1400","9.5500","03-09-2020.csv"
"","Lithuania","2020-02-28T16:23:03","1","0","0","55.1694","23.8813","03-09-2020.csv"
"Tibet","Mainland China","2020-02-12T06:43:02","1","0","1","31.6927","88.0924","03-09-2020.csv"
"","Moldova","2020-03-09T14:43:03","1","0","0","47.4116","28.3699","03-09-2020.csv"
"","Monaco","2020-02-29T00:33:01","1","0","0","43.7333","7.4167","03-09-2020.csv"
"","Nepal","2020-02-12T14:43:03","1","0","1","28.1667","84.2500","03-09-2020.csv"
"","Paraguay","2020-03-08T09:13:16","1","0","0","-23.4425","-58.4438","03-09-2020.csv"
"","Saint Barthelemy","2020-03-09T10:43:06","1","0","0","17.9000","-62.8333","03-09-2020.csv"
"","Serbia","2020-03-06T15:43:02","1","0","0","44.0165","21.0059","03-09-2020.csv"
"","Sri Lanka","2020-02-08T03:43:03","1","0","1","7.0000","81.0000","03-09-2020.csv"
"","Togo","2020-03-07T02:13:09","1","0","0","8.6195","0.8248","03-09-2020.csv"
"Bennington County, VT","US","2020-03-09T08:53:03","1","0","0","43.0279","-73.1350","03-09-2020.csv"
"Berkshire County, MA","US","2020-03-08T00:43:03","1","0","0","42.3118","-73.1822","03-09-2020.csv"
"Carver County, MN","US","2020-03-09T08:43:02","1","0","0","44.8254","-93.7842","03-09-2020.csv"
"Charleston County, SC","US","2020-03-07T01:53:03","1","0","0","32.7957","-79.7848","03-09-2020.csv"
"Charlotte County, FL","US","2020-03-09T08:53:03","1","0","0","26.8946","-81.9098","03-09-2020.csv"
"Chatham County, NC","US","2020-03-06T16:13:15","1","0","0","35.7211","-79.1781","03-09-2020.csv"
"Cherokee County, GA","US","2020-03-09T03:53:03","1","0","0","34.2515","-84.4803","03-09-2020.csv"
"Clark County, WA","US","2020-03-07T20:03:07","1","0","0","45.7466","-122.5194","03-09-2020.csv"
"Collin County, TX","US","2020-03-09T18:53:13","1","0","0","33.1795","-96.4930","03-09-2020.csv"
"Davidson County, TN","US","2020-03-08T18:03:06","1","0","0","36.1343","-86.8220","03-09-2020.csv"
"Davis County, UT","US","2020-03-07T04:43:02","1","0","0","40.9629","-112.0953","03-09-2020.csv"
"Delaware County, PA","US","2020-03-06T15:33:03","1","0","0","39.9078","-75.3879","03-09-2020.csv"
"Douglas County, OR","US","2020-03-08T19:53:03","1","0","0","43.1261","-123.2492","03-09-2020.csv"
"El Paso County, CO","US","2020-03-07T01:13:21","1","0","0","38.9108","-104.4723","03-09-2020.csv"
"Fairfield County, CT","US","2020-03-08T21:23:03","1","0","0","41.2560","-73.3709","03-09-2020.csv"
"Fayette County, KY","US","2020-03-06T23:23:03","1","0","0","38.0606","-84.4803","03-09-2020.csv"
"Fresno County, CA","US","2020-03-08T04:23:15","1","0","0","36.9859","-119.2321","03-09-2020.csv"
"Grant County, WA","US","2020-03-09T08:43:03","1","1","0","47.1981","-119.3732","03-09-2020.csv"
"Harford County, MD","US","2020-03-08T21:53:03","1","0","0","39.5839","-76.3637","03-09-2020.csv"
"Hudson County, NJ","US","2020-03-08T19:43:03","1","0","0","40.7453","-74.0535","03-09-2020.csv"
"Humboldt County, CA","US","2020-02-21T05:13:09","1","0","0","40.7450","-123.8695","03-09-2020.csv"
"Jefferson County, KY","US","2020-03-09T00:23:10","1","0","0","38.1938","-85.6435","03-09-2020.csv"
"Jefferson County, WA","US","2020-03-07T16:43:02","1","0","0","47.7425","-123.3040","03-09-2020.csv"
"Jefferson Parish, LA","US","2020-03-09T18:53:13","1","0","0","29.6499","-90.1121","03-09-2020.csv"
"Johnson County, KS","US","2020-03-08T00:33:02","1","0","0","38.8454","-94.8521","03-09-2020.csv"
"Kittitas County, WA","US","2020-03-08T00:43:03","1","0","0","47.1750","-120.9319","03-09-2020.csv"
"Klamath County, OR","US","2020-03-07T20:13:14","1","0","0","42.6953","-121.6142","03-09-2020.csv"
"Madera County, CA","US","2020-03-07T20:13:14","1","0","0","37.2519","-119.6963","03-09-2020.csv"
"Madison, WI","US","2020-03-03T15:53:03","1","0","1","43.0731","-89.4012","03-09-2020.csv"
"Marion County, IN","US","2020-03-06T17:13:12","1","0","0","39.8362","-86.1752","03-09-2020.csv"
"Marion County, OR","US","2020-03-08T19:43:03","1","0","0","44.8446","-122.5927","03-09-2020.csv"
"Okaloosa County, FL","US","2020-03-08T03:03:08","1","0","0","30.5773","-86.6611","03-09-2020.csv"
"Plymouth County, MA","US","2020-03-07T03:53:03","1","0","0","42.1615","-70.7928","03-09-2020.csv"
"Polk County, GA","US","2020-03-08T04:13:22","1","0","0","34.0132","-85.1479","03-09-2020.csv"
"Ramsey County, MN","US","2020-03-06T23:23:03","1","0","0","44.9964","-93.0616","03-09-2020.csv"
"Riverside County, CA","US","2020-03-08T10:33:03","1","0","0","33.9533","-117.3961","03-09-2020.csv"
"Rockingham County, NH","US","2020-03-09T22:43:25","1","0","0","42.9931","-71.0498","03-09-2020.csv"
"San Antonio, TX","US","2020-02-13T18:53:02","1","0","0","29.4241","-98.4936","03-09-2020.csv"
"Santa Rosa County, FL","US","2020-03-08T15:33:04","1","1","0","30.7690","-86.9824","03-09-2020.csv"
"Sarasota, FL","US","2020-03-02T03:23:06","1","0","0","27.3364","-82.5307","03-09-2020.csv"
"Shasta County, CA","US","2020-03-09T03:43:03","1","0","0","40.7909","-121.8474","03-09-2020.csv"
"Shelby County, TN","US","2020-03-08T16:13:36","1","0","0","35.1269","-89.9253","03-09-2020.csv"
"Spartanburg County, SC","US","2020-03-09T00:03:07","1","0","0","34.8606","-81.9535","03-09-2020.csv"
"Spokane County, WA","US","2020-03-08T21:53:04","1","0","0","47.6587","-117.4225","03-09-2020.csv"
"St. Louis County, MO","US","2020-03-08T11:23:08","1","0","0","38.6103","-90.4125","03-09-2020.csv"
"Suffolk County, NY","US","2020-03-08T16:03:05","1","0","0","40.9849","-72.6151","03-09-2020.csv"
"Tulsa County, OK","US","2020-03-07T04:43:02","1","0","0","36.1593","-95.9410","03-09-2020.csv"
"Ulster County, NY","US","2020-03-08T16:23:07","1","0","0","41.8586","-74.3118","03-09-2020.csv"
"Umatilla, OR","US","2020-03-02T20:23:16","1","0","0","45.7750","-118.7606","03-09-2020.csv"
"Unknown Location, MA","US","2020-03-08T21:23:03","1","0","0","42.4072","-71.3824","03-09-2020.csv"
"Volusia County, FL","US","2020-03-08T03:03:08","1","0","0","29.0280","-81.0755","03-09-2020.csv"
"Wake County, NC","US","2020-03-03T20:53:02","1","0","0","35.8032","-78.5661","03-09-2020.csv"
"Wayne County, PA","US","2020-03-06T16:13:15","1","0","0","41.6739","-75.2479","03-09-2020.csv"
"Williamson County, TN","US","2020-03-05T23:33:03","1","0","0","35.9179","-86.8622","03-09-2020.csv"
"Yolo County, CA","US","2020-03-06T20:13:14","1","0","0","38.7646","-121.9018","03-09-2020.csv"
"","Ukraine","2020-03-03T15:33:02","1","0","0","48.3794","31.1656","03-09-2020.csv"
"","Vatican City","2020-03-06T15:43:02","1","0","0","41.9029","12.4534","03-09-2020.csv"
"From Diamond Princess","Australia","2020-02-29T02:03:10","0","0","0","35.4437","139.6380","03-09-2020.csv"
"Northern Territory","Australia","2020-03-06T04:33:03","0","0","0","-12.4634","130.8456","03-09-2020.csv"
"Lackland, TX (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","29.3829","-98.6134","03-09-2020.csv"
"Montgomery County, TX","US","2020-03-07T19:53:02","0","0","0","30.3213","-95.4778","03-09-2020.csv"
"Omaha, NE (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","41.2545","-95.9758","03-09-2020.csv"
"Travis, CA (From Diamond Princess)","US","2020-02-24T23:33:02","0","0","0","38.2721","-121.9399","03-09-2020.csv"
