Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,CSV File Name,Date Reported
Hubei,Mainland China,2020-02-09T23:33:02,29631,871,1795,02-09-2020.csv,02-09-2020
Guangdong,Mainland China,2020-02-09T15:03:05,1131,1,141,02-09-2020.csv,02-09-2020
Zhejiang,Mainland China,2020-02-09T12:03:04,1075,0,201,02-09-2020.csv,02-09-2020
Henan,Mainland China,2020-02-09T11:23:08,1033,6,153,02-09-2020.csv,02-09-2020
Hunan,Mainland China,2020-02-09T12:33:01,838,1,186,02-09-2020.csv,02-09-2020
Anhui,Mainland China,2020-02-09T09:33:02,779,1,72,02-09-2020.csv,02-09-2020
Jiangxi,Mainland China,2020-02-09T11:33:12,740,0,73,02-09-2020.csv,02-09-2020
Chongqing,Mainland China,2020-02-09T23:53:02,468,2,51,02-09-2020.csv,02-09-2020
Jiangsu,Mainland China,2020-02-09T10:23:11,468,0,71,02-09-2020.csv,02-09-2020
Shandong,Mainland China,2020-02-09T15:03:05,444,1,63,02-09-2020.csv,02-09-2020
Sichuan,Mainland China,2020-02-09T12:43:01,386,1,71,02-09-2020.csv,02-09-2020
Beijing,Mainland China,2020-02-09T03:43:02,326,2,37,02-09-2020.csv,02-09-2020
Heilongjiang,Mainland China,2020-02-09T08:43:05,307,6,14,02-09-2020.csv,02-09-2020
Shanghai,Mainland China,2020-02-09T06:33:01,293,1,44,02-09-2020.csv,02-09-2020
Fujian,Mainland China,2020-02-09T09:13:11,250,0,35,02-09-2020.csv,02-09-2020
Shaanxi,Mainland China,2020-02-09T03:03:09,208,0,25,02-09-2020.csv,02-09-2020
Hebei,Mainland China,2020-02-09T12:43:01,206,2,34,02-09-2020.csv,02-09-2020
Guangxi,Mainland China,2020-02-09T00:33:07,195,1,18,02-09-2020.csv,02-09-2020
Yunnan,Mainland China,2020-02-09T08:53:02,141,0,18,02-09-2020.csv,02-09-2020
Hainan,Mainland China,2020-02-09T13:33:02,131,3,19,02-09-2020.csv,02-09-2020
Shanxi,Mainland China,2020-02-09T23:43:02,119,0,25,02-09-2020.csv,02-09-2020
Liaoning,Mainland China,2020-02-09T12:23:03,107,0,12,02-09-2020.csv,02-09-2020
Guizhou,Mainland China,2020-02-09T09:53:02,99,1,7,02-09-2020.csv,02-09-2020
Tianjin,Mainland China,2020-02-09T23:43:02,91,1,4,02-09-2020.csv,02-09-2020
Gansu,Mainland China,2020-02-09T23:33:02,83,2,16,02-09-2020.csv,02-09-2020
Jilin,Mainland China,2020-02-09T09:03:04,78,1,12,02-09-2020.csv,02-09-2020
Diamond Princess cruise ship,Others,2020-02-09T06:13:11,64,0,0,02-09-2020.csv,02-09-2020
Inner Mongolia,Mainland China,2020-02-09T02:23:07,54,0,5,02-09-2020.csv,02-09-2020
Ningxia,Mainland China,2020-02-09T02:03:11,45,0,13,02-09-2020.csv,02-09-2020
