Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,CSV File Name,Date Reported
Yunnan,China,2020-03-16T23:53:02,176,2,172,24.9740,101.4870,03-20-2020.csv,03-20-2020
Ohio,US,2020-03-20T23:43:03,173,2,0,40.3888,-82.7649,03-20-2020.csv,03-20-2020
North Carolina,US,2020-03-20T23:43:03,172,0,0,35.6301,-79.8064,03-20-2020.csv,03-20-2020
Hainan,China,2020-03-16T14:38:45,168,6,161,19.1959,109.7453,03-20-2020.csv,03-20-2020
,Mexico,2020-03-20T14:13:08,164,1,4,23.6345,-102.5528,03-20-2020.csv,03-20-2020
,Lebanon,2020-03-20T14:43:04,163,4,4,33.8547,35.8623,03-20-2020.csv,03-20-2020
,Kuwait,2020-03-20T14:43:04,159,0,18,29.3117,47.4818,03-20-2020.csv,03-20-2020
Maryland,US,2020-03-20T16:43:10,149,1,0,39.0639,-76.8021,03-20-2020.csv,03-20-2020
Alberta,Canada,2020-03-20T03:13:18,146,1,0,53.9333,-116.5765,03-20-2020.csv,03-20-2020
Guizhou,China,2020-03-18T01:53:03,146,2,144,26.8154,106.8748,03-20-2020.csv,03-20-2020
,San Marino,2020-03-20T01:43:03,144,14,4,43.9424,12.4578,03-20-2020.csv,03-20-2020
,United Arab Emirates,2020-03-20T23:13:09,140,2,31,23.4241,53.8478,03-20-2020.csv,03-20-2020
Quebec,Canada,2020-03-20T21:13:29,139,1,0,52.9399,-73.5491,03-20-2020.csv,03-20-2020
Tianjin,China,2020-03-19T23:43:03,137,3,133,39.3054,117.3230,03-20-2020.csv,03-20-2020
,Panama,2020-03-20T02:13:50,137,1,0,8.5380,-80.7821,03-20-2020.csv,03-20-2020
,Slovakia,2020-03-20T16:13:11,137,1,0,48.6690,19.6990,03-20-2020.csv,03-20-2020
,Armenia,2020-03-20T14:43:04,136,0,1,40.0691,45.0382,03-20-2020.csv,03-20-2020
,Serbia,2020-03-20T20:43:02,135,1,1,44.0165,21.0059,03-20-2020.csv,03-20-2020
,Taiwan*,2020-03-20T09:43:03,135,2,26,23.7000,121.0000,03-20-2020.csv,03-20-2020
Gansu,China,2020-03-20T00:13:24,134,2,98,36.0611,103.8343,03-20-2020.csv,03-20-2020
Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922,03-20-2020.csv,03-20-2020
,Argentina,2020-03-20T02:43:10,128,3,3,-38.4161,-63.6167,03-20-2020.csv,03-20-2020
,Colombia,2020-03-20T14:13:08,128,0,1,4.5709,-74.2973,03-20-2020.csv,03-20-2020
,Croatia,2020-03-20T20:43:02,128,1,5,45.1000,15.2000,03-20-2020.csv,03-20-2020
,Bulgaria,2020-03-20T16:13:11,127,3,0,42.7339,25.4858,03-20-2020.csv,03-20-2020
Liaoning,China,2020-03-20T01:43:03,126,2,122,41.2956,122.6085,03-20-2020.csv,03-20-2020
South Carolina,US,2020-03-20T23:43:03,126,1,0,33.8569,-80.9450,03-20-2020.csv,03-20-2020
Virginia,US,2020-03-20T23:43:03,122,2,0,37.7693,-78.1700,03-20-2020.csv,03-20-2020
Victoria,Australia,2020-03-18T12:13:09,121,0,8,-37.8136,144.9631,03-20-2020.csv,03-20-2020
Minnesota,US,2020-03-20T19:13:30,115,0,0,45.6945,-93.9002,03-20-2020.csv,03-20-2020
Nevada,US,2020-03-20T23:43:03,114,1,0,38.3135,-117.0554,03-20-2020.csv,03-20-2020
Oregon,US,2020-03-20T21:43:03,114,3,0,44.5720,-122.0709,03-20-2020.csv,03-20-2020
,Latvia,2020-03-20T14:43:04,111,0,1,56.8796,24.6032,03-20-2020.csv,03-20-2020
Arkansas,US,2020-03-20T21:43:03,96,0,0,34.9697,-92.3731,03-20-2020.csv,03-20-2020
,Uruguay,2020-03-20T01:43:03,94,0,0,-32.5228,-55.7658,03-20-2020.csv,03-20-2020
Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923,03-20-2020.csv,03-20-2020
,Vietnam,2020-03-20T20:43:02,91,0,16,14.0583,108.2772,03-20-2020.csv,03-20-2020
,Algeria,2020-03-20T15:43:24,90,11,32,28.0339,1.6596,03-20-2020.csv,03-20-2020
,Bosnia and Herzegovina,2020-03-20T20:43:02,89,0,2,43.9159,17.6791,03-20-2020.csv,03-20-2020
,Costa Rica,2020-03-20T14:13:08,89,1,0,9.7489,-83.7534,03-20-2020.csv,03-20-2020
Indiana,US,2020-03-20T21:43:03,86,2,0,39.8494,-86.2583,03-20-2020.csv,03-20-2020
,Hungary,2020-03-20T14:43:04,85,3,2,47.1625,19.5033,03-20-2020.csv,03-20-2020
,Jordan,2020-03-20T20:43:02,85,0,1,30.5852,36.2384,03-20-2020.csv,03-20-2020
Alabama,US,2020-03-20T21:43:03,83,0,0,32.3182,-86.9023,03-20-2020.csv,03-20-2020
Faroe Islands,Denmark,2020-03-20T15:13:21,80,0,0,61.8926,-6.9118,03-20-2020.csv,03-20-2020
Mississippi,US,2020-03-20T16:43:10,80,1,0,32.7416,-89.6787,03-20-2020.csv,03-20-2020
,Brunei,2020-03-20T15:43:24,78,0,1,4.5353,114.7277,03-20-2020.csv,03-20-2020
Arizona,US,2020-03-20T19:13:30,78,0,0,33.7298,-111.4312,03-20-2020.csv,03-20-2020
Utah,US,2020-03-20T16:13:23,78,0,0,40.1500,-111.8624,03-20-2020.csv,03-20-2020
,Morocco,2020-03-20T20:43:02,77,3,1,31.7917,-7.0926,03-20-2020.csv,03-20-2020
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401,03-20-2020.csv,03-20-2020
,Andorra,2020-03-20T15:13:21,75,0,1,42.5063,1.5218,03-20-2020.csv,03-20-2020
Inner Mongolia,China,2020-03-19T01:03:02,75,1,74,44.0935,113.9448,03-20-2020.csv,03-20-2020
Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655,03-20-2020.csv,03-20-2020
,Sri Lanka,2020-03-20T16:13:11,73,0,3,7.8731,80.7718,03-20-2020.csv,03-20-2020
,Dominican Republic,2020-03-20T20:43:03,72,2,0,18.7357,-70.1627,03-20-2020.csv,03-20-2020
District of Columbia,US,2020-03-20T19:13:30,71,1,0,38.8974,-77.0268,03-20-2020.csv,03-20-2020
,Albania,2020-03-20T15:13:21,70,2,0,41.1533,20.1683,03-20-2020.csv,03-20-2020
,Belarus,2020-03-20T14:43:04,69,0,5,53.7098,27.9534,03-20-2020.csv,03-20-2020
,Cyprus,2020-03-19T18:13:29,67,0,0,35.1264,33.4299,03-20-2020.csv,03-20-2020
,North Macedonia,2020-03-20T14:43:04,67,0,1,41.6086,21.7453,03-20-2020.csv,03-20-2020
,Moldova,2020-03-20T16:13:11,66,1,1,47.4116,28.3699,03-20-2020.csv,03-20-2020
Western Australia,Australia,2020-03-20T21:13:30,64,1,0,-31.9505,115.8605,03-20-2020.csv,03-20-2020
,Malta,2020-03-20T15:13:21,64,0,2,35.9375,14.3754,03-20-2020.csv,03-20-2020
Maine,US,2020-03-20T19:13:30,56,0,0,44.6939,-69.3819,03-20-2020.csv,03-20-2020
,Tunisia,2020-03-20T15:13:21,54,1,0,33.8869,9.5375,03-20-2020.csv,03-20-2020
Rhode Island,US,2020-03-20T19:43:03,54,0,0,41.6809,-71.5118,03-20-2020.csv,03-20-2020
Missouri,US,2020-03-20T21:43:03,53,2,0,38.4561,-92.2884,03-20-2020.csv,03-20-2020
,Cambodia,2020-03-20T15:43:24,51,0,1,12.5657,104.9910,03-20-2020.csv,03-20-2020
South Australia,Australia,2020-03-20T21:13:30,50,0,3,-34.9285,138.6007,03-20-2020.csv,03-20-2020
,Kazakhstan,2020-03-20T14:13:08,49,3,0,48.0196,66.9237,03-20-2020.csv,03-20-2020
,Lithuania,2020-03-20T15:43:24,49,0,1,55.1694,23.8813,03-20-2020.csv,03-20-2020
Diamond Princess,US,2020-03-20T19:43:03,49,0,0,35.4437,139.6380,03-20-2020.csv,03-20-2020
Oklahoma,US,2020-03-20T19:43:03,49,1,0,35.5653,-96.9289,03-20-2020.csv,03-20-2020
,Oman,2020-03-19T20:13:34,48,0,12,21.4735,55.9754,03-20-2020.csv,03-20-2020
Kentucky,US,2020-03-20T16:13:22,47,2,0,37.6681,-84.6701,03-20-2020.csv,03-20-2020
,Guadeloupe,2020-03-20T10:13:38,45,0,0,16.2650,-61.5510,03-20-2020.csv,03-20-2020
Iowa,US,2020-03-20T19:43:03,45,0,0,42.0115,-93.2105,03-20-2020.csv,03-20-2020
,Azerbaijan,2020-03-19T16:13:36,44,1,6,40.1431,47.5769,03-20-2020.csv,03-20-2020
Kansas,US,2020-03-20T21:43:03,44,1,0,38.5266,-96.7265,03-20-2020.csv,03-20-2020
New Hampshire,US,2020-03-19T23:43:04,44,0,0,43.4525,-71.5639,03-20-2020.csv,03-20-2020
,Georgia,2020-03-20T14:43:04,43,0,1,42.3154,43.3569,03-20-2020.csv,03-20-2020
New Mexico,US,2020-03-20T21:43:03,43,0,0,34.8405,-106.2485,03-20-2020.csv,03-20-2020
,Venezuela,2020-03-19T20:13:34,42,0,0,6.4238,-66.5897,03-20-2020.csv,03-20-2020
,Burkina Faso,2020-03-20T15:13:21,40,1,0,12.2383,-1.5616,03-20-2020.csv,03-20-2020
,New Zealand,2020-03-20T02:13:50,39,0,0,-40.9006,174.8860,03-20-2020.csv,03-20-2020
,Senegal,2020-03-20T15:43:24,38,0,2,14.4974,-14.4524,03-20-2020.csv,03-20-2020
Delaware,US,2020-03-20T19:43:03,38,0,0,39.3185,-75.5071,03-20-2020.csv,03-20-2020
Nebraska,US,2020-03-20T21:43:03,37,0,0,41.1254,-98.2681,03-20-2020.csv,03-20-2020
,Uzbekistan,2020-03-20T14:43:04,33,0,0,41.3775,64.5853,03-20-2020.csv,03-20-2020
,Martinique,2020-03-20T10:13:37,32,1,0,14.6415,-61.0242,03-20-2020.csv,03-20-2020
Vermont,US,2020-03-20T21:43:03,29,2,0,44.0459,-72.7107,03-20-2020.csv,03-20-2020
,Ukraine,2020-03-20T20:43:03,29,3,0,48.3794,31.1656,03-20-2020.csv,03-20-2020
,Liechtenstein,2020-03-18T19:14:33,28,0,0,47.1660,9.5554,03-20-2020.csv,03-20-2020
,Reunion,2020-03-20T02:13:59,28,0,0,-21.1151,55.5364,03-20-2020.csv,03-20-2020
Hawaii,US,2020-03-20T02:43:10,26,0,0,21.0943,-157.4983,03-20-2020.csv,03-20-2020
,Afghanistan,2020-03-20T14:43:04,24,0,1,33.9391,67.7100,03-20-2020.csv,03-20-2020
,Honduras,2020-03-20T14:13:08,24,0,0,15.2000,-86.2419,03-20-2020.csv,03-20-2020
Grand Princess,US,2020-03-20T19:43:03,23,0,0,37.6489,-122.6655,03-20-2020.csv,03-20-2020
Idaho,US,2020-03-20T02:43:10,23,0,0,44.2405,-114.4788,03-20-2020.csv,03-20-2020
,Bangladesh,2020-03-20T15:13:21,20,1,3,23.6850,90.3563,03-20-2020.csv,03-20-2020
,Cameroon,2020-03-20T14:43:04,20,0,0,3.8480,11.5021,03-20-2020.csv,03-20-2020
Saskatchewan,Canada,2020-03-20T03:13:18,20,0,0,52.9399,-106.4509,03-20-2020.csv,03-20-2020
North Dakota,US,2020-03-20T02:43:10,19,0,0,47.5289,-99.7840,03-20-2020.csv,03-20-2020
Wyoming,US,2020-03-20T22:14:43,19,0,0,42.7560,-107.3025,03-20-2020.csv,03-20-2020
Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956,03-20-2020.csv,03-20-2020
,Congo (Kinshasa),2020-03-20T14:43:04,18,0,0,-4.0383,21.7587,03-20-2020.csv,03-20-2020
Manitoba,Canada,2020-03-19T03:13:26,17,0,0,53.7609,-98.8139,03-20-2020.csv,03-20-2020
Macau,China,2020-03-19T01:02:56,17,0,10,22.1667,113.5500,03-20-2020.csv,03-20-2020
,Rwanda,2020-03-20T20:43:03,17,0,0,-1.9403,29.8739,03-20-2020.csv,03-20-2020
,Cuba,2020-03-20T02:43:10,16,1,0,21.5218,-77.7812,03-20-2020.csv,03-20-2020
,Ghana,2020-03-20T15:43:24,16,0,0,7.9465,-1.0232,03-20-2020.csv,03-20-2020
,Jamaica,2020-03-20T14:13:11,16,1,2,18.1096,-77.2975,03-20-2020.csv,03-20-2020
,Bolivia,2020-03-20T02:43:10,15,0,0,-16.2902,-63.5887,03-20-2020.csv,03-20-2020
Nova Scotia,Canada,2020-03-20T21:13:29,15,0,0,44.6820,-63.7443,03-20-2020.csv,03-20-2020
,French Guiana,2020-03-20T10:13:39,15,0,0,3.9339,-53.1258,03-20-2020.csv,03-20-2020
Montana,US,2020-03-20T16:43:10,15,0,0,46.9219,-110.4544,03-20-2020.csv,03-20-2020
,Montenegro,2020-03-20T20:43:03,14,0,0,42.7087,19.3744,03-20-2020.csv,03-20-2020
Guam,US,2020-03-20T16:43:10,14,0,0,13.4443,144.7937,03-20-2020.csv,03-20-2020
Puerto Rico,US,2020-03-20T22:13:55,14,0,0,18.2208,-66.5901,03-20-2020.csv,03-20-2020
South Dakota,US,2020-03-20T02:43:10,14,1,0,44.2998,-99.4388,03-20-2020.csv,03-20-2020
Channel Islands,United Kingdom,2020-03-20T20:43:03,14,0,0,49.3723,-2.3644,03-20-2020.csv,03-20-2020
,Maldives,2020-03-15T18:20:18,13,0,0,3.2028,73.2207,03-20-2020.csv,03-20-2020
,Paraguay,2020-03-20T02:13:50,13,0,0,-23.4425,-58.4438,03-20-2020.csv,03-20-2020
,Guatemala,2020-03-20T16:13:19,12,1,0,15.7835,-90.2308,03-20-2020.csv,03-20-2020
,Mauritius,2020-03-20T15:13:21,12,0,0,-20.3484,57.5522,03-20-2020.csv,03-20-2020
,Nigeria,2020-03-20T02:13:50,12,0,1,9.0820,8.6753,03-20-2020.csv,03-20-2020
Alaska,US,2020-03-20T16:43:10,12,0,0,61.3707,-152.4044,03-20-2020.csv,03-20-2020
New Brunswick,Canada,2020-03-18T18:33:03,11,0,0,46.5653,-66.4619,03-20-2020.csv,03-20-2020
French Polynesia,France,2020-03-20T10:13:37,11,0,0,-17.6797,-149.4068,03-20-2020.csv,03-20-2020
,Monaco,2020-03-20T14:43:04,11,0,0,43.7384,7.4246,03-20-2020.csv,03-20-2020
Tasmania,Australia,2020-03-19T11:13:54,10,0,3,-41.4545,145.9707,03-20-2020.csv,03-20-2020
Grand Princess,Canada,2020-03-20T03:13:18,10,0,0,37.6489,-122.6655,03-20-2020.csv,03-20-2020
Gibraltar,United Kingdom,2020-03-19T20:13:52,10,0,2,36.1408,-5.3536,03-20-2020.csv,03-20-2020
,Cote d'Ivoire,2020-03-19T01:03:46,9,0,1,7.5400,-5.5471,03-20-2020.csv,03-20-2020
,Ethiopia,2020-03-20T14:13:11,9,0,0,9.1450,40.4897,03-20-2020.csv,03-20-2020
,Togo,2020-03-20T14:43:04,9,0,1,8.6195,0.8248,03-20-2020.csv,03-20-2020
,Trinidad and Tobago,2020-03-19T10:53:03,9,0,0,10.6918,-61.2225,03-20-2020.csv,03-20-2020
,Guyana,2020-03-17T10:53:03,7,1,0,4.8604,-58.9302,03-20-2020.csv,03-20-2020
,Kenya,2020-03-19T02:33:08,7,0,0,-0.0236,37.9062,03-20-2020.csv,03-20-2020
,Seychelles,2020-03-20T15:43:24,7,0,0,-4.6796,55.4920,03-20-2020.csv,03-20-2020
West Virginia,US,2020-03-20T19:43:03,7,0,0,38.4912,-80.9545,03-20-2020.csv,03-20-2020
Australian Capital Territory,Australia,2020-03-20T21:13:30,6,0,0,-35.4735,149.0124,03-20-2020.csv,03-20-2020
,Equatorial Guinea,2020-03-19T20:43:03,6,0,0,1.6508,10.2679,03-20-2020.csv,03-20-2020
,Kyrgyzstan,2020-03-20T14:13:36,6,0,0,41.2044,74.7661,03-20-2020.csv,03-20-2020
,Mayotte,2020-03-20T10:13:38,6,0,0,-12.8275,45.1662,03-20-2020.csv,03-20-2020
,Mongolia,2020-03-18T11:53:04,6,0,0,46.8625,103.8467,03-20-2020.csv,03-20-2020
,Tanzania,2020-03-19T11:33:36,6,0,0,-6.3690,34.8888,03-20-2020.csv,03-20-2020
,Barbados,2020-03-19T20:43:03,5,0,0,13.1939,-59.5432,03-20-2020.csv,03-20-2020
Aruba,Netherlands,2020-03-20T02:43:10,5,0,0,12.5211,-69.9683,03-20-2020.csv,03-20-2020
Newfoundland and Labrador,Canada,2020-03-20T21:13:29,4,0,0,53.1355,-57.6604,03-20-2020.csv,03-20-2020
St Martin,France,2020-03-19T09:33:04,4,0,0,18.0708,-63.0501,03-20-2020.csv,03-20-2020
,Suriname,2020-03-20T14:43:04,4,0,0,3.9193,-56.0278,03-20-2020.csv,03-20-2020
Northern Territory,Australia,2020-03-20T21:13:29,3,0,0,-12.4634,130.8456,03-20-2020.csv,03-20-2020
,"Bahamas, The",2020-03-19T11:33:39,3,0,0,25.0343,-77.3963,03-20-2020.csv,03-20-2020
,Central African Republic,2020-03-20T20:43:03,3,0,0,6.6111,20.9394,03-20-2020.csv,03-20-2020
,Congo (Brazzaville),2020-03-19T20:13:56,3,0,0,-0.2280,15.8277,03-20-2020.csv,03-20-2020
Saint Barthelemy,France,2020-03-16T14:38:45,3,0,0,17.9000,-62.8333,03-20-2020.csv,03-20-2020
,Gabon,2020-03-20T15:13:21,3,1,0,-0.8037,11.6094,03-20-2020.csv,03-20-2020
,Madagascar,2020-03-20T22:13:53,3,0,0,-18.7669,46.8691,03-20-2020.csv,03-20-2020
,Namibia,2020-03-19T20:13:52,3,0,0,-22.9576,18.4904,03-20-2020.csv,03-20-2020
Curacao,Netherlands,2020-03-19T08:53:03,3,1,0,12.1696,-68.9900,03-20-2020.csv,03-20-2020
United States Virgin Islands,US,2020-03-20T00:43:02,3,0,0,18.3358,-64.8963,03-20-2020.csv,03-20-2020
Cayman Islands,United Kingdom,2020-03-19T20:13:56,3,1,0,19.3133,-81.2546,03-20-2020.csv,03-20-2020
,Benin,2020-03-18T14:13:56,2,0,0,9.3077,2.3158,03-20-2020.csv,03-20-2020
,Bhutan,2020-03-20T14:13:37,2,0,0,27.5142,90.4336,03-20-2020.csv,03-20-2020
Prince Edward Island,Canada,2020-03-19T18:43:03,2,0,0,46.5107,-63.4168,03-20-2020.csv,03-20-2020
Greenland,Denmark,2020-03-19T08:13:19,2,0,0,71.7069,-42.6043,03-20-2020.csv,03-20-2020
New Caledonia,France,2020-03-19T02:33:09,2,0,0,-20.9043,165.6180,03-20-2020.csv,03-20-2020
