"Case_Type","Country/Region","State/Province/County","US State Abbreviation","Original Province/State","Latitude","Longitude","Recorded Date at 0000 GMT","Cumulative Cases","Cases Reported for Day"
"Deaths","Afghanistan","",,"","33","65","01/22/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/23/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/24/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/25/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/26/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/27/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/28/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/29/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/30/20","0","0"
"Deaths","Afghanistan","",,"","33","65","01/31/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/01/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/02/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/03/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/04/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/05/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/06/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/07/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/08/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/09/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/10/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/11/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/12/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/13/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/14/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/15/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/16/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/17/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/18/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/19/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/20/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/21/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/22/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/23/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/24/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/25/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/26/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/27/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/28/20","0","0"
"Deaths","Afghanistan","",,"","33","65","02/29/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/01/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/02/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/03/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/04/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/05/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/06/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/07/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/08/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/09/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/10/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/11/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/12/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/13/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/14/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/15/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/16/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/17/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/18/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/19/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/20/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/21/20","0","0"
"Deaths","Afghanistan","",,"","33","65","03/22/20","1","1"
"Deaths","Afghanistan","",,"","33","65","03/23/20","1","0"
"Deaths","Afghanistan","",,"","33","65","03/24/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/22/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/23/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/24/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/25/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/26/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/27/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/28/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/29/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/30/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","01/31/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/01/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/02/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/03/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/04/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/05/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/06/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/07/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/08/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/09/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/10/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/11/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/12/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/13/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/14/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/15/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/16/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/17/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/18/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/19/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/20/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/21/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/22/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/23/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/24/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/25/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/26/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/27/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/28/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","02/29/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/01/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/02/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/03/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/04/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/05/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/06/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/07/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/08/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/09/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/10/20","0","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/11/20","1","1"
"Deaths","Albania","",,"","41.1533","20.1683","03/12/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/13/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/14/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/15/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/16/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/17/20","1","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/18/20","2","1"
"Deaths","Albania","",,"","41.1533","20.1683","03/19/20","2","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/20/20","2","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/21/20","2","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/22/20","2","0"
"Deaths","Albania","",,"","41.1533","20.1683","03/23/20","4","2"
"Deaths","Albania","",,"","41.1533","20.1683","03/24/20","5","1"
"Deaths","Algeria","",,"","28.0339","1.6596","01/22/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/23/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/24/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/25/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/26/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/27/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/28/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/29/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/30/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","01/31/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/01/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/02/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/03/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/04/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/05/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/06/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/07/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/08/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/09/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/10/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/11/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/12/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/13/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/14/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/15/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/16/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/17/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/18/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/19/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/20/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/21/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/22/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/23/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/24/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/25/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/26/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/27/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/28/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","02/29/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/01/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/02/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/03/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/04/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/05/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/06/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/07/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/08/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/09/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/10/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/11/20","0","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/12/20","1","1"
"Deaths","Algeria","",,"","28.0339","1.6596","03/13/20","2","1"
"Deaths","Algeria","",,"","28.0339","1.6596","03/14/20","3","1"
"Deaths","Algeria","",,"","28.0339","1.6596","03/15/20","4","1"
"Deaths","Algeria","",,"","28.0339","1.6596","03/16/20","4","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/17/20","4","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/18/20","7","3"
"Deaths","Algeria","",,"","28.0339","1.6596","03/19/20","9","2"
"Deaths","Algeria","",,"","28.0339","1.6596","03/20/20","11","2"
"Deaths","Algeria","",,"","28.0339","1.6596","03/21/20","15","4"
"Deaths","Algeria","",,"","28.0339","1.6596","03/22/20","17","2"
"Deaths","Algeria","",,"","28.0339","1.6596","03/23/20","17","0"
"Deaths","Algeria","",,"","28.0339","1.6596","03/24/20","19","2"
"Deaths","Andorra","",,"","42.5063","1.5218","01/22/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/23/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/24/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/25/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/26/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/27/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/28/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/29/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/30/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","01/31/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/01/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/02/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/03/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/04/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/05/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/06/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/07/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/08/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/09/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/10/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/11/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/12/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/13/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/14/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/15/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/16/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/17/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/18/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/19/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/20/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/21/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/22/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/23/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/24/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/25/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/26/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/27/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/28/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","02/29/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/01/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/02/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/03/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/04/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/05/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/06/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/07/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/08/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/09/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/10/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/11/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/12/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/13/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/14/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/15/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/16/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/17/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/18/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/19/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/20/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/21/20","0","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/22/20","1","1"
"Deaths","Andorra","",,"","42.5063","1.5218","03/23/20","1","0"
"Deaths","Andorra","",,"","42.5063","1.5218","03/24/20","1","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/22/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/23/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/24/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/25/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/26/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/27/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/28/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/29/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/30/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","01/31/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/01/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/02/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/03/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/04/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/05/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/06/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/07/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/08/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/09/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/10/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/11/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/12/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/13/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/14/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/15/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/16/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/17/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/18/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/19/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/20/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/21/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/22/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/23/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/24/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/25/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/26/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/27/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/28/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","02/29/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/01/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/02/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/03/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/04/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/05/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/06/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/07/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/08/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/09/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/10/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/11/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/12/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/13/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/14/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/15/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/16/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/17/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/18/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/19/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/20/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/21/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/22/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/23/20","0","0"
"Deaths","Angola","",,"","-11.2027","17.8739","03/24/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/22/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/23/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/24/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/25/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/26/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/27/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/28/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/29/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/30/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","01/31/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/01/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/02/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/03/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/04/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/05/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/06/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/07/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/08/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/09/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/10/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/11/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/12/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/13/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/14/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/15/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/16/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/17/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/18/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/19/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/20/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/21/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/22/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/23/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/24/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/25/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/26/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/27/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/28/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","02/29/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/01/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/02/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/03/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/04/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/05/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/06/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/07/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/08/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/09/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/10/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/11/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/12/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/13/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/14/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/15/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/16/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/17/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/18/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/19/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/20/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/21/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/22/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/23/20","0","0"
"Deaths","Antigua and Barbuda","",,"","17.0608","-61.7964","03/24/20","0","0"
"Deaths","Argentina","",,"","-38.4161","-63.6167","01/22/20","0","0"
"Deaths","Argentina","",,"","-38.4161","-63.6167","01/23/20","0","0"
"Deaths","Argentina","",,"","-38.4161","-63.6167","01/24/20","0","0"
"Deaths","Argentina","",,"","-38.4161","-63.6167","01/25/20","0","0"
