"CsvFileName","PeriodEnding","CSVRawURL","CSVPageURL","DateLastModifiedUTC","FileNumber","NeedsUpdating","Source_Type"
"03-05-2020.csv","03-05-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-05-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-05-2020.csv","2020-03-05T00:00:00Z","43","False","csse_covid_19_daily_reports"
"03-06-2020.csv","03-06-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-06-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-06-2020.csv","2020-03-06T00:00:00Z","44","False","csse_covid_19_daily_reports"
"03-07-2020.csv","03-07-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-07-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-07-2020.csv","2020-03-07T00:00:00Z","45","False","csse_covid_19_daily_reports"
"03-08-2020.csv","03-08-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-08-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-08-2020.csv","2020-03-08T00:00:00Z","46","False","csse_covid_19_daily_reports"
"03-09-2020.csv","03-09-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-09-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-09-2020.csv","2020-03-09T00:00:00Z","47","False","csse_covid_19_daily_reports"
"03-10-2020.csv","03-10-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-10-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-10-2020.csv","2020-03-10T00:00:00Z","48","False","csse_covid_19_daily_reports"
"03-11-2020.csv","03-11-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-11-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-11-2020.csv","2020-03-11T00:00:00Z","49","False","csse_covid_19_daily_reports"
"03-12-2020.csv","03-12-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-12-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-12-2020.csv","2020-03-12T00:00:00Z","50","False","csse_covid_19_daily_reports"
"03-13-2020.csv","03-13-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-13-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-13-2020.csv","2020-03-13T00:00:00Z","51","False","csse_covid_19_daily_reports"
"03-14-2020.csv","03-14-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-14-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-14-2020.csv","2020-03-14T00:00:00Z","52","False","csse_covid_19_daily_reports"
"03-15-2020.csv","03-15-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-15-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-15-2020.csv","2020-03-15T00:00:00Z","53","False","csse_covid_19_daily_reports"
"03-16-2020.csv","03-16-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-16-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-16-2020.csv","2020-03-16T00:00:00Z","54","False","csse_covid_19_daily_reports"
"03-17-2020.csv","03-17-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-17-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-17-2020.csv","2020-03-17T00:00:00Z","55","False","csse_covid_19_daily_reports"
"03-18-2020.csv","03-18-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-18-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-18-2020.csv","2020-03-18T00:00:00Z","56","False","csse_covid_19_daily_reports"
"03-19-2020.csv","03-19-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-19-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-19-2020.csv","2020-03-19T00:00:00Z","57","False","csse_covid_19_daily_reports"
