"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Aurora, SD, USA","03-27-2020.csv","Aurora, SD, USA","03-27-2020","1","03-27-2020.csv","Aurora, SD, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Aurora, SD, USA","03-27-2020","1"
"Austin, TX, USA","03-26-2020.csv","Austin, TX, USA","03-26-2020","1","03-26-2020.csv","Austin, TX, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Austin, TX, USA","03-26-2020","1"
"Australia","01-25-2020.csv","Australia","01-25-2020","4","01-25-2020.csv","Australia","01-25-2020","4",,,,,,,,,"01-25-2020.csv","Australia","01-25-2020","4"
"Australian Capital Territory, Australia","03-13-2020.csv","Australian Capital Territory, Australia","03-13-2020","1","03-13-2020.csv","Australian Capital Territory, Australia","03-13-2020","1","03-30-2020.csv","Australian Capital Territory, Australia","03-30-2020","1","03-26-2020.csv","Australian Capital Territory, Australia","03-26-2020","1","03-13-2020.csv","Australian Capital Territory, Australia","03-13-2020","1"
"Austria","02-26-2020.csv","Austria","02-26-2020","2","02-26-2020.csv","Austria","02-26-2020","2","03-12-2020.csv","Austria","03-12-2020","1","03-09-2020.csv","Austria","03-09-2020","2","02-26-2020.csv","Austria","02-26-2020","2"
"Autauga, AL, USA","03-24-2020.csv","Autauga, AL, USA","03-24-2020","1","03-24-2020.csv","Autauga, AL, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Autauga, AL, USA","03-24-2020","1"
"Avery, NC, USA",,,,,,,,,,,,,,,,,,,,
"Avoyelles, LA, USA","03-22-2020.csv","Avoyelles, LA, USA","03-22-2020","1","03-22-2020.csv","Avoyelles, LA, USA","03-22-2020","1","04-01-2020.csv","Avoyelles, LA, USA","04-01-2020","2",,,,,"03-22-2020.csv","Avoyelles, LA, USA","03-22-2020","1"
"AZ, USA","01-26-2020.csv","AZ, USA","01-26-2020","1","01-26-2020.csv","AZ, USA","01-26-2020","1","03-21-2020.csv","AZ, USA","03-21-2020","1","03-10-2020.csv","AZ, USA","03-10-2020","1","01-26-2020.csv","AZ, USA","01-26-2020","1"
"Azerbaijan","02-28-2020.csv","Azerbaijan","02-28-2020","1","02-28-2020.csv","Azerbaijan","02-28-2020","1","03-13-2020.csv","Azerbaijan","03-13-2020","1","03-11-2020.csv","Azerbaijan","03-11-2020","3","02-28-2020.csv","Azerbaijan","02-28-2020","1"
"Baca, CO, USA","03-27-2020.csv","Baca, CO, USA","03-27-2020","1","03-27-2020.csv","Baca, CO, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Baca, CO, USA","03-27-2020","1"
"Bacon, GA, USA","03-29-2020.csv","Bacon, GA, USA","03-29-2020","1","03-29-2020.csv","Bacon, GA, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Bacon, GA, USA","03-29-2020","1"
"Bahamas","03-22-2020.csv","Bahamas","03-22-2020","4","03-22-2020.csv","Bahamas","03-22-2020","4","04-01-2020.csv","Bahamas","04-01-2020","1","03-24-2020.csv","Bahamas","03-24-2020","1","03-22-2020.csv","Bahamas","03-22-2020","4"
"Bahamas, The","03-19-2020.csv","Bahamas, The","03-19-2020","3","03-19-2020.csv","Bahamas, The","03-19-2020","3",,,,,,,,,"03-19-2020.csv","Bahamas, The","03-19-2020","3"
"Bahrain","02-24-2020.csv","Bahrain","02-24-2020","1","02-24-2020.csv","Bahrain","02-24-2020","1","03-16-2020.csv","Bahrain","03-16-2020","1","03-06-2020.csv","Bahrain","03-06-2020","4","02-24-2020.csv","Bahrain","02-24-2020","1"
"Bailey, TX, USA",,,,,,,,,,,,,,,,,,,,
"Baker, FL, USA","03-22-2020.csv","Baker, FL, USA","03-22-2020","2","03-22-2020.csv","Baker, FL, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Baker, FL, USA","03-22-2020","2"
"Baker, GA, USA","03-26-2020.csv","Baker, GA, USA","03-26-2020","1","03-26-2020.csv","Baker, GA, USA","03-26-2020","1","03-28-2020.csv","Baker, GA, USA","03-28-2020","1",,,,,"03-26-2020.csv","Baker, GA, USA","03-26-2020","1"
"Baker, OR, USA",,,,,,,,,,,,,,,,,,,,
"Baldwin, AL, USA","03-22-2020.csv","Baldwin, AL, USA","03-22-2020","2","03-22-2020.csv","Baldwin, AL, USA","03-22-2020","2","03-29-2020.csv","Baldwin, AL, USA","03-29-2020","1",,,,,"03-22-2020.csv","Baldwin, AL, USA","03-22-2020","2"
"Baldwin, GA, USA","03-22-2020.csv","Baldwin, GA, USA","03-22-2020","2","03-22-2020.csv","Baldwin, GA, USA","03-22-2020","2","03-31-2020.csv","Baldwin, GA, USA","03-31-2020","1",,,,,"03-22-2020.csv","Baldwin, GA, USA","03-22-2020","2"
"Ballard, KY, USA",,,,,,,,,,,,,,,,,,,,
"Baltimore City, MD, USA","03-22-2020.csv","Baltimore City, MD, USA","03-22-2020","24","03-22-2020.csv","Baltimore City, MD, USA","03-22-2020","24","03-29-2020.csv","Baltimore City, MD, USA","03-29-2020","2",,,,,"03-22-2020.csv","Baltimore City, MD, USA","03-22-2020","24"
"Baltimore, MD, USA","03-22-2020.csv","Baltimore, MD, USA","03-22-2020","28","03-22-2020.csv","Baltimore, MD, USA","03-22-2020","28","03-22-2020.csv","Baltimore, MD, USA","03-22-2020","1",,,,,"03-22-2020.csv","Baltimore, MD, USA","03-22-2020","27"
"Bamberg, SC, USA","03-31-2020.csv","Bamberg, SC, USA","03-31-2020","2","03-31-2020.csv","Bamberg, SC, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Bamberg, SC, USA","03-31-2020","2"
"Bandera, TX, USA",,,,,,,,,,,,,,,,,,,,
"Bangladesh","03-08-2020.csv","Bangladesh","03-08-2020","3","03-08-2020.csv","Bangladesh","03-08-2020","3","03-18-2020.csv","Bangladesh","03-18-2020","1","03-16-2020.csv","Bangladesh","03-16-2020","2","03-08-2020.csv","Bangladesh","03-08-2020","3"
"Banks, GA, USA","03-30-2020.csv","Banks, GA, USA","03-30-2020","1","03-30-2020.csv","Banks, GA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Banks, GA, USA","03-30-2020","1"
"Banner, NE, USA",,,,,,,,,,,,,,,,,,,,
"Bannock, ID, USA","03-23-2020.csv","Bannock, ID, USA","03-23-2020","2","03-23-2020.csv","Bannock, ID, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Bannock, ID, USA","03-23-2020","2"
"Baraga, MI, USA",,,,,,,,,,,,,,,,,,,,
"Barbados","03-17-2020.csv","Barbados","03-17-2020","2","03-17-2020.csv","Barbados","03-17-2020","2",,,,,,,,,"03-17-2020.csv","Barbados","03-17-2020","2"
"Barber, KS, USA",,,,,,,,,,,,,,,,,,,,
"Barbour, AL, USA","04-03-2020.csv","Barbour, AL, USA","04-03-2020","1","04-03-2020.csv","Barbour, AL, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Barbour, AL, USA","04-03-2020","1"
"Barbour, WV, USA","04-01-2020.csv","Barbour, WV, USA","04-01-2020","1","04-01-2020.csv","Barbour, WV, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Barbour, WV, USA","04-01-2020","1"
"Barnes, ND, USA","03-28-2020.csv","Barnes, ND, USA","03-28-2020","2","03-28-2020.csv","Barnes, ND, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Barnes, ND, USA","03-28-2020","2"
"Barnstable, MA, USA","03-22-2020.csv","Barnstable, MA, USA","03-22-2020","24","03-22-2020.csv","Barnstable, MA, USA","03-22-2020","24","03-25-2020.csv","Barnstable, MA, USA","03-25-2020","1",,,,,"03-22-2020.csv","Barnstable, MA, USA","03-22-2020","24"
"Barnwell, SC, USA","03-30-2020.csv","Barnwell, SC, USA","03-30-2020","1","03-30-2020.csv","Barnwell, SC, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Barnwell, SC, USA","03-30-2020","1"
"Barren, KY, USA","03-29-2020.csv","Barren, KY, USA","03-29-2020","1","03-29-2020.csv","Barren, KY, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Barren, KY, USA","03-29-2020","1"
"Barron, WI, USA","04-03-2020.csv","Barron, WI, USA","04-03-2020","1","04-03-2020.csv","Barron, WI, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Barron, WI, USA","04-03-2020","1"
"Barrow, GA, USA","03-22-2020.csv","Barrow, GA, USA","03-22-2020","1","03-22-2020.csv","Barrow, GA, USA","03-22-2020","1","03-28-2020.csv","Barrow, GA, USA","03-28-2020","1",,,,,"03-22-2020.csv","Barrow, GA, USA","03-22-2020","1"
"Barry, MI, USA","03-22-2020.csv","Barry, MI, USA","03-22-2020","1","03-22-2020.csv","Barry, MI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Barry, MI, USA","03-22-2020","1"
"Barry, MO, USA","03-28-2020.csv","Barry, MO, USA","03-28-2020","1","03-28-2020.csv","Barry, MO, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Barry, MO, USA","03-28-2020","1"
"Bartholomew, IN, USA","03-22-2020.csv","Bartholomew, IN, USA","03-22-2020","5","03-22-2020.csv","Bartholomew, IN, USA","03-22-2020","5",,,,,,,,,"03-22-2020.csv","Bartholomew, IN, USA","03-22-2020","5"
"Barton, KS, USA","03-31-2020.csv","Barton, KS, USA","03-31-2020","1","03-31-2020.csv","Barton, KS, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Barton, KS, USA","03-31-2020","1"
"Barton, MO, USA",,,,,,,,,,,,,,,,,,,,
"Bartow, GA, USA","03-22-2020.csv","Bartow, GA, USA","03-22-2020","56","03-22-2020.csv","Bartow, GA, USA","03-22-2020","56","03-22-2020.csv","Bartow, GA, USA","03-22-2020","1",,,,,"03-22-2020.csv","Bartow, GA, USA","03-22-2020","55"
"Bastrop, TX, USA","03-24-2020.csv","Bastrop, TX, USA","03-24-2020","1","03-24-2020.csv","Bastrop, TX, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Bastrop, TX, USA","03-24-2020","1"
"Bates, MO, USA","03-22-2020.csv","Bates, MO, USA","03-22-2020","1","03-22-2020.csv","Bates, MO, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Bates, MO, USA","03-22-2020","1"
"Bath, KY, USA",,,,,,,,,,,,,,,,,,,,
"Bath, VA, USA",,,,,,,,,,,,,,,,,,,,
"Bavaria, Germany","01-28-2020.csv","Bavaria, Germany","01-28-2020","4","01-28-2020.csv","Bavaria, Germany","01-28-2020","4",,,,,,,,,"01-28-2020.csv","Bavaria, Germany","01-28-2020","4"
"Baxter, AR, USA","03-28-2020.csv","Baxter, AR, USA","03-28-2020","1","03-28-2020.csv","Baxter, AR, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Baxter, AR, USA","03-28-2020","1"
"Bay, FL, USA","03-22-2020.csv","Bay, FL, USA","03-22-2020","1","03-22-2020.csv","Bay, FL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Bay, FL, USA","03-22-2020","1"
"Bay, MI, USA","03-22-2020.csv","Bay, MI, USA","03-22-2020","1","03-22-2020.csv","Bay, MI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Bay, MI, USA","03-22-2020","1"
"Bayfield, WI, USA","03-22-2020.csv","Bayfield, WI, USA","03-22-2020","1","03-22-2020.csv","Bayfield, WI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Bayfield, WI, USA","03-22-2020","1"
"Baylor, TX, USA",,,,,,,,,,,,,,,,,,,,
"Beadle, SD, USA","03-22-2020.csv","Beadle, SD, USA","03-22-2020","10","03-22-2020.csv","Beadle, SD, USA","03-22-2020","10","04-01-2020.csv","Beadle, SD, USA","04-01-2020","1",,,,,"03-22-2020.csv","Beadle, SD, USA","03-22-2020","10"
"Bear Lake, ID, USA",,,,,,,,,,,,,,,,,,,,
"Beaufort, NC, USA","03-24-2020.csv","Beaufort, NC, USA","03-24-2020","2","03-24-2020.csv","Beaufort, NC, USA","03-24-2020","2",,,,,,,,,"03-24-2020.csv","Beaufort, NC, USA","03-24-2020","2"
"Beaufort, SC, USA","03-22-2020.csv","Beaufort, SC, USA","03-22-2020","14","03-22-2020.csv","Beaufort, SC, USA","03-22-2020","14","03-30-2020.csv","Beaufort, SC, USA","03-30-2020","1",,,,,"03-22-2020.csv","Beaufort, SC, USA","03-22-2020","14"
"Beauregard, LA, USA","03-22-2020.csv","Beauregard, LA, USA","03-22-2020","1","03-22-2020.csv","Beauregard, LA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Beauregard, LA, USA","03-22-2020","1"
"Beaver, OK, USA",,,,,,,,,,,,,,,,,,,,
"Beaver, PA, USA","03-22-2020.csv","Beaver, PA, USA","03-22-2020","3","03-22-2020.csv","Beaver, PA, USA","03-22-2020","3","03-31-2020.csv","Beaver, PA, USA","03-31-2020","1",,,,,"03-22-2020.csv","Beaver, PA, USA","03-22-2020","3"
"Beaver, UT, USA","03-29-2020.csv","Beaver, UT, USA","03-29-2020","1","03-29-2020.csv","Beaver, UT, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Beaver, UT, USA","03-29-2020","1"
"Beaverhead, MT, USA",,,,,,,,,,,,,,,,,,,,
"Becker, MN, USA",,,,,,,,,,,,,,,,,,,,
"Beckham, OK, USA","03-30-2020.csv","Beckham, OK, USA","03-30-2020","1","03-30-2020.csv","Beckham, OK, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Beckham, OK, USA","03-30-2020","1"
"Bedford, PA, USA","03-31-2020.csv","Bedford, PA, USA","03-31-2020","2","03-31-2020.csv","Bedford, PA, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Bedford, PA, USA","03-31-2020","2"
"Bedford, TN, USA","03-25-2020.csv","Bedford, TN, USA","03-25-2020","1","03-25-2020.csv","Bedford, TN, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Bedford, TN, USA","03-25-2020","1"
"Bedford, VA, USA","03-22-2020.csv","Bedford, VA, USA","03-22-2020","1","03-22-2020.csv","Bedford, VA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Bedford, VA, USA","03-22-2020","1"
"Bee, TX, USA",,,,,,,,,,,,,,,,,,,,
"Beijing, China","01-22-2020.csv","Beijing, China","01-22-2020","14","01-22-2020.csv","Beijing, China","01-22-2020","14","01-27-2020.csv","Beijing, China","01-27-2020","1","01-24-2020.csv","Beijing, China","01-24-2020","1","01-22-2020.csv","Beijing, China","01-22-2020","14"
"Belarus","02-28-2020.csv","Belarus","02-28-2020","1","02-28-2020.csv","Belarus","02-28-2020","1","03-31-2020.csv","Belarus","03-31-2020","1","03-09-2020.csv","Belarus","03-09-2020","1","02-28-2020.csv","Belarus","02-28-2020","1"
"Belgium","02-04-2020.csv","Belgium","02-04-2020","1","02-04-2020.csv","Belgium","02-04-2020","1","03-11-2020.csv","Belgium","03-11-2020","3","02-17-2020.csv","Belgium","02-17-2020","1","02-04-2020.csv","Belgium","02-04-2020","1"
"Belize","03-23-2020.csv","Belize","03-23-2020","1","03-23-2020.csv","Belize","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Belize","03-23-2020","1"
"Belknap, NH, USA","03-23-2020.csv","Belknap, NH, USA","03-23-2020","4","03-23-2020.csv","Belknap, NH, USA","03-23-2020","4",,,,,,,,,"03-23-2020.csv","Belknap, NH, USA","03-23-2020","4"
"Bell, KY, USA",,,,,,,,,,,,,,,,,,,,
"Bell, TX, USA","03-22-2020.csv","Bell, TX, USA","03-22-2020","10","03-22-2020.csv","Bell, TX, USA","03-22-2020","10","03-26-2020.csv","Bell, TX, USA","03-26-2020","1",,,,,"03-22-2020.csv","Bell, TX, USA","03-22-2020","10"
"Belmont, OH, USA","03-22-2020.csv","Belmont, OH, USA","03-22-2020","2","03-22-2020.csv","Belmont, OH, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Belmont, OH, USA","03-22-2020","2"
"Beltrami, MN, USA","03-27-2020.csv","Beltrami, MN, USA","03-27-2020","1","03-27-2020.csv","Beltrami, MN, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Beltrami, MN, USA","03-27-2020","1"
"Ben Hill, GA, USA","03-24-2020.csv","Ben Hill, GA, USA","03-24-2020","1","03-24-2020.csv","Ben Hill, GA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Ben Hill, GA, USA","03-24-2020","1"
"Benewah, ID, USA",,,,,,,,,,,,,,,,,,,,
"Benin","03-16-2020.csv","Benin","03-16-2020","1","03-16-2020.csv","Benin","03-16-2020","1",,,,,"03-31-2020.csv","Benin","03-31-2020","1","03-16-2020.csv","Benin","03-16-2020","1"
"Bennett, SD, USA",,,,,,,,,,,,,,,,,,,,
"Bennington, VT, USA","03-09-2020.csv","Bennington, VT, USA","03-09-2020","1","03-09-2020.csv","Bennington, VT, USA","03-09-2020","1",,,,,,,,,"03-09-2020.csv","Bennington, VT, USA","03-09-2020","1"
"Benson, ND, USA",,,,,,,,,,,,,,,,,,,,
"Bent, CO, USA",,,,,,,,,,,,,,,,,,,,
"Benton, AR, USA","03-22-2020.csv","Benton, AR, USA","03-22-2020","1","03-22-2020.csv","Benton, AR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Benton, AR, USA","03-22-2020","1"
"Benton, IA, USA","03-25-2020.csv","Benton, IA, USA","03-25-2020","2","03-25-2020.csv","Benton, IA, USA","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Benton, IA, USA","03-25-2020","2"
"Benton, IN, USA","04-01-2020.csv","Benton, IN, USA","04-01-2020","1","04-01-2020.csv","Benton, IN, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Benton, IN, USA","04-01-2020","1"
"Benton, MN, USA","03-22-2020.csv","Benton, MN, USA","03-22-2020","1","03-22-2020.csv","Benton, MN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Benton, MN, USA","03-22-2020","1"
"Benton, MO, USA","03-26-2020.csv","Benton, MO, USA","03-26-2020","1","03-26-2020.csv","Benton, MO, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Benton, MO, USA","03-26-2020","1"
"Benton, MS, USA","03-26-2020.csv","Benton, MS, USA","03-26-2020","1","03-26-2020.csv","Benton, MS, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Benton, MS, USA","03-26-2020","1"
"Benton, OR, USA","03-22-2020.csv","Benton, OR, USA","03-22-2020","4","03-22-2020.csv","Benton, OR, USA","03-22-2020","4","03-31-2020.csv","Benton, OR, USA","03-31-2020","1",,,,,"03-22-2020.csv","Benton, OR, USA","03-22-2020","4"
"Benton, TN, USA","03-26-2020.csv","Benton, TN, USA","03-26-2020","1","03-26-2020.csv","Benton, TN, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Benton, TN, USA","03-26-2020","1"
"Benton, WA, USA","03-22-2020.csv","Benton, WA, USA","03-22-2020","7","03-22-2020.csv","Benton, WA, USA","03-22-2020","7","03-22-2020.csv","Benton, WA, USA","03-22-2020","2",,,,,"03-22-2020.csv","Benton, WA, USA","03-22-2020","5"
"Benzie, MI, USA",,,,,,,,,,,,,,,,,,,,
"Bergen, NJ, USA","03-05-2020.csv","Bergen, NJ, USA","03-05-2020","2","03-05-2020.csv","Bergen, NJ, USA","03-05-2020","2","03-22-2020.csv","Bergen, NJ, USA","03-22-2020","6",,,,,"03-05-2020.csv","Bergen, NJ, USA","03-05-2020","2"
"Berkeley, CA, USA","03-03-2020.csv","Berkeley, CA, USA","03-03-2020","1","03-03-2020.csv","Berkeley, CA, USA","03-03-2020","1",,,,,,,,,"03-03-2020.csv","Berkeley, CA, USA","03-03-2020","1"
"Berkeley, SC, USA","03-22-2020.csv","Berkeley, SC, USA","03-22-2020","2","03-22-2020.csv","Berkeley, SC, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Berkeley, SC, USA","03-22-2020","2"
"Berkeley, WV, USA","03-25-2020.csv","Berkeley, WV, USA","03-25-2020","2","03-25-2020.csv","Berkeley, WV, USA","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Berkeley, WV, USA","03-25-2020","2"
"Berks, PA, USA","03-22-2020.csv","Berks, PA, USA","03-22-2020","13","03-22-2020.csv","Berks, PA, USA","03-22-2020","13","04-02-2020.csv","Berks, PA, USA","04-02-2020","1",,,,,"03-22-2020.csv","Berks, PA, USA","03-22-2020","13"
"Berkshire, MA, USA","03-08-2020.csv","Berkshire, MA, USA","03-08-2020","1","03-08-2020.csv","Berkshire, MA, USA","03-08-2020","1","03-27-2020.csv","Berkshire, MA, USA","03-27-2020","2",,,,,"03-08-2020.csv","Berkshire, MA, USA","03-08-2020","1"
"Bermuda, United Kingdom","03-19-2020.csv","Bermuda, United Kingdom","03-19-2020","2","03-19-2020.csv","Bermuda, United Kingdom","03-19-2020","2",,,,,"03-26-2020.csv","Bermuda, United Kingdom","03-26-2020","2","03-19-2020.csv","Bermuda, United Kingdom","03-19-2020","2"
"Bernalillo, NM, USA","03-22-2020.csv","Bernalillo, NM, USA","03-22-2020","32","03-22-2020.csv","Bernalillo, NM, USA","03-22-2020","32","03-29-2020.csv","Bernalillo, NM, USA","03-29-2020","1",,,,,"03-22-2020.csv","Bernalillo, NM, USA","03-22-2020","32"
"Berrien, GA, USA","03-30-2020.csv","Berrien, GA, USA","03-30-2020","1","03-30-2020.csv","Berrien, GA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Berrien, GA, USA","03-30-2020","1"
"Berrien, MI, USA","03-22-2020.csv","Berrien, MI, USA","03-22-2020","3","03-22-2020.csv","Berrien, MI, USA","03-22-2020","3","03-31-2020.csv","Berrien, MI, USA","03-31-2020","1",,,,,"03-22-2020.csv","Berrien, MI, USA","03-22-2020","3"
"Bertie, NC, USA","03-24-2020.csv","Bertie, NC, USA","03-24-2020","1","03-24-2020.csv","Bertie, NC, USA","03-24-2020","1","04-02-2020.csv","Bertie, NC, USA","04-02-2020","1",,,,,"03-24-2020.csv","Bertie, NC, USA","03-24-2020","1"
"Bethel, AK, USA",,,,,,,,,,,,,,,,,,,,
"Bexar, TX, USA","02-21-2020.csv","Bexar, TX, USA","02-21-2020","2","02-21-2020.csv","Bexar, TX, USA","02-21-2020","2","03-22-2020.csv","Bexar, TX, USA","03-22-2020","1",,,,,"02-21-2020.csv","Bexar, TX, USA","02-21-2020","2"
"Bhutan","03-06-2020.csv","Bhutan","03-06-2020","1","03-06-2020.csv","Bhutan","03-06-2020","1",,,,,"04-02-2020.csv","Bhutan","04-02-2020","1","03-06-2020.csv","Bhutan","03-06-2020","1"
"Bibb, AL, USA","03-30-2020.csv","Bibb, AL, USA","03-30-2020","2","03-30-2020.csv","Bibb, AL, USA","03-30-2020","2",,,,,,,,,"03-30-2020.csv","Bibb, AL, USA","03-30-2020","2"
"Bibb, GA, USA","03-22-2020.csv","Bibb, GA, USA","03-22-2020","1","03-22-2020.csv","Bibb, GA, USA","03-22-2020","1","04-02-2020.csv","Bibb, GA, USA","04-02-2020","1",,,,,"03-22-2020.csv","Bibb, GA, USA","03-22-2020","1"
"Bienville, LA, USA","03-22-2020.csv","Bienville, LA, USA","03-22-2020","1","03-22-2020.csv","Bienville, LA, USA","03-22-2020","1","03-25-2020.csv","Bienville, LA, USA","03-25-2020","1",,,,,"03-22-2020.csv","Bienville, LA, USA","03-22-2020","1"
"Big Horn, MT, USA",,,,,,,,,,,,,,,,,,,,
"Big Horn, WY, USA",,,,,,,,,,,,,,,,,,,,
"Big Stone, MN, USA","03-23-2020.csv","Big Stone, MN, USA","03-23-2020","1","03-23-2020.csv","Big Stone, MN, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Big Stone, MN, USA","03-23-2020","1"
"Billings, ND, USA",,,,,,,,,,,,,,,,,,,,
"Bingham, ID, USA","03-27-2020.csv","Bingham, ID, USA","03-27-2020","1","03-27-2020.csv","Bingham, ID, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Bingham, ID, USA","03-27-2020","1"
"Black Hawk, IA, USA","03-22-2020.csv","Black Hawk, IA, USA","03-22-2020","3","03-22-2020.csv","Black Hawk, IA, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Black Hawk, IA, USA","03-22-2020","3"
"Blackford, IN, USA","04-02-2020.csv","Blackford, IN, USA","04-02-2020","1","04-02-2020.csv","Blackford, IN, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Blackford, IN, USA","04-02-2020","1"
"Bladen, NC, USA","04-02-2020.csv","Bladen, NC, USA","04-02-2020","1","04-02-2020.csv","Bladen, NC, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Bladen, NC, USA","04-02-2020","1"
"Blaine, ID, USA","03-22-2020.csv","Blaine, ID, USA","03-22-2020","21","03-22-2020.csv","Blaine, ID, USA","03-22-2020","21","03-26-2020.csv","Blaine, ID, USA","03-26-2020","2",,,,,"03-22-2020.csv","Blaine, ID, USA","03-22-2020","21"
"Blaine, MT, USA",,,,,,,,,,,,,,,,,,,,
"Blaine, NE, USA",,,,,,,,,,,,,,,,,,,,
"Blaine, OK, USA",,,,,,,,,,,,,,,,,,,,
"Blair, PA, USA","03-26-2020.csv","Blair, PA, USA","03-26-2020","1","03-26-2020.csv","Blair, PA, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Blair, PA, USA","03-26-2020","1"
"Blanco, TX, USA","03-23-2020.csv","Blanco, TX, USA","03-23-2020","1","03-23-2020.csv","Blanco, TX, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Blanco, TX, USA","03-23-2020","1"
"Bland, VA, USA",,,,,,,,,,,,,,,,,,,,
"Bleckley, GA, USA","03-31-2020.csv","Bleckley, GA, USA","03-31-2020","1","03-31-2020.csv","Bleckley, GA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Bleckley, GA, USA","03-31-2020","1"
"Bledsoe, TN, USA","03-28-2020.csv","Bledsoe, TN, USA","03-28-2020","2","03-28-2020.csv","Bledsoe, TN, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Bledsoe, TN, USA","03-28-2020","2"
"Blount, AL, USA","03-25-2020.csv","Blount, AL, USA","03-25-2020","1","03-25-2020.csv","Blount, AL, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Blount, AL, USA","03-25-2020","1"
"Blount, TN, USA","03-22-2020.csv","Blount, TN, USA","03-22-2020","1","03-22-2020.csv","Blount, TN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Blount, TN, USA","03-22-2020","1"
"Blue Earth, MN, USA","03-22-2020.csv","Blue Earth, MN, USA","03-22-2020","4","03-22-2020.csv","Blue Earth, MN, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Blue Earth, MN, USA","03-22-2020","4"
"Boise, ID, USA",,,,,,,,,,,,,,,,,,,,
"Bolivar, MS, USA","03-22-2020.csv","Bolivar, MS, USA","03-22-2020","3","03-22-2020.csv","Bolivar, MS, USA","03-22-2020","3","03-31-2020.csv","Bolivar, MS, USA","03-31-2020","1",,,,,"03-22-2020.csv","Bolivar, MS, USA","03-22-2020","3"
